divergence_model	estimated_prob	glm_adjusted_prob	div_model_with_conditional_age_estimates
0,1,2,3,3,0,3,2,0,0,0,4,5,1,0,2,5,4	0.001	nan	0:0.00015126134[&age_median=0.00015126134,age_mean=0.00015126134,age_n=1,age_range={0.00015126134,0.00015126134},age_hpdi_95={0.00015126134,0.00015126134},age_qi_95={0.00015126134,0.00015126134}],1:0.00277854937[&age_median=0.00277854937,age_mean=0.00277854937,age_n=1,age_range={0.00277854937,0.00277854937},age_hpdi_95={0.00277854937,0.00277854937},age_qi_95={0.00277854937,0.00277854937}],2:0.0030998348[&age_median=0.0030998348,age_mean=0.0030998348,age_n=1,age_range={0.0030998348,0.0030998348},age_hpdi_95={0.0030998348,0.0030998348},age_qi_95={0.0030998348,0.0030998348}],3:3.711106e-05[&age_median=3.711106e-05,age_mean=3.711106e-05,age_n=1,age_range={3.711106e-05,3.711106e-05},age_hpdi_95={3.711106e-05,3.711106e-05},age_qi_95={3.711106e-05,3.711106e-05}],4:0.00086489792[&age_median=0.00086489792,age_mean=0.00086489792,age_n=1,age_range={0.00086489792,0.00086489792},age_hpdi_95={0.00086489792,0.00086489792},age_qi_95={0.00086489792,0.00086489792}],5:0.00161690689[&age_median=0.00161690689,age_mean=0.00161690689,age_n=1,age_range={0.00161690689,0.00161690689},age_hpdi_95={0.00161690689,0.00161690689},age_qi_95={0.00161690689,0.00161690689}]
0,1,2,3,4,5,4,4,6,2,1,7,0,8,7,9,5,10	0.001	nan	0:0.00279889395[&age_median=0.00279889395,age_mean=0.00279889395,age_n=1,age_range={0.00279889395,0.00279889395},age_hpdi_95={0.00279889395,0.00279889395},age_qi_95={0.00279889395,0.00279889395}],1:0.00041061212[&age_median=0.00041061212,age_mean=0.00041061212,age_n=1,age_range={0.00041061212,0.00041061212},age_hpdi_95={0.00041061212,0.00041061212},age_qi_95={0.00041061212,0.00041061212}],2:0.0003776157[&age_median=0.0003776157,age_mean=0.0003776157,age_n=1,age_range={0.0003776157,0.0003776157},age_hpdi_95={0.0003776157,0.0003776157},age_qi_95={0.0003776157,0.0003776157}],3:0.00127691923[&age_median=0.00127691923,age_mean=0.00127691923,age_n=1,age_range={0.00127691923,0.00127691923},age_hpdi_95={0.00127691923,0.00127691923},age_qi_95={0.00127691923,0.00127691923}],4:0.00636941484[&age_median=0.00636941484,age_mean=0.00636941484,age_n=1,age_range={0.00636941484,0.00636941484},age_hpdi_95={0.00636941484,0.00636941484},age_qi_95={0.00636941484,0.00636941484}],5:0.00101489002[&age_median=0.00101489002,age_mean=0.00101489002,age_n=1,age_range={0.00101489002,0.00101489002},age_hpdi_95={0.00101489002,0.00101489002},age_qi_95={0.00101489002,0.00101489002}],6:0.00321014106[&age_median=0.00321014106,age_mean=0.00321014106,age_n=1,age_range={0.00321014106,0.00321014106},age_hpdi_95={0.00321014106,0.00321014106},age_qi_95={0.00321014106,0.00321014106}],7:0.0019061478[&age_median=0.0019061478,age_mean=0.0019061478,age_n=1,age_range={0.0019061478,0.0019061478},age_hpdi_95={0.0019061478,0.0019061478},age_qi_95={0.0019061478,0.0019061478}],8:0.00163469557[&age_median=0.00163469557,age_mean=0.00163469557,age_n=1,age_range={0.00163469557,0.00163469557},age_hpdi_95={0.00163469557,0.00163469557},age_qi_95={0.00163469557,0.00163469557}],9:0.00042724139[&age_median=0.00042724139,age_mean=0.00042724139,age_n=1,age_range={0.00042724139,0.00042724139},age_hpdi_95={0.00042724139,0.00042724139},age_qi_95={0.00042724139,0.00042724139}],10:0.0040276651[&age_median=0.0040276651,age_mean=0.0040276651,age_n=1,age_range={0.0040276651,0.0040276651},age_hpdi_95={0.0040276651,0.0040276651},age_qi_95={0.0040276651,0.0040276651}]
0,1,1,2,1,3,3,1,4,0,4,1,2,1,1,1,3,0	0.001	nan	0:0.00198984884[&age_median=0.00198984884,age_mean=0.00198984884,age_n=1,age_range={0.00198984884,0.00198984884},age_hpdi_95={0.00198984884,0.00198984884},age_qi_95={0.00198984884,0.00198984884}],1:0.00077028518[&age_median=0.00077028518,age_mean=0.00077028518,age_n=1,age_range={0.00077028518,0.00077028518},age_hpdi_95={0.00077028518,0.00077028518},age_qi_95={0.00077028518,0.00077028518}],2:0.00080986521[&age_median=0.00080986521,age_mean=0.00080986521,age_n=1,age_range={0.00080986521,0.00080986521},age_hpdi_95={0.00080986521,0.00080986521},age_qi_95={0.00080986521,0.00080986521}],3:0.0001730993[&age_median=0.0001730993,age_mean=0.0001730993,age_n=1,age_range={0.0001730993,0.0001730993},age_hpdi_95={0.0001730993,0.0001730993},age_qi_95={0.0001730993,0.0001730993}],4:0.00174304728[&age_median=0.00174304728,age_mean=0.00174304728,age_n=1,age_range={0.00174304728,0.00174304728},age_hpdi_95={0.00174304728,0.00174304728},age_qi_95={0.00174304728,0.00174304728}]
0,1,2,3,4,5,5,6,7,4,8,4,9,2,4,5,8,0	0.001	nan	0:0.00041565879[&age_median=0.00041565879,age_mean=0.00041565879,age_n=1,age_range={0.00041565879,0.00041565879},age_hpdi_95={0.00041565879,0.00041565879},age_qi_95={0.00041565879,0.00041565879}],1:0.00027686632[&age_median=0.00027686632,age_mean=0.00027686632,age_n=1,age_range={0.00027686632,0.00027686632},age_hpdi_95={0.00027686632,0.00027686632},age_qi_95={0.00027686632,0.00027686632}],2:0.00177167546[&age_median=0.00177167546,age_mean=0.00177167546,age_n=1,age_range={0.00177167546,0.00177167546},age_hpdi_95={0.00177167546,0.00177167546},age_qi_95={0.00177167546,0.00177167546}],3:0.00052019944[&age_median=0.00052019944,age_mean=0.00052019944,age_n=1,age_range={0.00052019944,0.00052019944},age_hpdi_95={0.00052019944,0.00052019944},age_qi_95={0.00052019944,0.00052019944}],4:0.00038015355[&age_median=0.00038015355,age_mean=0.00038015355,age_n=1,age_range={0.00038015355,0.00038015355},age_hpdi_95={0.00038015355,0.00038015355},age_qi_95={0.00038015355,0.00038015355}],5:0.0004254928[&age_median=0.0004254928,age_mean=0.0004254928,age_n=1,age_range={0.0004254928,0.0004254928},age_hpdi_95={0.0004254928,0.0004254928},age_qi_95={0.0004254928,0.0004254928}],6:0.00351017248[&age_median=0.00351017248,age_mean=0.00351017248,age_n=1,age_range={0.00351017248,0.00351017248},age_hpdi_95={0.00351017248,0.00351017248},age_qi_95={0.00351017248,0.00351017248}],7:8.136786e-05[&age_median=8.136786e-05,age_mean=8.136786e-05,age_n=1,age_range={8.136786e-05,8.136786e-05},age_hpdi_95={8.136786e-05,8.136786e-05},age_qi_95={8.136786e-05,8.136786e-05}],8:0.00830986255[&age_median=0.00830986255,age_mean=0.00830986255,age_n=1,age_range={0.00830986255,0.00830986255},age_hpdi_95={0.00830986255,0.00830986255},age_qi_95={0.00830986255,0.00830986255}],9:0.00303925321[&age_median=0.00303925321,age_mean=0.00303925321,age_n=1,age_range={0.00303925321,0.00303925321},age_hpdi_95={0.00303925321,0.00303925321},age_qi_95={0.00303925321,0.00303925321}]
0,1,2,3,3,0,0,3,0,1,0,4,4,4,1,2,2,2	0.001	nan	0:0.00234864441[&age_median=0.00234864441,age_mean=0.00234864441,age_n=1,age_range={0.00234864441,0.00234864441},age_hpdi_95={0.00234864441,0.00234864441},age_qi_95={0.00234864441,0.00234864441}],1:0.00106900951[&age_median=0.00106900951,age_mean=0.00106900951,age_n=1,age_range={0.00106900951,0.00106900951},age_hpdi_95={0.00106900951,0.00106900951},age_qi_95={0.00106900951,0.00106900951}],2:0.0012468358[&age_median=0.0012468358,age_mean=0.0012468358,age_n=1,age_range={0.0012468358,0.0012468358},age_hpdi_95={0.0012468358,0.0012468358},age_qi_95={0.0012468358,0.0012468358}],3:0.00233091635[&age_median=0.00233091635,age_mean=0.00233091635,age_n=1,age_range={0.00233091635,0.00233091635},age_hpdi_95={0.00233091635,0.00233091635},age_qi_95={0.00233091635,0.00233091635}],4:6.277344e-05[&age_median=6.277344e-05,age_mean=6.277344e-05,age_n=1,age_range={6.277344e-05,6.277344e-05},age_hpdi_95={6.277344e-05,6.277344e-05},age_qi_95={6.277344e-05,6.277344e-05}]
0,1,2,3,4,5,6,7,7,8,9,10,11,1,12,13,14,5	0.001	nan	0:0.00068001048[&age_median=0.00068001048,age_mean=0.00068001048,age_n=1,age_range={0.00068001048,0.00068001048},age_hpdi_95={0.00068001048,0.00068001048},age_qi_95={0.00068001048,0.00068001048}],1:0.00286541365[&age_median=0.00286541365,age_mean=0.00286541365,age_n=1,age_range={0.00286541365,0.00286541365},age_hpdi_95={0.00286541365,0.00286541365},age_qi_95={0.00286541365,0.00286541365}],2:0.00105721044[&age_median=0.00105721044,age_mean=0.00105721044,age_n=1,age_range={0.00105721044,0.00105721044},age_hpdi_95={0.00105721044,0.00105721044},age_qi_95={0.00105721044,0.00105721044}],3:0.00054006877[&age_median=0.00054006877,age_mean=0.00054006877,age_n=1,age_range={0.00054006877,0.00054006877},age_hpdi_95={0.00054006877,0.00054006877},age_qi_95={0.00054006877,0.00054006877}],4:0.00362958494[&age_median=0.00362958494,age_mean=0.00362958494,age_n=1,age_range={0.00362958494,0.00362958494},age_hpdi_95={0.00362958494,0.00362958494},age_qi_95={0.00362958494,0.00362958494}],5:0.00122465643[&age_median=0.00122465643,age_mean=0.00122465643,age_n=1,age_range={0.00122465643,0.00122465643},age_hpdi_95={0.00122465643,0.00122465643},age_qi_95={0.00122465643,0.00122465643}],6:0.00274270487[&age_median=0.00274270487,age_mean=0.00274270487,age_n=1,age_range={0.00274270487,0.00274270487},age_hpdi_95={0.00274270487,0.00274270487},age_qi_95={0.00274270487,0.00274270487}],7:0.00570384482[&age_median=0.00570384482,age_mean=0.00570384482,age_n=1,age_range={0.00570384482,0.00570384482},age_hpdi_95={0.00570384482,0.00570384482},age_qi_95={0.00570384482,0.00570384482}],8:4.091793e-05[&age_median=4.091793e-05,age_mean=4.091793e-05,age_n=1,age_range={4.091793e-05,4.091793e-05},age_hpdi_95={4.091793e-05,4.091793e-05},age_qi_95={4.091793e-05,4.091793e-05}],9:0.00108786111[&age_median=0.00108786111,age_mean=0.00108786111,age_n=1,age_range={0.00108786111,0.00108786111},age_hpdi_95={0.00108786111,0.00108786111},age_qi_95={0.00108786111,0.00108786111}],10:0.00372276728[&age_median=0.00372276728,age_mean=0.00372276728,age_n=1,age_range={0.00372276728,0.00372276728},age_hpdi_95={0.00372276728,0.00372276728},age_qi_95={0.00372276728,0.00372276728}],11:0.00034501369[&age_median=0.00034501369,age_mean=0.00034501369,age_n=1,age_range={0.00034501369,0.00034501369},age_hpdi_95={0.00034501369,0.00034501369},age_qi_95={0.00034501369,0.00034501369}],12:0.00156004275[&age_median=0.00156004275,age_mean=0.00156004275,age_n=1,age_range={0.00156004275,0.00156004275},age_hpdi_95={0.00156004275,0.00156004275},age_qi_95={0.00156004275,0.00156004275}],13:0.00034402182[&age_median=0.00034402182,age_mean=0.00034402182,age_n=1,age_range={0.00034402182,0.00034402182},age_hpdi_95={0.00034402182,0.00034402182},age_qi_95={0.00034402182,0.00034402182}],14:0.00016758826[&age_median=0.00016758826,age_mean=0.00016758826,age_n=1,age_range={0.00016758826,0.00016758826},age_hpdi_95={0.00016758826,0.00016758826},age_qi_95={0.00016758826,0.00016758826}]
0,1,0,2,3,2,2,1,4,0,2,2,5,1,1,4,2,5	0.001	nan	0:0.00211617109[&age_median=0.00211617109,age_mean=0.00211617109,age_n=1,age_range={0.00211617109,0.00211617109},age_hpdi_95={0.00211617109,0.00211617109},age_qi_95={0.00211617109,0.00211617109}],1:0.0004877281[&age_median=0.0004877281,age_mean=0.0004877281,age_n=1,age_range={0.0004877281,0.0004877281},age_hpdi_95={0.0004877281,0.0004877281},age_qi_95={0.0004877281,0.0004877281}],2:0.0003257535[&age_median=0.0003257535,age_mean=0.0003257535,age_n=1,age_range={0.0003257535,0.0003257535},age_hpdi_95={0.0003257535,0.0003257535},age_qi_95={0.0003257535,0.0003257535}],3:0.00348099371[&age_median=0.00348099371,age_mean=0.00348099371,age_n=1,age_range={0.00348099371,0.00348099371},age_hpdi_95={0.00348099371,0.00348099371},age_qi_95={0.00348099371,0.00348099371}],4:0.00198196391[&age_median=0.00198196391,age_mean=0.00198196391,age_n=1,age_range={0.00198196391,0.00198196391},age_hpdi_95={0.00198196391,0.00198196391},age_qi_95={0.00198196391,0.00198196391}],5:0.00524937939[&age_median=0.00524937939,age_mean=0.00524937939,age_n=1,age_range={0.00524937939,0.00524937939},age_hpdi_95={0.00524937939,0.00524937939},age_qi_95={0.00524937939,0.00524937939}]
0,1,2,3,4,5,6,0,7,8,0,7,4,6,5,7,0,5	0.001	nan	0:0.00034622075[&age_median=0.00034622075,age_mean=0.00034622075,age_n=1,age_range={0.00034622075,0.00034622075},age_hpdi_95={0.00034622075,0.00034622075},age_qi_95={0.00034622075,0.00034622075}],1:0.00103187596[&age_median=0.00103187596,age_mean=0.00103187596,age_n=1,age_range={0.00103187596,0.00103187596},age_hpdi_95={0.00103187596,0.00103187596},age_qi_95={0.00103187596,0.00103187596}],2:0.00374139476[&age_median=0.00374139476,age_mean=0.00374139476,age_n=1,age_range={0.00374139476,0.00374139476},age_hpdi_95={0.00374139476,0.00374139476},age_qi_95={0.00374139476,0.00374139476}],3:0.00407335012[&age_median=0.00407335012,age_mean=0.00407335012,age_n=1,age_range={0.00407335012,0.00407335012},age_hpdi_95={0.00407335012,0.00407335012},age_qi_95={0.00407335012,0.00407335012}],4:0.00025544563[&age_median=0.00025544563,age_mean=0.00025544563,age_n=1,age_range={0.00025544563,0.00025544563},age_hpdi_95={0.00025544563,0.00025544563},age_qi_95={0.00025544563,0.00025544563}],5:0.00023187744[&age_median=0.00023187744,age_mean=0.00023187744,age_n=1,age_range={0.00023187744,0.00023187744},age_hpdi_95={0.00023187744,0.00023187744},age_qi_95={0.00023187744,0.00023187744}],6:0.00052296993[&age_median=0.00052296993,age_mean=0.00052296993,age_n=1,age_range={0.00052296993,0.00052296993},age_hpdi_95={0.00052296993,0.00052296993},age_qi_95={0.00052296993,0.00052296993}],7:8.424367e-05[&age_median=8.424367e-05,age_mean=8.424367e-05,age_n=1,age_range={8.424367e-05,8.424367e-05},age_hpdi_95={8.424367e-05,8.424367e-05},age_qi_95={8.424367e-05,8.424367e-05}],8:0.00743765488[&age_median=0.00743765488,age_mean=0.00743765488,age_n=1,age_range={0.00743765488,0.00743765488},age_hpdi_95={0.00743765488,0.00743765488},age_qi_95={0.00743765488,0.00743765488}]
0,0,1,1,2,3,1,0,3,3,1,0,2,4,1,4,3,0	0.001	nan	0:2.049378e-05[&age_median=2.049378e-05,age_mean=2.049378e-05,age_n=1,age_range={2.049378e-05,2.049378e-05},age_hpdi_95={2.049378e-05,2.049378e-05},age_qi_95={2.049378e-05,2.049378e-05}],1:0.00117960893[&age_median=0.00117960893,age_mean=0.00117960893,age_n=1,age_range={0.00117960893,0.00117960893},age_hpdi_95={0.00117960893,0.00117960893},age_qi_95={0.00117960893,0.00117960893}],2:0.00038542686[&age_median=0.00038542686,age_mean=0.00038542686,age_n=1,age_range={0.00038542686,0.00038542686},age_hpdi_95={0.00038542686,0.00038542686},age_qi_95={0.00038542686,0.00038542686}],3:0.00498166014[&age_median=0.00498166014,age_mean=0.00498166014,age_n=1,age_range={0.00498166014,0.00498166014},age_hpdi_95={0.00498166014,0.00498166014},age_qi_95={0.00498166014,0.00498166014}],4:0.00037690613[&age_median=0.00037690613,age_mean=0.00037690613,age_n=1,age_range={0.00037690613,0.00037690613},age_hpdi_95={0.00037690613,0.00037690613},age_qi_95={0.00037690613,0.00037690613}]
0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1	0.001	nan	0:0.00044100708[&age_median=0.00044100708,age_mean=0.00044100708,age_n=1,age_range={0.00044100708,0.00044100708},age_hpdi_95={0.00044100708,0.00044100708},age_qi_95={0.00044100708,0.00044100708}],1:0.00025624967[&age_median=0.00025624967,age_mean=0.00025624967,age_n=1,age_range={0.00025624967,0.00025624967},age_hpdi_95={0.00025624967,0.00025624967},age_qi_95={0.00025624967,0.00025624967}]
0,0,1,2,3,4,0,1,5,1,6,7,2,4,5,5,5,5	0.001	nan	0:0.00056256151[&age_median=0.00056256151,age_mean=0.00056256151,age_n=1,age_range={0.00056256151,0.00056256151},age_hpdi_95={0.00056256151,0.00056256151},age_qi_95={0.00056256151,0.00056256151}],1:0.00032802026[&age_median=0.00032802026,age_mean=0.00032802026,age_n=1,age_range={0.00032802026,0.00032802026},age_hpdi_95={0.00032802026,0.00032802026},age_qi_95={0.00032802026,0.00032802026}],2:0.00088376053[&age_median=0.00088376053,age_mean=0.00088376053,age_n=1,age_range={0.00088376053,0.00088376053},age_hpdi_95={0.00088376053,0.00088376053},age_qi_95={0.00088376053,0.00088376053}],3:0.00358202405[&age_median=0.00358202405,age_mean=0.00358202405,age_n=1,age_range={0.00358202405,0.00358202405},age_hpdi_95={0.00358202405,0.00358202405},age_qi_95={0.00358202405,0.00358202405}],4:0.00018395012[&age_median=0.00018395012,age_mean=0.00018395012,age_n=1,age_range={0.00018395012,0.00018395012},age_hpdi_95={0.00018395012,0.00018395012},age_qi_95={0.00018395012,0.00018395012}],5:0.00080808669[&age_median=0.00080808669,age_mean=0.00080808669,age_n=1,age_range={0.00080808669,0.00080808669},age_hpdi_95={0.00080808669,0.00080808669},age_qi_95={0.00080808669,0.00080808669}],6:0.00221513251[&age_median=0.00221513251,age_mean=0.00221513251,age_n=1,age_range={0.00221513251,0.00221513251},age_hpdi_95={0.00221513251,0.00221513251},age_qi_95={0.00221513251,0.00221513251}],7:0.00200569689[&age_median=0.00200569689,age_mean=0.00200569689,age_n=1,age_range={0.00200569689,0.00200569689},age_hpdi_95={0.00200569689,0.00200569689},age_qi_95={0.00200569689,0.00200569689}]
0,1,2,2,0,2,3,2,0,4,1,5,3,5,6,3,6,3	0.001	nan	0:0.00495539324[&age_median=0.00495539324,age_mean=0.00495539324,age_n=1,age_range={0.00495539324,0.00495539324},age_hpdi_95={0.00495539324,0.00495539324},age_qi_95={0.00495539324,0.00495539324}],1:0.00417420307[&age_median=0.00417420307,age_mean=0.00417420307,age_n=1,age_range={0.00417420307,0.00417420307},age_hpdi_95={0.00417420307,0.00417420307},age_qi_95={0.00417420307,0.00417420307}],2:2.24291e-05[&age_median=2.24291e-05,age_mean=2.24291e-05,age_n=1,age_range={2.24291e-05,2.24291e-05},age_hpdi_95={2.24291e-05,2.24291e-05},age_qi_95={2.24291e-05,2.24291e-05}],3:0.00191165225[&age_median=0.00191165225,age_mean=0.00191165225,age_n=1,age_range={0.00191165225,0.00191165225},age_hpdi_95={0.00191165225,0.00191165225},age_qi_95={0.00191165225,0.00191165225}],4:0.00204080984[&age_median=0.00204080984,age_mean=0.00204080984,age_n=1,age_range={0.00204080984,0.00204080984},age_hpdi_95={0.00204080984,0.00204080984},age_qi_95={0.00204080984,0.00204080984}],5:0.00019146486[&age_median=0.00019146486,age_mean=0.00019146486,age_n=1,age_range={0.00019146486,0.00019146486},age_hpdi_95={0.00019146486,0.00019146486},age_qi_95={0.00019146486,0.00019146486}],6:0.00017471948[&age_median=0.00017471948,age_mean=0.00017471948,age_n=1,age_range={0.00017471948,0.00017471948},age_hpdi_95={0.00017471948,0.00017471948},age_qi_95={0.00017471948,0.00017471948}]
0,0,1,2,0,2,0,3,3,4,0,4,0,1,0,3,3,1	0.001	nan	0:0.00214719984[&age_median=0.00214719984,age_mean=0.00214719984,age_n=1,age_range={0.00214719984,0.00214719984},age_hpdi_95={0.00214719984,0.00214719984},age_qi_95={0.00214719984,0.00214719984}],1:0.00587264325[&age_median=0.00587264325,age_mean=0.00587264325,age_n=1,age_range={0.00587264325,0.00587264325},age_hpdi_95={0.00587264325,0.00587264325},age_qi_95={0.00587264325,0.00587264325}],2:0.00300408158[&age_median=0.00300408158,age_mean=0.00300408158,age_n=1,age_range={0.00300408158,0.00300408158},age_hpdi_95={0.00300408158,0.00300408158},age_qi_95={0.00300408158,0.00300408158}],3:0.00033740828[&age_median=0.00033740828,age_mean=0.00033740828,age_n=1,age_range={0.00033740828,0.00033740828},age_hpdi_95={0.00033740828,0.00033740828},age_qi_95={0.00033740828,0.00033740828}],4:0.00283757269[&age_median=0.00283757269,age_mean=0.00283757269,age_n=1,age_range={0.00283757269,0.00283757269},age_hpdi_95={0.00283757269,0.00283757269},age_qi_95={0.00283757269,0.00283757269}]
0,1,2,2,3,3,4,0,5,3,3,0,6,0,5,1,1,4	0.001	nan	0:0.00227119383[&age_median=0.00227119383,age_mean=0.00227119383,age_n=1,age_range={0.00227119383,0.00227119383},age_hpdi_95={0.00227119383,0.00227119383},age_qi_95={0.00227119383,0.00227119383}],1:0.00494725635[&age_median=0.00494725635,age_mean=0.00494725635,age_n=1,age_range={0.00494725635,0.00494725635},age_hpdi_95={0.00494725635,0.00494725635},age_qi_95={0.00494725635,0.00494725635}],2:0.00284399716[&age_median=0.00284399716,age_mean=0.00284399716,age_n=1,age_range={0.00284399716,0.00284399716},age_hpdi_95={0.00284399716,0.00284399716},age_qi_95={0.00284399716,0.00284399716}],3:0.00457404929[&age_median=0.00457404929,age_mean=0.00457404929,age_n=1,age_range={0.00457404929,0.00457404929},age_hpdi_95={0.00457404929,0.00457404929},age_qi_95={0.00457404929,0.00457404929}],4:0.00078025699[&age_median=0.00078025699,age_mean=0.00078025699,age_n=1,age_range={0.00078025699,0.00078025699},age_hpdi_95={0.00078025699,0.00078025699},age_qi_95={0.00078025699,0.00078025699}],5:0.00023791506[&age_median=0.00023791506,age_mean=0.00023791506,age_n=1,age_range={0.00023791506,0.00023791506},age_hpdi_95={0.00023791506,0.00023791506},age_qi_95={0.00023791506,0.00023791506}],6:0.00058425094[&age_median=0.00058425094,age_mean=0.00058425094,age_n=1,age_range={0.00058425094,0.00058425094},age_hpdi_95={0.00058425094,0.00058425094},age_qi_95={0.00058425094,0.00058425094}]
0,1,0,2,2,2,3,3,3,4,2,1,0,2,4,3,1,2	0.001	nan	0:5.795662e-05[&age_median=5.795662e-05,age_mean=5.795662e-05,age_n=1,age_range={5.795662e-05,5.795662e-05},age_hpdi_95={5.795662e-05,5.795662e-05},age_qi_95={5.795662e-05,5.795662e-05}],1:0.00213625128[&age_median=0.00213625128,age_mean=0.00213625128,age_n=1,age_range={0.00213625128,0.00213625128},age_hpdi_95={0.00213625128,0.00213625128},age_qi_95={0.00213625128,0.00213625128}],2:0.00114267082[&age_median=0.00114267082,age_mean=0.00114267082,age_n=1,age_range={0.00114267082,0.00114267082},age_hpdi_95={0.00114267082,0.00114267082},age_qi_95={0.00114267082,0.00114267082}],3:0.00079733595[&age_median=0.00079733595,age_mean=0.00079733595,age_n=1,age_range={0.00079733595,0.00079733595},age_hpdi_95={0.00079733595,0.00079733595},age_qi_95={0.00079733595,0.00079733595}],4:0.00059987903[&age_median=0.00059987903,age_mean=0.00059987903,age_n=1,age_range={0.00059987903,0.00059987903},age_hpdi_95={0.00059987903,0.00059987903},age_qi_95={0.00059987903,0.00059987903}]
0,1,0,2,3,4,0,5,3,1,1,2,6,2,7,6,2,8	0.001	nan	0:0.00294969106[&age_median=0.00294969106,age_mean=0.00294969106,age_n=1,age_range={0.00294969106,0.00294969106},age_hpdi_95={0.00294969106,0.00294969106},age_qi_95={0.00294969106,0.00294969106}],1:0.00146780385[&age_median=0.00146780385,age_mean=0.00146780385,age_n=1,age_range={0.00146780385,0.00146780385},age_hpdi_95={0.00146780385,0.00146780385},age_qi_95={0.00146780385,0.00146780385}],2:0.00084385538[&age_median=0.00084385538,age_mean=0.00084385538,age_n=1,age_range={0.00084385538,0.00084385538},age_hpdi_95={0.00084385538,0.00084385538},age_qi_95={0.00084385538,0.00084385538}],3:0.00446544141[&age_median=0.00446544141,age_mean=0.00446544141,age_n=1,age_range={0.00446544141,0.00446544141},age_hpdi_95={0.00446544141,0.00446544141},age_qi_95={0.00446544141,0.00446544141}],4:0.00461911142[&age_median=0.00461911142,age_mean=0.00461911142,age_n=1,age_range={0.00461911142,0.00461911142},age_hpdi_95={0.00461911142,0.00461911142},age_qi_95={0.00461911142,0.00461911142}],5:0.00235253568[&age_median=0.00235253568,age_mean=0.00235253568,age_n=1,age_range={0.00235253568,0.00235253568},age_hpdi_95={0.00235253568,0.00235253568},age_qi_95={0.00235253568,0.00235253568}],6:0.00296020572[&age_median=0.00296020572,age_mean=0.00296020572,age_n=1,age_range={0.00296020572,0.00296020572},age_hpdi_95={0.00296020572,0.00296020572},age_qi_95={0.00296020572,0.00296020572}],7:0.00209383659[&age_median=0.00209383659,age_mean=0.00209383659,age_n=1,age_range={0.00209383659,0.00209383659},age_hpdi_95={0.00209383659,0.00209383659},age_qi_95={0.00209383659,0.00209383659}],8:0.00126376963[&age_median=0.00126376963,age_mean=0.00126376963,age_n=1,age_range={0.00126376963,0.00126376963},age_hpdi_95={0.00126376963,0.00126376963},age_qi_95={0.00126376963,0.00126376963}]
0,1,2,3,0,2,3,4,2,2,1,5,2,3,4,5,3,6	0.001	nan	0:0.00061347561[&age_median=0.00061347561,age_mean=0.00061347561,age_n=1,age_range={0.00061347561,0.00061347561},age_hpdi_95={0.00061347561,0.00061347561},age_qi_95={0.00061347561,0.00061347561}],1:0.00200139755[&age_median=0.00200139755,age_mean=0.00200139755,age_n=1,age_range={0.00200139755,0.00200139755},age_hpdi_95={0.00200139755,0.00200139755},age_qi_95={0.00200139755,0.00200139755}],2:0.00039863782[&age_median=0.00039863782,age_mean=0.00039863782,age_n=1,age_range={0.00039863782,0.00039863782},age_hpdi_95={0.00039863782,0.00039863782},age_qi_95={0.00039863782,0.00039863782}],3:0.00222116193[&age_median=0.00222116193,age_mean=0.00222116193,age_n=1,age_range={0.00222116193,0.00222116193},age_hpdi_95={0.00222116193,0.00222116193},age_qi_95={0.00222116193,0.00222116193}],4:0.00177953745[&age_median=0.00177953745,age_mean=0.00177953745,age_n=1,age_range={0.00177953745,0.00177953745},age_hpdi_95={0.00177953745,0.00177953745},age_qi_95={0.00177953745,0.00177953745}],5:0.00109246173[&age_median=0.00109246173,age_mean=0.00109246173,age_n=1,age_range={0.00109246173,0.00109246173},age_hpdi_95={0.00109246173,0.00109246173},age_qi_95={0.00109246173,0.00109246173}],6:0.00160548749[&age_median=0.00160548749,age_mean=0.00160548749,age_n=1,age_range={0.00160548749,0.00160548749},age_hpdi_95={0.00160548749,0.00160548749},age_qi_95={0.00160548749,0.00160548749}]
