divergence_model	estimated_prob	glm_adjusted_prob	div_model_with_conditional_age_estimates
0,1,2,3,4,5,6,7,2,2,1,8,9,4,10,11,4,7	0.001	nan	0:0.00463810382[&age_median=0.00463810382,age_mean=0.00463810382,age_n=1,age_range={0.00463810382,0.00463810382},age_hpdi_95={0.00463810382,0.00463810382},age_qi_95={0.00463810382,0.00463810382}],1:0.00023384926[&age_median=0.00023384926,age_mean=0.00023384926,age_n=1,age_range={0.00023384926,0.00023384926},age_hpdi_95={0.00023384926,0.00023384926},age_qi_95={0.00023384926,0.00023384926}],2:0.00088981999[&age_median=0.00088981999,age_mean=0.00088981999,age_n=1,age_range={0.00088981999,0.00088981999},age_hpdi_95={0.00088981999,0.00088981999},age_qi_95={0.00088981999,0.00088981999}],3:0.00410535261[&age_median=0.00410535261,age_mean=0.00410535261,age_n=1,age_range={0.00410535261,0.00410535261},age_hpdi_95={0.00410535261,0.00410535261},age_qi_95={0.00410535261,0.00410535261}],4:0.00076904219[&age_median=0.00076904219,age_mean=0.00076904219,age_n=1,age_range={0.00076904219,0.00076904219},age_hpdi_95={0.00076904219,0.00076904219},age_qi_95={0.00076904219,0.00076904219}],5:0.00117413296[&age_median=0.00117413296,age_mean=0.00117413296,age_n=1,age_range={0.00117413296,0.00117413296},age_hpdi_95={0.00117413296,0.00117413296},age_qi_95={0.00117413296,0.00117413296}],6:0.00196145422[&age_median=0.00196145422,age_mean=0.00196145422,age_n=1,age_range={0.00196145422,0.00196145422},age_hpdi_95={0.00196145422,0.00196145422},age_qi_95={0.00196145422,0.00196145422}],7:0.00102727477[&age_median=0.00102727477,age_mean=0.00102727477,age_n=1,age_range={0.00102727477,0.00102727477},age_hpdi_95={0.00102727477,0.00102727477},age_qi_95={0.00102727477,0.00102727477}],8:0.00316152922[&age_median=0.00316152922,age_mean=0.00316152922,age_n=1,age_range={0.00316152922,0.00316152922},age_hpdi_95={0.00316152922,0.00316152922},age_qi_95={0.00316152922,0.00316152922}],9:0.00010849109[&age_median=0.00010849109,age_mean=0.00010849109,age_n=1,age_range={0.00010849109,0.00010849109},age_hpdi_95={0.00010849109,0.00010849109},age_qi_95={0.00010849109,0.00010849109}],10:0.00026508558[&age_median=0.00026508558,age_mean=0.00026508558,age_n=1,age_range={0.00026508558,0.00026508558},age_hpdi_95={0.00026508558,0.00026508558},age_qi_95={0.00026508558,0.00026508558}],11:0.00122757338[&age_median=0.00122757338,age_mean=0.00122757338,age_n=1,age_range={0.00122757338,0.00122757338},age_hpdi_95={0.00122757338,0.00122757338},age_qi_95={0.00122757338,0.00122757338}]
0,1,0,2,3,1,0,1,2,2,4,1,5,5,1,3,3,0	0.001	nan	0:0.00211432745[&age_median=0.00211432745,age_mean=0.00211432745,age_n=1,age_range={0.00211432745,0.00211432745},age_hpdi_95={0.00211432745,0.00211432745},age_qi_95={0.00211432745,0.00211432745}],1:0.00068577259[&age_median=0.00068577259,age_mean=0.00068577259,age_n=1,age_range={0.00068577259,0.00068577259},age_hpdi_95={0.00068577259,0.00068577259},age_qi_95={0.00068577259,0.00068577259}],2:0.0026218706[&age_median=0.0026218706,age_mean=0.0026218706,age_n=1,age_range={0.0026218706,0.0026218706},age_hpdi_95={0.0026218706,0.0026218706},age_qi_95={0.0026218706,0.0026218706}],3:0.00052511669[&age_median=0.00052511669,age_mean=0.00052511669,age_n=1,age_range={0.00052511669,0.00052511669},age_hpdi_95={0.00052511669,0.00052511669},age_qi_95={0.00052511669,0.00052511669}],4:0.00143210752[&age_median=0.00143210752,age_mean=0.00143210752,age_n=1,age_range={0.00143210752,0.00143210752},age_hpdi_95={0.00143210752,0.00143210752},age_qi_95={0.00143210752,0.00143210752}],5:0.00084558431[&age_median=0.00084558431,age_mean=0.00084558431,age_n=1,age_range={0.00084558431,0.00084558431},age_hpdi_95={0.00084558431,0.00084558431},age_qi_95={0.00084558431,0.00084558431}]
0,1,1,2,2,0,1,2,0,0,1,3,1,1,1,3,1,0	0.001	nan	0:0.00023055065[&age_median=0.00023055065,age_mean=0.00023055065,age_n=1,age_range={0.00023055065,0.00023055065},age_hpdi_95={0.00023055065,0.00023055065},age_qi_95={0.00023055065,0.00023055065}],1:0.00141599432[&age_median=0.00141599432,age_mean=0.00141599432,age_n=1,age_range={0.00141599432,0.00141599432},age_hpdi_95={0.00141599432,0.00141599432},age_qi_95={0.00141599432,0.00141599432}],2:0.00064993796[&age_median=0.00064993796,age_mean=0.00064993796,age_n=1,age_range={0.00064993796,0.00064993796},age_hpdi_95={0.00064993796,0.00064993796},age_qi_95={0.00064993796,0.00064993796}],3:0.0018697646[&age_median=0.0018697646,age_mean=0.0018697646,age_n=1,age_range={0.0018697646,0.0018697646},age_hpdi_95={0.0018697646,0.0018697646},age_qi_95={0.0018697646,0.0018697646}]
0,1,2,0,2,2,2,1,1,3,3,2,3,3,0,3,3,2	0.001	nan	0:0.00271146563[&age_median=0.00271146563,age_mean=0.00271146563,age_n=1,age_range={0.00271146563,0.00271146563},age_hpdi_95={0.00271146563,0.00271146563},age_qi_95={0.00271146563,0.00271146563}],1:0.0002916979[&age_median=0.0002916979,age_mean=0.0002916979,age_n=1,age_range={0.0002916979,0.0002916979},age_hpdi_95={0.0002916979,0.0002916979},age_qi_95={0.0002916979,0.0002916979}],2:0.00077234473[&age_median=0.00077234473,age_mean=0.00077234473,age_n=1,age_range={0.00077234473,0.00077234473},age_hpdi_95={0.00077234473,0.00077234473},age_qi_95={0.00077234473,0.00077234473}],3:0.00027653661[&age_median=0.00027653661,age_mean=0.00027653661,age_n=1,age_range={0.00027653661,0.00027653661},age_hpdi_95={0.00027653661,0.00027653661},age_qi_95={0.00027653661,0.00027653661}]
0,1,1,2,2,0,1,2,1,2,2,1,0,0,2,2,1,0	0.001	nan	0:0.00033218489[&age_median=0.00033218489,age_mean=0.00033218489,age_n=1,age_range={0.00033218489,0.00033218489},age_hpdi_95={0.00033218489,0.00033218489},age_qi_95={0.00033218489,0.00033218489}],1:0.00020537062[&age_median=0.00020537062,age_mean=0.00020537062,age_n=1,age_range={0.00020537062,0.00020537062},age_hpdi_95={0.00020537062,0.00020537062},age_qi_95={0.00020537062,0.00020537062}],2:0.00177501688[&age_median=0.00177501688,age_mean=0.00177501688,age_n=1,age_range={0.00177501688,0.00177501688},age_hpdi_95={0.00177501688,0.00177501688},age_qi_95={0.00177501688,0.00177501688}]
0,1,2,3,4,5,6,4,7,8,9,0,10,1,6,11,10,12	0.001	nan	0:0.00012455515[&age_median=0.00012455515,age_mean=0.00012455515,age_n=1,age_range={0.00012455515,0.00012455515},age_hpdi_95={0.00012455515,0.00012455515},age_qi_95={0.00012455515,0.00012455515}],1:5.05865e-05[&age_median=5.05865e-05,age_mean=5.05865e-05,age_n=1,age_range={5.05865e-05,5.05865e-05},age_hpdi_95={5.05865e-05,5.05865e-05},age_qi_95={5.05865e-05,5.05865e-05}],2:0.00035079767[&age_median=0.00035079767,age_mean=0.00035079767,age_n=1,age_range={0.00035079767,0.00035079767},age_hpdi_95={0.00035079767,0.00035079767},age_qi_95={0.00035079767,0.00035079767}],3:0.00298889124[&age_median=0.00298889124,age_mean=0.00298889124,age_n=1,age_range={0.00298889124,0.00298889124},age_hpdi_95={0.00298889124,0.00298889124},age_qi_95={0.00298889124,0.00298889124}],4:0.00052600958[&age_median=0.00052600958,age_mean=0.00052600958,age_n=1,age_range={0.00052600958,0.00052600958},age_hpdi_95={0.00052600958,0.00052600958},age_qi_95={0.00052600958,0.00052600958}],5:0.00201333769[&age_median=0.00201333769,age_mean=0.00201333769,age_n=1,age_range={0.00201333769,0.00201333769},age_hpdi_95={0.00201333769,0.00201333769},age_qi_95={0.00201333769,0.00201333769}],6:0.00031664746[&age_median=0.00031664746,age_mean=0.00031664746,age_n=1,age_range={0.00031664746,0.00031664746},age_hpdi_95={0.00031664746,0.00031664746},age_qi_95={0.00031664746,0.00031664746}],7:0.00471315754[&age_median=0.00471315754,age_mean=0.00471315754,age_n=1,age_range={0.00471315754,0.00471315754},age_hpdi_95={0.00471315754,0.00471315754},age_qi_95={0.00471315754,0.00471315754}],8:0.0009366915[&age_median=0.0009366915,age_mean=0.0009366915,age_n=1,age_range={0.0009366915,0.0009366915},age_hpdi_95={0.0009366915,0.0009366915},age_qi_95={0.0009366915,0.0009366915}],9:0.00346054166[&age_median=0.00346054166,age_mean=0.00346054166,age_n=1,age_range={0.00346054166,0.00346054166},age_hpdi_95={0.00346054166,0.00346054166},age_qi_95={0.00346054166,0.00346054166}],10:0.00164366287[&age_median=0.00164366287,age_mean=0.00164366287,age_n=1,age_range={0.00164366287,0.00164366287},age_hpdi_95={0.00164366287,0.00164366287},age_qi_95={0.00164366287,0.00164366287}],11:0.00341866908[&age_median=0.00341866908,age_mean=0.00341866908,age_n=1,age_range={0.00341866908,0.00341866908},age_hpdi_95={0.00341866908,0.00341866908},age_qi_95={0.00341866908,0.00341866908}],12:0.00213778899[&age_median=0.00213778899,age_mean=0.00213778899,age_n=1,age_range={0.00213778899,0.00213778899},age_hpdi_95={0.00213778899,0.00213778899},age_qi_95={0.00213778899,0.00213778899}]
0,1,0,2,1,3,3,4,4,3,2,5,2,2,3,1,2,1	0.001	nan	0:0.00118246282[&age_median=0.00118246282,age_mean=0.00118246282,age_n=1,age_range={0.00118246282,0.00118246282},age_hpdi_95={0.00118246282,0.00118246282},age_qi_95={0.00118246282,0.00118246282}],1:0.00013750852[&age_median=0.00013750852,age_mean=0.00013750852,age_n=1,age_range={0.00013750852,0.00013750852},age_hpdi_95={0.00013750852,0.00013750852},age_qi_95={0.00013750852,0.00013750852}],2:0.00021577681[&age_median=0.00021577681,age_mean=0.00021577681,age_n=1,age_range={0.00021577681,0.00021577681},age_hpdi_95={0.00021577681,0.00021577681},age_qi_95={0.00021577681,0.00021577681}],3:0.00909093919[&age_median=0.00909093919,age_mean=0.00909093919,age_n=1,age_range={0.00909093919,0.00909093919},age_hpdi_95={0.00909093919,0.00909093919},age_qi_95={0.00909093919,0.00909093919}],4:0.00206943529[&age_median=0.00206943529,age_mean=0.00206943529,age_n=1,age_range={0.00206943529,0.00206943529},age_hpdi_95={0.00206943529,0.00206943529},age_qi_95={0.00206943529,0.00206943529}],5:0.00254980694[&age_median=0.00254980694,age_mean=0.00254980694,age_n=1,age_range={0.00254980694,0.00254980694},age_hpdi_95={0.00254980694,0.00254980694},age_qi_95={0.00254980694,0.00254980694}]
0,0,1,0,2,3,4,1,0,0,3,5,3,4,4,6,1,3	0.001	nan	0:0.00026313451[&age_median=0.00026313451,age_mean=0.00026313451,age_n=1,age_range={0.00026313451,0.00026313451},age_hpdi_95={0.00026313451,0.00026313451},age_qi_95={0.00026313451,0.00026313451}],1:0.00074826931[&age_median=0.00074826931,age_mean=0.00074826931,age_n=1,age_range={0.00074826931,0.00074826931},age_hpdi_95={0.00074826931,0.00074826931},age_qi_95={0.00074826931,0.00074826931}],2:0.00313972424[&age_median=0.00313972424,age_mean=0.00313972424,age_n=1,age_range={0.00313972424,0.00313972424},age_hpdi_95={0.00313972424,0.00313972424},age_qi_95={0.00313972424,0.00313972424}],3:0.00181905231[&age_median=0.00181905231,age_mean=0.00181905231,age_n=1,age_range={0.00181905231,0.00181905231},age_hpdi_95={0.00181905231,0.00181905231},age_qi_95={0.00181905231,0.00181905231}],4:0.00195660453[&age_median=0.00195660453,age_mean=0.00195660453,age_n=1,age_range={0.00195660453,0.00195660453},age_hpdi_95={0.00195660453,0.00195660453},age_qi_95={0.00195660453,0.00195660453}],5:8.772888e-05[&age_median=8.772888e-05,age_mean=8.772888e-05,age_n=1,age_range={8.772888e-05,8.772888e-05},age_hpdi_95={8.772888e-05,8.772888e-05},age_qi_95={8.772888e-05,8.772888e-05}],6:0.00365599635[&age_median=0.00365599635,age_mean=0.00365599635,age_n=1,age_range={0.00365599635,0.00365599635},age_hpdi_95={0.00365599635,0.00365599635},age_qi_95={0.00365599635,0.00365599635}]
0,1,0,2,1,1,1,2,2,0,2,0,0,0,2,0,2,2	0.001	nan	0:0.00034789807[&age_median=0.00034789807,age_mean=0.00034789807,age_n=1,age_range={0.00034789807,0.00034789807},age_hpdi_95={0.00034789807,0.00034789807},age_qi_95={0.00034789807,0.00034789807}],1:0.00125344319[&age_median=0.00125344319,age_mean=0.00125344319,age_n=1,age_range={0.00125344319,0.00125344319},age_hpdi_95={0.00125344319,0.00125344319},age_qi_95={0.00125344319,0.00125344319}],2:0.00096402013[&age_median=0.00096402013,age_mean=0.00096402013,age_n=1,age_range={0.00096402013,0.00096402013},age_hpdi_95={0.00096402013,0.00096402013},age_qi_95={0.00096402013,0.00096402013}]
0,1,0,0,2,0,1,1,2,0,2,0,1,2,0,1,2,2	0.001	nan	0:0.00049424988[&age_median=0.00049424988,age_mean=0.00049424988,age_n=1,age_range={0.00049424988,0.00049424988},age_hpdi_95={0.00049424988,0.00049424988},age_qi_95={0.00049424988,0.00049424988}],1:0.00159243317[&age_median=0.00159243317,age_mean=0.00159243317,age_n=1,age_range={0.00159243317,0.00159243317},age_hpdi_95={0.00159243317,0.00159243317},age_qi_95={0.00159243317,0.00159243317}],2:0.00136316282[&age_median=0.00136316282,age_mean=0.00136316282,age_n=1,age_range={0.00136316282,0.00136316282},age_hpdi_95={0.00136316282,0.00136316282},age_qi_95={0.00136316282,0.00136316282}]
0,1,2,0,1,3,1,4,2,1,2,3,1,1,0,5,5,6	0.001	nan	0:0.00140913175[&age_median=0.00140913175,age_mean=0.00140913175,age_n=1,age_range={0.00140913175,0.00140913175},age_hpdi_95={0.00140913175,0.00140913175},age_qi_95={0.00140913175,0.00140913175}],1:0.00196951177[&age_median=0.00196951177,age_mean=0.00196951177,age_n=1,age_range={0.00196951177,0.00196951177},age_hpdi_95={0.00196951177,0.00196951177},age_qi_95={0.00196951177,0.00196951177}],2:0.00054692682[&age_median=0.00054692682,age_mean=0.00054692682,age_n=1,age_range={0.00054692682,0.00054692682},age_hpdi_95={0.00054692682,0.00054692682},age_qi_95={0.00054692682,0.00054692682}],3:0.00195158063[&age_median=0.00195158063,age_mean=0.00195158063,age_n=1,age_range={0.00195158063,0.00195158063},age_hpdi_95={0.00195158063,0.00195158063},age_qi_95={0.00195158063,0.00195158063}],4:0.00016276765[&age_median=0.00016276765,age_mean=0.00016276765,age_n=1,age_range={0.00016276765,0.00016276765},age_hpdi_95={0.00016276765,0.00016276765},age_qi_95={0.00016276765,0.00016276765}],5:0.00132740546[&age_median=0.00132740546,age_mean=0.00132740546,age_n=1,age_range={0.00132740546,0.00132740546},age_hpdi_95={0.00132740546,0.00132740546},age_qi_95={0.00132740546,0.00132740546}],6:0.00553928444[&age_median=0.00553928444,age_mean=0.00553928444,age_n=1,age_range={0.00553928444,0.00553928444},age_hpdi_95={0.00553928444,0.00553928444},age_qi_95={0.00553928444,0.00553928444}]
0,1,2,3,4,5,2,2,6,1,6,6,1,7,1,7,6,6	0.001	nan	0:0.00886493474[&age_median=0.00886493474,age_mean=0.00886493474,age_n=1,age_range={0.00886493474,0.00886493474},age_hpdi_95={0.00886493474,0.00886493474},age_qi_95={0.00886493474,0.00886493474}],1:0.00634190616[&age_median=0.00634190616,age_mean=0.00634190616,age_n=1,age_range={0.00634190616,0.00634190616},age_hpdi_95={0.00634190616,0.00634190616},age_qi_95={0.00634190616,0.00634190616}],2:0.00371247175[&age_median=0.00371247175,age_mean=0.00371247175,age_n=1,age_range={0.00371247175,0.00371247175},age_hpdi_95={0.00371247175,0.00371247175},age_qi_95={0.00371247175,0.00371247175}],3:0.00248552098[&age_median=0.00248552098,age_mean=0.00248552098,age_n=1,age_range={0.00248552098,0.00248552098},age_hpdi_95={0.00248552098,0.00248552098},age_qi_95={0.00248552098,0.00248552098}],4:0.00035040499[&age_median=0.00035040499,age_mean=0.00035040499,age_n=1,age_range={0.00035040499,0.00035040499},age_hpdi_95={0.00035040499,0.00035040499},age_qi_95={0.00035040499,0.00035040499}],5:0.00014144698[&age_median=0.00014144698,age_mean=0.00014144698,age_n=1,age_range={0.00014144698,0.00014144698},age_hpdi_95={0.00014144698,0.00014144698},age_qi_95={0.00014144698,0.00014144698}],6:0.00134068688[&age_median=0.00134068688,age_mean=0.00134068688,age_n=1,age_range={0.00134068688,0.00134068688},age_hpdi_95={0.00134068688,0.00134068688},age_qi_95={0.00134068688,0.00134068688}],7:0.00193458091[&age_median=0.00193458091,age_mean=0.00193458091,age_n=1,age_range={0.00193458091,0.00193458091},age_hpdi_95={0.00193458091,0.00193458091},age_qi_95={0.00193458091,0.00193458091}]
0,1,2,3,2,2,4,4,1,3,5,5,0,6,2,6,4,1	0.001	nan	0:0.00110224244[&age_median=0.00110224244,age_mean=0.00110224244,age_n=1,age_range={0.00110224244,0.00110224244},age_hpdi_95={0.00110224244,0.00110224244},age_qi_95={0.00110224244,0.00110224244}],1:0.0041554021[&age_median=0.0041554021,age_mean=0.0041554021,age_n=1,age_range={0.0041554021,0.0041554021},age_hpdi_95={0.0041554021,0.0041554021},age_qi_95={0.0041554021,0.0041554021}],2:0.00104317235[&age_median=0.00104317235,age_mean=0.00104317235,age_n=1,age_range={0.00104317235,0.00104317235},age_hpdi_95={0.00104317235,0.00104317235},age_qi_95={0.00104317235,0.00104317235}],3:0.00031170814[&age_median=0.00031170814,age_mean=0.00031170814,age_n=1,age_range={0.00031170814,0.00031170814},age_hpdi_95={0.00031170814,0.00031170814},age_qi_95={0.00031170814,0.00031170814}],4:0.0017818771[&age_median=0.0017818771,age_mean=0.0017818771,age_n=1,age_range={0.0017818771,0.0017818771},age_hpdi_95={0.0017818771,0.0017818771},age_qi_95={0.0017818771,0.0017818771}],5:0.00076987405[&age_median=0.00076987405,age_mean=0.00076987405,age_n=1,age_range={0.00076987405,0.00076987405},age_hpdi_95={0.00076987405,0.00076987405},age_qi_95={0.00076987405,0.00076987405}],6:0.00154766375[&age_median=0.00154766375,age_mean=0.00154766375,age_n=1,age_range={0.00154766375,0.00154766375},age_hpdi_95={0.00154766375,0.00154766375},age_qi_95={0.00154766375,0.00154766375}]
0,0,1,0,2,2,2,0,2,2,2,1,0,1,1,2,0,2	0.001	nan	0:8.947571e-05[&age_median=8.947571e-05,age_mean=8.947571e-05,age_n=1,age_range={8.947571e-05,8.947571e-05},age_hpdi_95={8.947571e-05,8.947571e-05},age_qi_95={8.947571e-05,8.947571e-05}],1:0.00224107561[&age_median=0.00224107561,age_mean=0.00224107561,age_n=1,age_range={0.00224107561,0.00224107561},age_hpdi_95={0.00224107561,0.00224107561},age_qi_95={0.00224107561,0.00224107561}],2:0.00129858455[&age_median=0.00129858455,age_mean=0.00129858455,age_n=1,age_range={0.00129858455,0.00129858455},age_hpdi_95={0.00129858455,0.00129858455},age_qi_95={0.00129858455,0.00129858455}]
0,1,2,1,2,3,4,3,0,2,4,0,0,4,0,0,0,4	0.001	nan	0:0.00058590746[&age_median=0.00058590746,age_mean=0.00058590746,age_n=1,age_range={0.00058590746,0.00058590746},age_hpdi_95={0.00058590746,0.00058590746},age_qi_95={0.00058590746,0.00058590746}],1:0.00018330236[&age_median=0.00018330236,age_mean=0.00018330236,age_n=1,age_range={0.00018330236,0.00018330236},age_hpdi_95={0.00018330236,0.00018330236},age_qi_95={0.00018330236,0.00018330236}],2:0.00032282728[&age_median=0.00032282728,age_mean=0.00032282728,age_n=1,age_range={0.00032282728,0.00032282728},age_hpdi_95={0.00032282728,0.00032282728},age_qi_95={0.00032282728,0.00032282728}],3:0.00137723485[&age_median=0.00137723485,age_mean=0.00137723485,age_n=1,age_range={0.00137723485,0.00137723485},age_hpdi_95={0.00137723485,0.00137723485},age_qi_95={0.00137723485,0.00137723485}],4:0.00224839827[&age_median=0.00224839827,age_mean=0.00224839827,age_n=1,age_range={0.00224839827,0.00224839827},age_hpdi_95={0.00224839827,0.00224839827},age_qi_95={0.00224839827,0.00224839827}]
0,1,2,3,0,4,1,2,3,0,1,3,1,4,2,0,3,3	0.001	nan	0:0.00037324782[&age_median=0.00037324782,age_mean=0.00037324782,age_n=1,age_range={0.00037324782,0.00037324782},age_hpdi_95={0.00037324782,0.00037324782},age_qi_95={0.00037324782,0.00037324782}],1:0.00560961622[&age_median=0.00560961622,age_mean=0.00560961622,age_n=1,age_range={0.00560961622,0.00560961622},age_hpdi_95={0.00560961622,0.00560961622},age_qi_95={0.00560961622,0.00560961622}],2:0.00072090435[&age_median=0.00072090435,age_mean=0.00072090435,age_n=1,age_range={0.00072090435,0.00072090435},age_hpdi_95={0.00072090435,0.00072090435},age_qi_95={0.00072090435,0.00072090435}],3:0.00099599419[&age_median=0.00099599419,age_mean=0.00099599419,age_n=1,age_range={0.00099599419,0.00099599419},age_hpdi_95={0.00099599419,0.00099599419},age_qi_95={0.00099599419,0.00099599419}],4:0.00056379757[&age_median=0.00056379757,age_mean=0.00056379757,age_n=1,age_range={0.00056379757,0.00056379757},age_hpdi_95={0.00056379757,0.00056379757},age_qi_95={0.00056379757,0.00056379757}]
0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1	0.001	nan	0:0.00013630101[&age_median=0.00013630101,age_mean=0.00013630101,age_n=1,age_range={0.00013630101,0.00013630101},age_hpdi_95={0.00013630101,0.00013630101},age_qi_95={0.00013630101,0.00013630101}],1:0.00133022833[&age_median=0.00133022833,age_mean=0.00133022833,age_n=1,age_range={0.00133022833,0.00133022833},age_hpdi_95={0.00133022833,0.00133022833},age_qi_95={0.00133022833,0.00133022833}]
0,1,2,1,1,3,4,1,0,1,2,4,1,1,5,6,7,8	0.001	nan	0:0.00064349797[&age_median=0.00064349797,age_mean=0.00064349797,age_n=1,age_range={0.00064349797,0.00064349797},age_hpdi_95={0.00064349797,0.00064349797},age_qi_95={0.00064349797,0.00064349797}],1:0.0022381189[&age_median=0.0022381189,age_mean=0.0022381189,age_n=1,age_range={0.0022381189,0.0022381189},age_hpdi_95={0.0022381189,0.0022381189},age_qi_95={0.0022381189,0.0022381189}],2:0.00285617414[&age_median=0.00285617414,age_mean=0.00285617414,age_n=1,age_range={0.00285617414,0.00285617414},age_hpdi_95={0.00285617414,0.00285617414},age_qi_95={0.00285617414,0.00285617414}],3:0.00186690161[&age_median=0.00186690161,age_mean=0.00186690161,age_n=1,age_range={0.00186690161,0.00186690161},age_hpdi_95={0.00186690161,0.00186690161},age_qi_95={0.00186690161,0.00186690161}],4:1.89481e-05[&age_median=1.89481e-05,age_mean=1.89481e-05,age_n=1,age_range={1.89481e-05,1.89481e-05},age_hpdi_95={1.89481e-05,1.89481e-05},age_qi_95={1.89481e-05,1.89481e-05}],5:0.00061619939[&age_median=0.00061619939,age_mean=0.00061619939,age_n=1,age_range={0.00061619939,0.00061619939},age_hpdi_95={0.00061619939,0.00061619939},age_qi_95={0.00061619939,0.00061619939}],6:0.00208693228[&age_median=0.00208693228,age_mean=0.00208693228,age_n=1,age_range={0.00208693228,0.00208693228},age_hpdi_95={0.00208693228,0.00208693228},age_qi_95={0.00208693228,0.00208693228}],7:0.00287923832[&age_median=0.00287923832,age_mean=0.00287923832,age_n=1,age_range={0.00287923832,0.00287923832},age_hpdi_95={0.00287923832,0.00287923832},age_qi_95={0.00287923832,0.00287923832}],8:0.0030751417[&age_median=0.0030751417,age_mean=0.0030751417,age_n=1,age_range={0.0030751417,0.0030751417},age_hpdi_95={0.0030751417,0.0030751417},age_qi_95={0.0030751417,0.0030751417}]
0,1,2,3,4,4,2,0,5,1,0,6,7,5,5,6,3,3	0.001	nan	0:0.00080010043[&age_median=0.00080010043,age_mean=0.00080010043,age_n=1,age_range={0.00080010043,0.00080010043},age_hpdi_95={0.00080010043,0.00080010043},age_qi_95={0.00080010043,0.00080010043}],1:0.00192143093[&age_median=0.00192143093,age_mean=0.00192143093,age_n=1,age_range={0.00192143093,0.00192143093},age_hpdi_95={0.00192143093,0.00192143093},age_qi_95={0.00192143093,0.00192143093}],2:0.00338298553[&age_median=0.00338298553,age_mean=0.00338298553,age_n=1,age_range={0.00338298553,0.00338298553},age_hpdi_95={0.00338298553,0.00338298553},age_qi_95={0.00338298553,0.00338298553}],3:0.00091588236[&age_median=0.00091588236,age_mean=0.00091588236,age_n=1,age_range={0.00091588236,0.00091588236},age_hpdi_95={0.00091588236,0.00091588236},age_qi_95={0.00091588236,0.00091588236}],4:0.0001894138[&age_median=0.0001894138,age_mean=0.0001894138,age_n=1,age_range={0.0001894138,0.0001894138},age_hpdi_95={0.0001894138,0.0001894138},age_qi_95={0.0001894138,0.0001894138}],5:0.00149791573[&age_median=0.00149791573,age_mean=0.00149791573,age_n=1,age_range={0.00149791573,0.00149791573},age_hpdi_95={0.00149791573,0.00149791573},age_qi_95={0.00149791573,0.00149791573}],6:0.00248666711[&age_median=0.00248666711,age_mean=0.00248666711,age_n=1,age_range={0.00248666711,0.00248666711},age_hpdi_95={0.00248666711,0.00248666711},age_qi_95={0.00248666711,0.00248666711}],7:0.00039808761[&age_median=0.00039808761,age_mean=0.00039808761,age_n=1,age_range={0.00039808761,0.00039808761},age_hpdi_95={0.00039808761,0.00039808761},age_qi_95={0.00039808761,0.00039808761}]
0,1,2,2,3,1,3,4,0,3,3,5,6,1,6,1,7,7	0.001	nan	0:0.00295258859[&age_median=0.00295258859,age_mean=0.00295258859,age_n=1,age_range={0.00295258859,0.00295258859},age_hpdi_95={0.00295258859,0.00295258859},age_qi_95={0.00295258859,0.00295258859}],1:0.00137373745[&age_median=0.00137373745,age_mean=0.00137373745,age_n=1,age_range={0.00137373745,0.00137373745},age_hpdi_95={0.00137373745,0.00137373745},age_qi_95={0.00137373745,0.00137373745}],2:0.00179973521[&age_median=0.00179973521,age_mean=0.00179973521,age_n=1,age_range={0.00179973521,0.00179973521},age_hpdi_95={0.00179973521,0.00179973521},age_qi_95={0.00179973521,0.00179973521}],3:0.0017899595[&age_median=0.0017899595,age_mean=0.0017899595,age_n=1,age_range={0.0017899595,0.0017899595},age_hpdi_95={0.0017899595,0.0017899595},age_qi_95={0.0017899595,0.0017899595}],4:0.00137379269[&age_median=0.00137379269,age_mean=0.00137379269,age_n=1,age_range={0.00137379269,0.00137379269},age_hpdi_95={0.00137379269,0.00137379269},age_qi_95={0.00137379269,0.00137379269}],5:6.243095e-05[&age_median=6.243095e-05,age_mean=6.243095e-05,age_n=1,age_range={6.243095e-05,6.243095e-05},age_hpdi_95={6.243095e-05,6.243095e-05},age_qi_95={6.243095e-05,6.243095e-05}],6:0.00095065529[&age_median=0.00095065529,age_mean=0.00095065529,age_n=1,age_range={0.00095065529,0.00095065529},age_hpdi_95={0.00095065529,0.00095065529},age_qi_95={0.00095065529,0.00095065529}],7:0.00072492136[&age_median=0.00072492136,age_mean=0.00072492136,age_n=1,age_range={0.00072492136,0.00072492136},age_hpdi_95={0.00072492136,0.00072492136},age_qi_95={0.00072492136,0.00072492136}]
