divergence_model	estimated_prob	glm_adjusted_prob	div_model_with_conditional_age_estimates
0,0,1,2,3,4,1,0,3,5,5,5,0,2,5,2,0,4	0.001	nan	0:4.169182e-05[&age_median=4.169182e-05,age_mean=4.169182e-05,age_n=1,age_range={4.169182e-05,4.169182e-05},age_hpdi_95={4.169182e-05,4.169182e-05},age_qi_95={4.169182e-05,4.169182e-05}],1:0.0014530438[&age_median=0.0014530438,age_mean=0.0014530438,age_n=1,age_range={0.0014530438,0.0014530438},age_hpdi_95={0.0014530438,0.0014530438},age_qi_95={0.0014530438,0.0014530438}],2:0.00492121278[&age_median=0.00492121278,age_mean=0.00492121278,age_n=1,age_range={0.00492121278,0.00492121278},age_hpdi_95={0.00492121278,0.00492121278},age_qi_95={0.00492121278,0.00492121278}],3:0.00048141888[&age_median=0.00048141888,age_mean=0.00048141888,age_n=1,age_range={0.00048141888,0.00048141888},age_hpdi_95={0.00048141888,0.00048141888},age_qi_95={0.00048141888,0.00048141888}],4:0.00180824397[&age_median=0.00180824397,age_mean=0.00180824397,age_n=1,age_range={0.00180824397,0.00180824397},age_hpdi_95={0.00180824397,0.00180824397},age_qi_95={0.00180824397,0.00180824397}],5:0.00070674471[&age_median=0.00070674471,age_mean=0.00070674471,age_n=1,age_range={0.00070674471,0.00070674471},age_hpdi_95={0.00070674471,0.00070674471},age_qi_95={0.00070674471,0.00070674471}]
0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0	0.001	nan	0:0.00258784683[&age_median=0.00258784683,age_mean=0.00258784683,age_n=1,age_range={0.00258784683,0.00258784683},age_hpdi_95={0.00258784683,0.00258784683},age_qi_95={0.00258784683,0.00258784683}],1:0.00082051951[&age_median=0.00082051951,age_mean=0.00082051951,age_n=1,age_range={0.00082051951,0.00082051951},age_hpdi_95={0.00082051951,0.00082051951},age_qi_95={0.00082051951,0.00082051951}]
0,1,2,3,4,5,6,7,6,5,1,2,0,8,3,4,6,6	0.001	nan	0:0.00196264547[&age_median=0.00196264547,age_mean=0.00196264547,age_n=1,age_range={0.00196264547,0.00196264547},age_hpdi_95={0.00196264547,0.00196264547},age_qi_95={0.00196264547,0.00196264547}],1:0.00019005373[&age_median=0.00019005373,age_mean=0.00019005373,age_n=1,age_range={0.00019005373,0.00019005373},age_hpdi_95={0.00019005373,0.00019005373},age_qi_95={0.00019005373,0.00019005373}],2:0.00105044453[&age_median=0.00105044453,age_mean=0.00105044453,age_n=1,age_range={0.00105044453,0.00105044453},age_hpdi_95={0.00105044453,0.00105044453},age_qi_95={0.00105044453,0.00105044453}],3:0.00730930915[&age_median=0.00730930915,age_mean=0.00730930915,age_n=1,age_range={0.00730930915,0.00730930915},age_hpdi_95={0.00730930915,0.00730930915},age_qi_95={0.00730930915,0.00730930915}],4:0.00073623804[&age_median=0.00073623804,age_mean=0.00073623804,age_n=1,age_range={0.00073623804,0.00073623804},age_hpdi_95={0.00073623804,0.00073623804},age_qi_95={0.00073623804,0.00073623804}],5:0.00456089939[&age_median=0.00456089939,age_mean=0.00456089939,age_n=1,age_range={0.00456089939,0.00456089939},age_hpdi_95={0.00456089939,0.00456089939},age_qi_95={0.00456089939,0.00456089939}],6:0.00070724682[&age_median=0.00070724682,age_mean=0.00070724682,age_n=1,age_range={0.00070724682,0.00070724682},age_hpdi_95={0.00070724682,0.00070724682},age_qi_95={0.00070724682,0.00070724682}],7:0.00133217649[&age_median=0.00133217649,age_mean=0.00133217649,age_n=1,age_range={0.00133217649,0.00133217649},age_hpdi_95={0.00133217649,0.00133217649},age_qi_95={0.00133217649,0.00133217649}],8:0.0015553122[&age_median=0.0015553122,age_mean=0.0015553122,age_n=1,age_range={0.0015553122,0.0015553122},age_hpdi_95={0.0015553122,0.0015553122},age_qi_95={0.0015553122,0.0015553122}]
0,1,2,0,0,2,0,3,0,2,1,1,0,3,1,1,0,0	0.001	nan	0:0.00070693547[&age_median=0.00070693547,age_mean=0.00070693547,age_n=1,age_range={0.00070693547,0.00070693547},age_hpdi_95={0.00070693547,0.00070693547},age_qi_95={0.00070693547,0.00070693547}],1:0.00250506595[&age_median=0.00250506595,age_mean=0.00250506595,age_n=1,age_range={0.00250506595,0.00250506595},age_hpdi_95={0.00250506595,0.00250506595},age_qi_95={0.00250506595,0.00250506595}],2:0.00200796952[&age_median=0.00200796952,age_mean=0.00200796952,age_n=1,age_range={0.00200796952,0.00200796952},age_hpdi_95={0.00200796952,0.00200796952},age_qi_95={0.00200796952,0.00200796952}],3:0.00013445219[&age_median=0.00013445219,age_mean=0.00013445219,age_n=1,age_range={0.00013445219,0.00013445219},age_hpdi_95={0.00013445219,0.00013445219},age_qi_95={0.00013445219,0.00013445219}]
0,0,0,1,2,3,2,1,3,4,4,1,4,4,4,0,2,2	0.001	nan	0:0.00035198917[&age_median=0.00035198917,age_mean=0.00035198917,age_n=1,age_range={0.00035198917,0.00035198917},age_hpdi_95={0.00035198917,0.00035198917},age_qi_95={0.00035198917,0.00035198917}],1:3.490723e-05[&age_median=3.490723e-05,age_mean=3.490723e-05,age_n=1,age_range={3.490723e-05,3.490723e-05},age_hpdi_95={3.490723e-05,3.490723e-05},age_qi_95={3.490723e-05,3.490723e-05}],2:0.00239383751[&age_median=0.00239383751,age_mean=0.00239383751,age_n=1,age_range={0.00239383751,0.00239383751},age_hpdi_95={0.00239383751,0.00239383751},age_qi_95={0.00239383751,0.00239383751}],3:0.00065567166[&age_median=0.00065567166,age_mean=0.00065567166,age_n=1,age_range={0.00065567166,0.00065567166},age_hpdi_95={0.00065567166,0.00065567166},age_qi_95={0.00065567166,0.00065567166}],4:0.00144042696[&age_median=0.00144042696,age_mean=0.00144042696,age_n=1,age_range={0.00144042696,0.00144042696},age_hpdi_95={0.00144042696,0.00144042696},age_qi_95={0.00144042696,0.00144042696}]
0,1,0,1,2,3,3,3,4,2,3,4,5,1,0,6,4,7	0.001	nan	0:0.00030539267[&age_median=0.00030539267,age_mean=0.00030539267,age_n=1,age_range={0.00030539267,0.00030539267},age_hpdi_95={0.00030539267,0.00030539267},age_qi_95={0.00030539267,0.00030539267}],1:0.00470580385[&age_median=0.00470580385,age_mean=0.00470580385,age_n=1,age_range={0.00470580385,0.00470580385},age_hpdi_95={0.00470580385,0.00470580385},age_qi_95={0.00470580385,0.00470580385}],2:0.00774169618[&age_median=0.00774169618,age_mean=0.00774169618,age_n=1,age_range={0.00774169618,0.00774169618},age_hpdi_95={0.00774169618,0.00774169618},age_qi_95={0.00774169618,0.00774169618}],3:0.00015748345[&age_median=0.00015748345,age_mean=0.00015748345,age_n=1,age_range={0.00015748345,0.00015748345},age_hpdi_95={0.00015748345,0.00015748345},age_qi_95={0.00015748345,0.00015748345}],4:0.00119048766[&age_median=0.00119048766,age_mean=0.00119048766,age_n=1,age_range={0.00119048766,0.00119048766},age_hpdi_95={0.00119048766,0.00119048766},age_qi_95={0.00119048766,0.00119048766}],5:0.0060086608[&age_median=0.0060086608,age_mean=0.0060086608,age_n=1,age_range={0.0060086608,0.0060086608},age_hpdi_95={0.0060086608,0.0060086608},age_qi_95={0.0060086608,0.0060086608}],6:0.00116187498[&age_median=0.00116187498,age_mean=0.00116187498,age_n=1,age_range={0.00116187498,0.00116187498},age_hpdi_95={0.00116187498,0.00116187498},age_qi_95={0.00116187498,0.00116187498}],7:0.00138613303[&age_median=0.00138613303,age_mean=0.00138613303,age_n=1,age_range={0.00138613303,0.00138613303},age_hpdi_95={0.00138613303,0.00138613303},age_qi_95={0.00138613303,0.00138613303}]
0,1,2,3,2,4,3,4,0,5,6,3,3,2,7,4,3,7	0.001	nan	0:0.00222027527[&age_median=0.00222027527,age_mean=0.00222027527,age_n=1,age_range={0.00222027527,0.00222027527},age_hpdi_95={0.00222027527,0.00222027527},age_qi_95={0.00222027527,0.00222027527}],1:0.00204377933[&age_median=0.00204377933,age_mean=0.00204377933,age_n=1,age_range={0.00204377933,0.00204377933},age_hpdi_95={0.00204377933,0.00204377933},age_qi_95={0.00204377933,0.00204377933}],2:0.00183409684[&age_median=0.00183409684,age_mean=0.00183409684,age_n=1,age_range={0.00183409684,0.00183409684},age_hpdi_95={0.00183409684,0.00183409684},age_qi_95={0.00183409684,0.00183409684}],3:0.00104680924[&age_median=0.00104680924,age_mean=0.00104680924,age_n=1,age_range={0.00104680924,0.00104680924},age_hpdi_95={0.00104680924,0.00104680924},age_qi_95={0.00104680924,0.00104680924}],4:0.00065581103[&age_median=0.00065581103,age_mean=0.00065581103,age_n=1,age_range={0.00065581103,0.00065581103},age_hpdi_95={0.00065581103,0.00065581103},age_qi_95={0.00065581103,0.00065581103}],5:0.00210345956[&age_median=0.00210345956,age_mean=0.00210345956,age_n=1,age_range={0.00210345956,0.00210345956},age_hpdi_95={0.00210345956,0.00210345956},age_qi_95={0.00210345956,0.00210345956}],6:0.00093318708[&age_median=0.00093318708,age_mean=0.00093318708,age_n=1,age_range={0.00093318708,0.00093318708},age_hpdi_95={0.00093318708,0.00093318708},age_qi_95={0.00093318708,0.00093318708}],7:0.00187637474[&age_median=0.00187637474,age_mean=0.00187637474,age_n=1,age_range={0.00187637474,0.00187637474},age_hpdi_95={0.00187637474,0.00187637474},age_qi_95={0.00187637474,0.00187637474}]
0,1,2,3,4,5,6,0,7,2,8,9,9,10,10,4,6,11	0.001	nan	0:0.00011412486[&age_median=0.00011412486,age_mean=0.00011412486,age_n=1,age_range={0.00011412486,0.00011412486},age_hpdi_95={0.00011412486,0.00011412486},age_qi_95={0.00011412486,0.00011412486}],1:0.00258100234[&age_median=0.00258100234,age_mean=0.00258100234,age_n=1,age_range={0.00258100234,0.00258100234},age_hpdi_95={0.00258100234,0.00258100234},age_qi_95={0.00258100234,0.00258100234}],2:0.00052121296[&age_median=0.00052121296,age_mean=0.00052121296,age_n=1,age_range={0.00052121296,0.00052121296},age_hpdi_95={0.00052121296,0.00052121296},age_qi_95={0.00052121296,0.00052121296}],3:0.00014805645[&age_median=0.00014805645,age_mean=0.00014805645,age_n=1,age_range={0.00014805645,0.00014805645},age_hpdi_95={0.00014805645,0.00014805645},age_qi_95={0.00014805645,0.00014805645}],4:0.00067784082[&age_median=0.00067784082,age_mean=0.00067784082,age_n=1,age_range={0.00067784082,0.00067784082},age_hpdi_95={0.00067784082,0.00067784082},age_qi_95={0.00067784082,0.00067784082}],5:0.00369042702[&age_median=0.00369042702,age_mean=0.00369042702,age_n=1,age_range={0.00369042702,0.00369042702},age_hpdi_95={0.00369042702,0.00369042702},age_qi_95={0.00369042702,0.00369042702}],6:0.00541104441[&age_median=0.00541104441,age_mean=0.00541104441,age_n=1,age_range={0.00541104441,0.00541104441},age_hpdi_95={0.00541104441,0.00541104441},age_qi_95={0.00541104441,0.00541104441}],7:0.0051388199[&age_median=0.0051388199,age_mean=0.0051388199,age_n=1,age_range={0.0051388199,0.0051388199},age_hpdi_95={0.0051388199,0.0051388199},age_qi_95={0.0051388199,0.0051388199}],8:0.00022380021[&age_median=0.00022380021,age_mean=0.00022380021,age_n=1,age_range={0.00022380021,0.00022380021},age_hpdi_95={0.00022380021,0.00022380021},age_qi_95={0.00022380021,0.00022380021}],9:0.000137858[&age_median=0.000137858,age_mean=0.000137858,age_n=1,age_range={0.000137858,0.000137858},age_hpdi_95={0.000137858,0.000137858},age_qi_95={0.000137858,0.000137858}],10:0.00153725499[&age_median=0.00153725499,age_mean=0.00153725499,age_n=1,age_range={0.00153725499,0.00153725499},age_hpdi_95={0.00153725499,0.00153725499},age_qi_95={0.00153725499,0.00153725499}],11:0.00033870929[&age_median=0.00033870929,age_mean=0.00033870929,age_n=1,age_range={0.00033870929,0.00033870929},age_hpdi_95={0.00033870929,0.00033870929},age_qi_95={0.00033870929,0.00033870929}]
0,1,2,3,4,5,6,1,1,7,8,4,7,8,4,6,1,4	0.001	nan	0:0.00136112192[&age_median=0.00136112192,age_mean=0.00136112192,age_n=1,age_range={0.00136112192,0.00136112192},age_hpdi_95={0.00136112192,0.00136112192},age_qi_95={0.00136112192,0.00136112192}],1:0.00027736968[&age_median=0.00027736968,age_mean=0.00027736968,age_n=1,age_range={0.00027736968,0.00027736968},age_hpdi_95={0.00027736968,0.00027736968},age_qi_95={0.00027736968,0.00027736968}],2:0.00257393799[&age_median=0.00257393799,age_mean=0.00257393799,age_n=1,age_range={0.00257393799,0.00257393799},age_hpdi_95={0.00257393799,0.00257393799},age_qi_95={0.00257393799,0.00257393799}],3:0.00754083572[&age_median=0.00754083572,age_mean=0.00754083572,age_n=1,age_range={0.00754083572,0.00754083572},age_hpdi_95={0.00754083572,0.00754083572},age_qi_95={0.00754083572,0.00754083572}],4:0.00080134442[&age_median=0.00080134442,age_mean=0.00080134442,age_n=1,age_range={0.00080134442,0.00080134442},age_hpdi_95={0.00080134442,0.00080134442},age_qi_95={0.00080134442,0.00080134442}],5:0.00026161966[&age_median=0.00026161966,age_mean=0.00026161966,age_n=1,age_range={0.00026161966,0.00026161966},age_hpdi_95={0.00026161966,0.00026161966},age_qi_95={0.00026161966,0.00026161966}],6:0.0008073274[&age_median=0.0008073274,age_mean=0.0008073274,age_n=1,age_range={0.0008073274,0.0008073274},age_hpdi_95={0.0008073274,0.0008073274},age_qi_95={0.0008073274,0.0008073274}],7:0.00095257513[&age_median=0.00095257513,age_mean=0.00095257513,age_n=1,age_range={0.00095257513,0.00095257513},age_hpdi_95={0.00095257513,0.00095257513},age_qi_95={0.00095257513,0.00095257513}],8:0.00037719776[&age_median=0.00037719776,age_mean=0.00037719776,age_n=1,age_range={0.00037719776,0.00037719776},age_hpdi_95={0.00037719776,0.00037719776},age_qi_95={0.00037719776,0.00037719776}]
0,1,0,1,0,2,2,0,1,2,0,1,1,0,0,1,1,0	0.001	nan	0:0.00147520959[&age_median=0.00147520959,age_mean=0.00147520959,age_n=1,age_range={0.00147520959,0.00147520959},age_hpdi_95={0.00147520959,0.00147520959},age_qi_95={0.00147520959,0.00147520959}],1:0.00056623755[&age_median=0.00056623755,age_mean=0.00056623755,age_n=1,age_range={0.00056623755,0.00056623755},age_hpdi_95={0.00056623755,0.00056623755},age_qi_95={0.00056623755,0.00056623755}],2:8.511633e-05[&age_median=8.511633e-05,age_mean=8.511633e-05,age_n=1,age_range={8.511633e-05,8.511633e-05},age_hpdi_95={8.511633e-05,8.511633e-05},age_qi_95={8.511633e-05,8.511633e-05}]
0,1,2,0,3,2,2,0,3,2,0,1,1,1,0,3,0,1	0.001	nan	0:0.00170035251[&age_median=0.00170035251,age_mean=0.00170035251,age_n=1,age_range={0.00170035251,0.00170035251},age_hpdi_95={0.00170035251,0.00170035251},age_qi_95={0.00170035251,0.00170035251}],1:0.00230594137[&age_median=0.00230594137,age_mean=0.00230594137,age_n=1,age_range={0.00230594137,0.00230594137},age_hpdi_95={0.00230594137,0.00230594137},age_qi_95={0.00230594137,0.00230594137}],2:0.00218712463[&age_median=0.00218712463,age_mean=0.00218712463,age_n=1,age_range={0.00218712463,0.00218712463},age_hpdi_95={0.00218712463,0.00218712463},age_qi_95={0.00218712463,0.00218712463}],3:0.00085118647[&age_median=0.00085118647,age_mean=0.00085118647,age_n=1,age_range={0.00085118647,0.00085118647},age_hpdi_95={0.00085118647,0.00085118647},age_qi_95={0.00085118647,0.00085118647}]
0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0	0.001	nan	0:0.00090894018[&age_median=0.00090894018,age_mean=0.00090894018,age_n=1,age_range={0.00090894018,0.00090894018},age_hpdi_95={0.00090894018,0.00090894018},age_qi_95={0.00090894018,0.00090894018}],1:9.640348e-05[&age_median=9.640348e-05,age_mean=9.640348e-05,age_n=1,age_range={9.640348e-05,9.640348e-05},age_hpdi_95={9.640348e-05,9.640348e-05},age_qi_95={9.640348e-05,9.640348e-05}]
0,1,2,3,0,4,5,6,5,7,8,7,8,7,4,8,8,6	0.001	nan	0:0.00199289229[&age_median=0.00199289229,age_mean=0.00199289229,age_n=1,age_range={0.00199289229,0.00199289229},age_hpdi_95={0.00199289229,0.00199289229},age_qi_95={0.00199289229,0.00199289229}],1:0.00033286005[&age_median=0.00033286005,age_mean=0.00033286005,age_n=1,age_range={0.00033286005,0.00033286005},age_hpdi_95={0.00033286005,0.00033286005},age_qi_95={0.00033286005,0.00033286005}],2:0.00016786843[&age_median=0.00016786843,age_mean=0.00016786843,age_n=1,age_range={0.00016786843,0.00016786843},age_hpdi_95={0.00016786843,0.00016786843},age_qi_95={0.00016786843,0.00016786843}],3:0.00338869419[&age_median=0.00338869419,age_mean=0.00338869419,age_n=1,age_range={0.00338869419,0.00338869419},age_hpdi_95={0.00338869419,0.00338869419},age_qi_95={0.00338869419,0.00338869419}],4:0.0022776968[&age_median=0.0022776968,age_mean=0.0022776968,age_n=1,age_range={0.0022776968,0.0022776968},age_hpdi_95={0.0022776968,0.0022776968},age_qi_95={0.0022776968,0.0022776968}],5:0.00142384612[&age_median=0.00142384612,age_mean=0.00142384612,age_n=1,age_range={0.00142384612,0.00142384612},age_hpdi_95={0.00142384612,0.00142384612},age_qi_95={0.00142384612,0.00142384612}],6:0.00254247722[&age_median=0.00254247722,age_mean=0.00254247722,age_n=1,age_range={0.00254247722,0.00254247722},age_hpdi_95={0.00254247722,0.00254247722},age_qi_95={0.00254247722,0.00254247722}],7:0.00031016224[&age_median=0.00031016224,age_mean=0.00031016224,age_n=1,age_range={0.00031016224,0.00031016224},age_hpdi_95={0.00031016224,0.00031016224},age_qi_95={0.00031016224,0.00031016224}],8:0.00093732221[&age_median=0.00093732221,age_mean=0.00093732221,age_n=1,age_range={0.00093732221,0.00093732221},age_hpdi_95={0.00093732221,0.00093732221},age_qi_95={0.00093732221,0.00093732221}]
0,1,2,3,4,5,6,6,7,3,4,8,9,8,10,11,10,2	0.001	nan	0:0.00122367795[&age_median=0.00122367795,age_mean=0.00122367795,age_n=1,age_range={0.00122367795,0.00122367795},age_hpdi_95={0.00122367795,0.00122367795},age_qi_95={0.00122367795,0.00122367795}],1:0.0013238005[&age_median=0.0013238005,age_mean=0.0013238005,age_n=1,age_range={0.0013238005,0.0013238005},age_hpdi_95={0.0013238005,0.0013238005},age_qi_95={0.0013238005,0.0013238005}],2:0.0004407331[&age_median=0.0004407331,age_mean=0.0004407331,age_n=1,age_range={0.0004407331,0.0004407331},age_hpdi_95={0.0004407331,0.0004407331},age_qi_95={0.0004407331,0.0004407331}],3:0.00171948344[&age_median=0.00171948344,age_mean=0.00171948344,age_n=1,age_range={0.00171948344,0.00171948344},age_hpdi_95={0.00171948344,0.00171948344},age_qi_95={0.00171948344,0.00171948344}],4:0.00160614934[&age_median=0.00160614934,age_mean=0.00160614934,age_n=1,age_range={0.00160614934,0.00160614934},age_hpdi_95={0.00160614934,0.00160614934},age_qi_95={0.00160614934,0.00160614934}],5:0.00184114455[&age_median=0.00184114455,age_mean=0.00184114455,age_n=1,age_range={0.00184114455,0.00184114455},age_hpdi_95={0.00184114455,0.00184114455},age_qi_95={0.00184114455,0.00184114455}],6:0.00211070459[&age_median=0.00211070459,age_mean=0.00211070459,age_n=1,age_range={0.00211070459,0.00211070459},age_hpdi_95={0.00211070459,0.00211070459},age_qi_95={0.00211070459,0.00211070459}],7:0.00031466046[&age_median=0.00031466046,age_mean=0.00031466046,age_n=1,age_range={0.00031466046,0.00031466046},age_hpdi_95={0.00031466046,0.00031466046},age_qi_95={0.00031466046,0.00031466046}],8:0.00254143979[&age_median=0.00254143979,age_mean=0.00254143979,age_n=1,age_range={0.00254143979,0.00254143979},age_hpdi_95={0.00254143979,0.00254143979},age_qi_95={0.00254143979,0.00254143979}],9:0.00074518694[&age_median=0.00074518694,age_mean=0.00074518694,age_n=1,age_range={0.00074518694,0.00074518694},age_hpdi_95={0.00074518694,0.00074518694},age_qi_95={0.00074518694,0.00074518694}],10:0.00220451885[&age_median=0.00220451885,age_mean=0.00220451885,age_n=1,age_range={0.00220451885,0.00220451885},age_hpdi_95={0.00220451885,0.00220451885},age_qi_95={0.00220451885,0.00220451885}],11:0.00034184724[&age_median=0.00034184724,age_mean=0.00034184724,age_n=1,age_range={0.00034184724,0.00034184724},age_hpdi_95={0.00034184724,0.00034184724},age_qi_95={0.00034184724,0.00034184724}]
0,1,2,3,3,4,5,6,5,7,8,1,3,4,9,2,10,3	0.001	nan	0:0.00136869083[&age_median=0.00136869083,age_mean=0.00136869083,age_n=1,age_range={0.00136869083,0.00136869083},age_hpdi_95={0.00136869083,0.00136869083},age_qi_95={0.00136869083,0.00136869083}],1:0.00271118969[&age_median=0.00271118969,age_mean=0.00271118969,age_n=1,age_range={0.00271118969,0.00271118969},age_hpdi_95={0.00271118969,0.00271118969},age_qi_95={0.00271118969,0.00271118969}],2:0.00599566716[&age_median=0.00599566716,age_mean=0.00599566716,age_n=1,age_range={0.00599566716,0.00599566716},age_hpdi_95={0.00599566716,0.00599566716},age_qi_95={0.00599566716,0.00599566716}],3:0.00048931079[&age_median=0.00048931079,age_mean=0.00048931079,age_n=1,age_range={0.00048931079,0.00048931079},age_hpdi_95={0.00048931079,0.00048931079},age_qi_95={0.00048931079,0.00048931079}],4:0.00055190806[&age_median=0.00055190806,age_mean=0.00055190806,age_n=1,age_range={0.00055190806,0.00055190806},age_hpdi_95={0.00055190806,0.00055190806},age_qi_95={0.00055190806,0.00055190806}],5:0.00102094668[&age_median=0.00102094668,age_mean=0.00102094668,age_n=1,age_range={0.00102094668,0.00102094668},age_hpdi_95={0.00102094668,0.00102094668},age_qi_95={0.00102094668,0.00102094668}],6:0.00110155333[&age_median=0.00110155333,age_mean=0.00110155333,age_n=1,age_range={0.00110155333,0.00110155333},age_hpdi_95={0.00110155333,0.00110155333},age_qi_95={0.00110155333,0.00110155333}],7:0.00037408431[&age_median=0.00037408431,age_mean=0.00037408431,age_n=1,age_range={0.00037408431,0.00037408431},age_hpdi_95={0.00037408431,0.00037408431},age_qi_95={0.00037408431,0.00037408431}],8:0.00090736052[&age_median=0.00090736052,age_mean=0.00090736052,age_n=1,age_range={0.00090736052,0.00090736052},age_hpdi_95={0.00090736052,0.00090736052},age_qi_95={0.00090736052,0.00090736052}],9:0.00085172371[&age_median=0.00085172371,age_mean=0.00085172371,age_n=1,age_range={0.00085172371,0.00085172371},age_hpdi_95={0.00085172371,0.00085172371},age_qi_95={0.00085172371,0.00085172371}],10:0.00109076165[&age_median=0.00109076165,age_mean=0.00109076165,age_n=1,age_range={0.00109076165,0.00109076165},age_hpdi_95={0.00109076165,0.00109076165},age_qi_95={0.00109076165,0.00109076165}]
0,1,0,1,1,0,1,2,3,1,2,0,2,2,2,1,0,2	0.001	nan	0:2.635674e-05[&age_median=2.635674e-05,age_mean=2.635674e-05,age_n=1,age_range={2.635674e-05,2.635674e-05},age_hpdi_95={2.635674e-05,2.635674e-05},age_qi_95={2.635674e-05,2.635674e-05}],1:0.00057806394[&age_median=0.00057806394,age_mean=0.00057806394,age_n=1,age_range={0.00057806394,0.00057806394},age_hpdi_95={0.00057806394,0.00057806394},age_qi_95={0.00057806394,0.00057806394}],2:0.00104831297[&age_median=0.00104831297,age_mean=0.00104831297,age_n=1,age_range={0.00104831297,0.00104831297},age_hpdi_95={0.00104831297,0.00104831297},age_qi_95={0.00104831297,0.00104831297}],3:0.00056437442[&age_median=0.00056437442,age_mean=0.00056437442,age_n=1,age_range={0.00056437442,0.00056437442},age_hpdi_95={0.00056437442,0.00056437442},age_qi_95={0.00056437442,0.00056437442}]
0,1,2,0,0,2,3,1,2,2,3,2,3,3,0,3,2,2	0.001	nan	0:0.00116135154[&age_median=0.00116135154,age_mean=0.00116135154,age_n=1,age_range={0.00116135154,0.00116135154},age_hpdi_95={0.00116135154,0.00116135154},age_qi_95={0.00116135154,0.00116135154}],1:0.00042277629[&age_median=0.00042277629,age_mean=0.00042277629,age_n=1,age_range={0.00042277629,0.00042277629},age_hpdi_95={0.00042277629,0.00042277629},age_qi_95={0.00042277629,0.00042277629}],2:0.00126989461[&age_median=0.00126989461,age_mean=0.00126989461,age_n=1,age_range={0.00126989461,0.00126989461},age_hpdi_95={0.00126989461,0.00126989461},age_qi_95={0.00126989461,0.00126989461}],3:0.00052807011[&age_median=0.00052807011,age_mean=0.00052807011,age_n=1,age_range={0.00052807011,0.00052807011},age_hpdi_95={0.00052807011,0.00052807011},age_qi_95={0.00052807011,0.00052807011}]
0,1,2,3,1,4,5,1,5,5,6,7,1,4,8,0,9,10	0.001	nan	0:0.00064865669[&age_median=0.00064865669,age_mean=0.00064865669,age_n=1,age_range={0.00064865669,0.00064865669},age_hpdi_95={0.00064865669,0.00064865669},age_qi_95={0.00064865669,0.00064865669}],1:0.00111425354[&age_median=0.00111425354,age_mean=0.00111425354,age_n=1,age_range={0.00111425354,0.00111425354},age_hpdi_95={0.00111425354,0.00111425354},age_qi_95={0.00111425354,0.00111425354}],2:0.00194482306[&age_median=0.00194482306,age_mean=0.00194482306,age_n=1,age_range={0.00194482306,0.00194482306},age_hpdi_95={0.00194482306,0.00194482306},age_qi_95={0.00194482306,0.00194482306}],3:0.00303030755[&age_median=0.00303030755,age_mean=0.00303030755,age_n=1,age_range={0.00303030755,0.00303030755},age_hpdi_95={0.00303030755,0.00303030755},age_qi_95={0.00303030755,0.00303030755}],4:0.00075957433[&age_median=0.00075957433,age_mean=0.00075957433,age_n=1,age_range={0.00075957433,0.00075957433},age_hpdi_95={0.00075957433,0.00075957433},age_qi_95={0.00075957433,0.00075957433}],5:0.00910764327[&age_median=0.00910764327,age_mean=0.00910764327,age_n=1,age_range={0.00910764327,0.00910764327},age_hpdi_95={0.00910764327,0.00910764327},age_qi_95={0.00910764327,0.00910764327}],6:0.00200715945[&age_median=0.00200715945,age_mean=0.00200715945,age_n=1,age_range={0.00200715945,0.00200715945},age_hpdi_95={0.00200715945,0.00200715945},age_qi_95={0.00200715945,0.00200715945}],7:0.00375376936[&age_median=0.00375376936,age_mean=0.00375376936,age_n=1,age_range={0.00375376936,0.00375376936},age_hpdi_95={0.00375376936,0.00375376936},age_qi_95={0.00375376936,0.00375376936}],8:0.00058434458[&age_median=0.00058434458,age_mean=0.00058434458,age_n=1,age_range={0.00058434458,0.00058434458},age_hpdi_95={0.00058434458,0.00058434458},age_qi_95={0.00058434458,0.00058434458}],9:0.00079091092[&age_median=0.00079091092,age_mean=0.00079091092,age_n=1,age_range={0.00079091092,0.00079091092},age_hpdi_95={0.00079091092,0.00079091092},age_qi_95={0.00079091092,0.00079091092}],10:9.337092e-05[&age_median=9.337092e-05,age_mean=9.337092e-05,age_n=1,age_range={9.337092e-05,9.337092e-05},age_hpdi_95={9.337092e-05,9.337092e-05},age_qi_95={9.337092e-05,9.337092e-05}]
