model	post_prob	cumulative_post_prob	prior_prob	bf
0,1,2,0,3,4,2,2,5,1,2,4,3	0.000111111	0.939778	<1e-06	>111.123
0,1,2,0,3,4,2,2,1,5,6,7,7	0.000111111	0.939889	<1e-06	>111.123
0,1,2,0,3,4,2,2,1,5,6,4,4	0.000111111	0.94	<1e-06	>111.123
0,1,2,0,3,4,2,2,1,5,6,4,0	0.000111111	0.940111	<1e-06	>111.123
0,1,2,0,3,4,2,2,1,5,2,6,3	0.000111111	0.940222	<1e-06	>111.123
0,1,2,3,0,0,2,4,1,5,2,6,0	0.000111111	0.940333	<1e-06	>111.123
0,1,2,3,0,0,2,4,5,6,3,7,0	0.000111111	0.940444	<1e-06	>111.123
0,1,2,3,0,0,2,4,5,6,2,7,7	0.000111111	0.940556	<1e-06	>111.123
0,1,2,3,0,0,2,4,5,6,2,0,3	0.000111111	0.940667	<1e-06	>111.123
0,1,2,3,0,0,2,4,5,1,4,0,0	0.000111111	0.940778	<1e-06	>111.123
0,1,2,3,0,0,2,4,1,5,6,0,3	0.000111111	0.940889	<1e-06	>111.123
0,1,2,3,0,0,2,4,1,5,4,6,0	0.000111111	0.941	<1e-06	>111.123
0,1,2,3,0,0,2,4,1,5,4,0,6	0.000111111	0.941111	<1e-06	>111.123
0,1,2,3,0,0,2,4,1,5,3,0,3	0.000111111	0.941222	<1e-06	>111.123
0,1,2,3,0,0,2,4,1,5,2,6,6	0.000111111	0.941333	<1e-06	>111.123
0,1,2,3,0,0,3,2,1,4,2,0,0	0.000111111	0.941444	<1e-06	>111.123
0,1,2,3,0,0,2,4,1,5,2,0,6	0.000111111	0.941556	<1e-06	>111.123
0,1,2,3,0,0,2,4,1,1,4,0,0	0.000111111	0.941667	<1e-06	>111.123
0,1,2,3,0,0,2,3,4,5,2,0,0	0.000111111	0.941778	<1e-06	>111.123
0,1,2,3,0,0,2,3,1,4,5,0,0	0.000111111	0.941889	<1e-06	>111.123
0,1,2,3,0,0,2,2,4,5,6,7,8	0.000111111	0.942	<1e-06	>111.123
0,1,2,3,0,0,2,2,4,5,6,7,7	0.000111111	0.942111	<1e-06	>111.123
0,1,2,3,0,0,2,2,4,5,3,6,0	0.000111111	0.942222	<1e-06	>111.123
0,1,2,3,0,0,2,2,4,5,2,6,3	0.000111111	0.942333	<1e-06	>111.123
0,1,2,3,0,0,2,2,4,5,0,6,0	0.000111111	0.942444	<1e-06	>111.123
0,1,2,3,0,0,4,2,5,1,6,0,0	0.000111111	0.942556	<1e-06	>111.123
0,1,2,3,0,0,4,2,5,6,4,7,0	0.000111111	0.942667	1e-06	111.123
0,1,2,3,0,0,4,2,5,6,4,0,7	0.000111111	0.942778	<1e-06	>111.123
0,1,2,3,0,0,4,2,5,6,4,0,3	0.000111111	0.942889	<1e-06	>111.123
0,1,2,3,0,0,4,2,5,6,3,0,7	0.000111111	0.943	<1e-06	>111.123
0,1,2,3,0,0,4,2,5,6,2,7,3	0.000111111	0.943111	<1e-06	>111.123
0,1,2,3,0,0,4,2,5,6,0,7,0	0.000111111	0.943222	<1e-06	>111.123
0,1,2,3,0,0,4,2,5,5,3,6,0	0.000111111	0.943333	<1e-06	>111.123
0,1,2,3,0,0,4,2,5,5,2,6,0	0.000111111	0.943444	<1e-06	>111.123
0,1,2,3,0,0,4,2,5,5,2,0,3	0.000111111	0.943556	<1e-06	>111.123
0,1,2,3,0,0,2,2,4,5,0,0,0	0.000111111	0.943667	<1e-06	>111.123
0,1,2,3,0,0,4,2,1,5,6,7,0	0.000111111	0.943778	<1e-06	>111.123
0,1,2,3,0,0,4,2,1,5,6,0,7	0.000111111	0.943889	<1e-06	>111.123
0,1,2,3,0,0,4,2,1,5,4,6,6	0.000111111	0.944	<1e-06	>111.123
0,1,2,3,0,0,4,2,1,5,4,0,3	0.000111111	0.944111	<1e-06	>111.123
0,1,2,3,0,0,4,2,1,5,1,0,3	0.000111111	0.944222	<1e-06	>111.123
0,1,2,3,0,0,4,2,1,1,5,0,0	0.000111111	0.944333	<1e-06	>111.123
0,1,2,3,0,0,4,2,1,1,4,0,0	0.000111111	0.944444	<1e-06	>111.123
0,1,2,3,0,0,4,2,1,1,2,0,0	0.000111111	0.944556	<1e-06	>111.123
0,1,2,2,0,0,2,2,3,4,2,5,0	0.000111111	0.944667	<1e-06	>111.123
0,1,2,2,0,3,4,2,5,6,2,3,0	0.000111111	0.944778	<1e-06	>111.123
0,1,2,2,0,3,2,2,4,5,2,3,3	0.000111111	0.944889	<1e-06	>111.123
0,1,2,2,0,3,2,2,1,4,2,3,0	0.000111111	0.945	<1e-06	>111.123
0,1,2,2,0,0,3,4,1,5,4,0,0	0.000111111	0.945111	<1e-06	>111.123
0,1,2,2,0,0,3,2,4,5,6,0,0	0.000111111	0.945222	<1e-06	>111.123
0,1,2,2,0,0,3,2,4,5,2,6,7	0.000111111	0.945333	1e-06	111.123
0,1,2,2,0,0,3,2,4,5,2,0,0	0.000111111	0.945444	<1e-06	>111.123
0,1,2,2,0,0,3,2,1,4,2,0,0	0.000111111	0.945556	<1e-06	>111.123
0,1,2,2,0,0,2,3,4,5,2,0,0	0.000111111	0.945667	<1e-06	>111.123
0,1,2,2,0,3,4,5,1,6,2,3,0	0.000111111	0.945778	<1e-06	>111.123
0,1,2,2,0,0,2,2,3,3,2,0,0	0.000111111	0.945889	<1e-06	>111.123
0,1,2,2,0,0,1,2,3,4,2,0,0	0.000111111	0.946	<1e-06	>111.123
0,1,2,0,3,4,5,6,7,8,9,10,3	0.000111111	0.946111	7.6e-05	1.46204
0,1,2,0,3,4,5,6,7,8,9,4,10	0.000111111	0.946222	7.4e-05	1.50156
0,1,2,0,3,4,5,6,7,8,9,4,0	0.000111111	0.946333	3e-06	37.041
0,1,2,0,3,4,5,6,7,8,9,3,4	0.000111111	0.946444	<1e-06	>111.123
0,1,2,0,3,4,5,6,7,8,9,3,3	0.000111111	0.946556	2e-06	55.5616
0,1,2,0,3,4,5,6,7,8,6,9,3	0.000111111	0.946667	3e-06	37.041
0,1,2,3,0,0,1,2,4,4,2,0,0	0.000111111	0.946778	<1e-06	>111.123
0,1,2,3,0,0,2,2,4,4,5,0,6	0.000111111	0.946889	<1e-06	>111.123
0,1,2,3,0,0,2,2,4,4,2,0,5	0.000111111	0.947	<1e-06	>111.123
0,1,2,3,0,0,2,2,4,4,2,0,3	0.000111111	0.947111	<1e-06	>111.123
0,1,2,3,0,0,2,2,1,4,3,5,0	0.000111111	0.947222	<1e-06	>111.123
0,1,2,3,0,0,2,2,1,4,3,0,3	0.000111111	0.947333	<1e-06	>111.123
0,1,2,3,0,0,2,2,1,4,2,3,3	0.000111111	0.947444	<1e-06	>111.123
0,1,2,3,0,0,2,2,1,1,4,0,0	0.000111111	0.947556	<1e-06	>111.123
0,1,2,3,0,0,1,2,4,5,3,0,0	0.000111111	0.947667	<1e-06	>111.123
0,1,2,3,0,0,1,2,4,5,2,0,6	0.000111111	0.947778	<1e-06	>111.123
0,1,2,0,3,3,4,2,5,6,7,3,8	0.000111111	0.947889	<1e-06	>111.123
0,1,2,3,0,0,1,2,1,4,3,0,0	0.000111111	0.948	<1e-06	>111.123
0,1,2,3,0,0,1,2,1,1,2,0,0	0.000111111	0.948111	<1e-06	>111.123
0,1,2,2,3,0,4,5,6,7,8,0,0	0.000111111	0.948222	2e-06	55.5616
0,1,2,2,3,0,4,5,6,7,2,0,3	0.000111111	0.948333	<1e-06	>111.123
0,1,2,2,3,0,4,4,5,6,4,0,0	0.000111111	0.948444	<1e-06	>111.123
0,1,2,2,3,0,4,4,1,5,2,0,0	0.000111111	0.948556	<1e-06	>111.123
0,1,2,2,3,0,2,2,4,5,2,3,3	0.000111111	0.948667	<1e-06	>111.123
0,1,2,2,3,0,2,2,1,4,5,0,0	0.000111111	0.948778	<1e-06	>111.123
0,1,2,0,0,3,2,2,4,5,6,7,0	0.000111111	0.948889	<1e-06	>111.123
0,1,2,0,0,3,2,4,5,5,2,6,0	0.000111111	0.949	<1e-06	>111.123
0,1,2,0,0,3,2,4,5,5,2,3,0	0.000111111	0.949111	<1e-06	>111.123
0,1,2,0,0,3,2,4,1,5,6,3,3	0.000111111	0.949222	<1e-06	>111.123
0,1,2,0,0,3,2,4,1,5,4,6,6	0.000111111	0.949333	<1e-06	>111.123
0,1,2,0,0,3,2,4,1,5,4,3,6	0.000111111	0.949444	<1e-06	>111.123
0,1,2,0,0,3,2,4,1,5,2,3,6	0.000111111	0.949556	<1e-06	>111.123
0,1,2,0,0,3,2,4,1,5,2,0,0	0.000111111	0.949667	<1e-06	>111.123
0,1,2,0,0,3,2,2,4,5,6,7,7	0.000111111	0.949778	<1e-06	>111.123
0,1,2,0,0,3,2,2,4,5,6,7,3	0.000111111	0.949889	<1e-06	>111.123
0,1,2,0,0,3,2,4,5,5,4,3,0	0.000111111	0.95	<1e-06	>111.123
0,1,2,0,0,3,2,2,4,5,6,3,7	0.000111111	0.950111	<1e-06	>111.123
0,1,2,0,0,3,2,2,4,4,5,3,0	0.000111111	0.950222	<1e-06	>111.123
0,1,2,0,0,3,2,2,4,4,5,0,0	0.000111111	0.950333	<1e-06	>111.123
0,1,2,0,0,3,2,2,4,4,2,5,3	0.000111111	0.950444	<1e-06	>111.123
0,1,2,0,0,3,2,2,4,1,2,3,0	0.000111111	0.950556	<1e-06	>111.123
0,1,2,0,0,3,2,2,4,1,2,0,3	0.000111111	0.950667	<1e-06	>111.123
0,1,2,0,0,3,2,2,1,4,5,6,3	0.000111111	0.950778	<1e-06	>111.123
0,1,2,0,0,3,2,2,1,4,2,5,5	0.000111111	0.950889	<1e-06	>111.123
0,1,2,0,0,3,2,2,1,4,0,3,5	0.000111111	0.951	<1e-06	>111.123
0,1,2,0,0,3,4,2,1,5,0,3,0	0.000111111	0.951111	<1e-06	>111.123
0,1,2,0,0,3,4,2,5,5,2,3,3	0.000111111	0.951222	<1e-06	>111.123
0,1,2,0,0,3,4,2,4,5,2,3,0	0.000111111	0.951333	<1e-06	>111.123
0,1,2,0,0,3,4,2,1,5,6,3,7	0.000111111	0.951444	<1e-06	>111.123
0,1,2,0,0,3,4,2,1,5,4,0,3	0.000111111	0.951556	<1e-06	>111.123
0,1,2,0,0,3,4,2,1,5,2,6,3	0.000111111	0.951667	<1e-06	>111.123
0,1,2,0,0,3,4,2,1,5,2,6,0	0.000111111	0.951778	<1e-06	>111.123
0,1,2,0,0,3,4,2,1,5,2,3,6	0.000111111	0.951889	<1e-06	>111.123
0,1,2,0,0,3,4,2,1,5,2,0,0	0.000111111	0.952	<1e-06	>111.123
0,1,2,0,0,3,4,2,1,5,0,6,0	0.000111111	0.952111	<1e-06	>111.123
0,1,2,0,0,3,2,2,1,4,0,3,0	0.000111111	0.952222	<1e-06	>111.123
0,1,2,0,0,3,4,2,1,1,3,3,3	0.000111111	0.952333	<1e-06	>111.123
0,1,2,0,0,3,2,4,5,6,7,8,8	0.000111111	0.952444	<1e-06	>111.123
0,1,2,0,0,3,2,4,5,6,7,8,3	0.000111111	0.952556	<1e-06	>111.123
0,1,2,0,0,3,2,4,5,6,4,7,3	0.000111111	0.952667	1e-06	111.123
0,1,2,0,0,3,2,4,5,6,4,7,0	0.000111111	0.952778	<1e-06	>111.123
0,1,2,0,0,3,2,4,5,6,4,3,7	0.000111111	0.952889	<1e-06	>111.123
0,1,2,0,0,3,2,4,5,6,2,7,0	0.000111111	0.953	<1e-06	>111.123
0,1,2,0,0,3,2,4,5,6,2,3,7	0.000111111	0.953111	<1e-06	>111.123
0,1,1,2,0,3,1,4,5,6,4,3,0	0.000111111	0.953222	<1e-06	>111.123
0,1,2,0,0,0,2,3,4,5,0,0,0	0.000111111	0.953333	1e-06	111.123
0,1,2,0,0,0,2,3,1,4,5,0,0	0.000111111	0.953444	<1e-06	>111.123
0,1,2,0,0,0,2,2,3,4,5,6,0	0.000111111	0.953556	<1e-06	>111.123
0,1,2,0,0,0,2,2,3,3,4,0,0	0.000111111	0.953667	<1e-06	>111.123
0,1,2,0,0,0,2,2,3,1,2,0,0	0.000111111	0.953778	<1e-06	>111.123
0,1,2,0,0,0,1,3,4,5,3,0,0	0.000111111	0.953889	<1e-06	>111.123
0,1,1,2,3,0,4,5,6,7,4,0,2	0.000111111	0.954	<1e-06	>111.123
0,1,1,2,3,0,1,4,5,6,4,3,3	0.000111111	0.954111	<1e-06	>111.123
0,1,1,2,3,0,1,1,4,5,1,0,0	0.000111111	0.954222	<1e-06	>111.123
0,1,2,0,0,0,2,3,4,5,6,0,0	0.000111111	0.954333	<1e-06	>111.123
0,1,1,2,0,3,1,1,4,5,1,0,0	0.000111111	0.954444	<1e-06	>111.123
0,1,1,2,0,0,3,4,5,6,4,0,0	0.000111111	0.954556	<1e-06	>111.123
0,1,1,2,0,0,3,3,4,5,6,0,0	0.000111111	0.954667	<1e-06	>111.123
0,1,1,2,0,0,1,3,4,5,1,0,0	0.000111111	0.954778	<1e-06	>111.123
0,1,1,2,0,0,1,1,3,3,1,0,0	0.000111111	0.954889	<1e-06	>111.123
0,1,1,0,0,2,1,3,4,5,3,2,2	0.000111111	0.955	<1e-06	>111.123
0,1,0,2,3,3,0,0,4,4,0,3,3	0.000111111	0.955111	<1e-06	>111.123
0,1,0,2,2,3,0,0,4,5,0,3,3	0.000111111	0.955222	<1e-06	>111.123
0,1,2,0,0,0,3,4,5,6,3,0,0	0.000111111	0.955333	<1e-06	>111.123
0,1,2,0,0,3,2,2,1,1,4,3,0	0.000111111	0.955444	<1e-06	>111.123
0,1,2,0,0,3,1,4,5,6,2,3,3	0.000111111	0.955556	<1e-06	>111.123
0,1,2,0,0,3,1,2,4,5,6,0,0	0.000111111	0.955667	<1e-06	>111.123
0,1,2,0,0,3,1,2,4,5,2,6,0	0.000111111	0.955778	<1e-06	>111.123
0,1,2,0,0,3,1,2,4,5,2,3,0	0.000111111	0.955889	<1e-06	>111.123
0,1,2,0,0,3,1,2,4,4,5,3,0	0.000111111	0.956	<1e-06	>111.123
0,1,2,0,0,3,1,2,1,4,2,3,3	0.000111111	0.956111	<1e-06	>111.123
0,1,2,0,0,0,3,4,5,6,4,0,0	0.000111111	0.956222	1e-06	111.123
0,1,2,0,0,0,3,4,5,6,3,7,0	0.000111111	0.956333	1e-06	111.123
0,1,2,0,0,3,4,2,5,5,2,3,6	0.000111111	0.956444	<1e-06	>111.123
0,1,2,0,0,0,3,4,1,1,4,0,0	0.000111111	0.956556	<1e-06	>111.123
0,1,2,0,0,0,3,3,4,5,6,0,0	0.000111111	0.956667	1e-06	111.123
0,1,2,0,0,0,3,3,4,5,2,0,0	0.000111111	0.956778	<1e-06	>111.123
0,1,2,0,0,0,3,2,4,5,3,6,0	0.000111111	0.956889	<1e-06	>111.123
0,1,2,0,0,0,3,2,4,4,5,0,0	0.000111111	0.957	<1e-06	>111.123
0,1,2,0,0,0,3,2,1,4,5,0,0	0.000111111	0.957111	<1e-06	>111.123
0,1,2,0,0,0,3,2,1,4,2,5,0	0.000111111	0.957222	<1e-06	>111.123
0,1,2,0,0,0,3,2,1,1,2,0,0	0.000111111	0.957333	<1e-06	>111.123
0,1,2,0,0,3,4,5,6,7,8,3,9	0.000111111	0.957444	3e-06	37.041
0,1,2,0,3,3,1,4,5,6,2,7,3	0.000111111	0.957556	<1e-06	>111.123
0,1,2,0,3,3,1,2,1,4,2,3,3	0.000111111	0.957667	<1e-06	>111.123
0,1,2,0,3,0,4,2,5,6,2,0,0	0.000111111	0.957778	<1e-06	>111.123
0,1,2,0,3,0,2,4,5,6,7,3,0	0.000111111	0.957889	<1e-06	>111.123
0,1,2,0,3,0,2,2,4,5,2,0,0	0.000111111	0.958	<1e-06	>111.123
0,1,2,0,3,0,2,2,1,4,2,3,0	0.000111111	0.958111	<1e-06	>111.123
0,1,2,0,0,3,4,5,6,7,8,9,10	0.000111111	0.958222	0.000123	0.903332
0,1,2,0,0,3,4,5,6,7,8,9,9	0.000111111	0.958333	1e-05	11.1122
0,1,2,0,0,3,4,5,6,7,8,9,0	0.000111111	0.958444	1.4e-05	7.93728
0,1,2,0,3,3,2,2,1,1,2,4,3	0.000111111	0.958556	<1e-06	>111.123
0,1,2,0,0,3,4,5,6,7,5,8,9	0.000111111	0.958667	9e-06	12.3469
0,1,2,0,0,3,4,5,6,7,5,0,0	0.000111111	0.958778	<1e-06	>111.123
0,1,2,0,0,3,4,5,6,7,2,8,0	0.000111111	0.958889	2e-06	55.5616
0,1,2,0,0,3,4,5,6,7,2,3,8	0.000111111	0.959	<1e-06	>111.123
0,1,2,0,0,3,4,5,6,7,0,8,3	0.000111111	0.959111	1e-06	111.123
0,1,2,0,0,3,4,5,6,7,0,3,0	0.000111111	0.959222	1e-06	111.123
0,1,2,0,0,3,4,5,6,7,0,0,0	0.000111111	0.959333	<1e-06	>111.123
0,1,2,0,0,3,4,5,6,6,7,3,3	0.000111111	0.959444	<1e-06	>111.123
0,1,2,0,0,3,4,5,6,6,5,3,0	0.000111111	0.959556	<1e-06	>111.123
0,1,2,0,3,3,2,4,5,6,2,3,0	0.000111111	0.959667	<1e-06	>111.123
0,1,2,0,3,3,4,2,5,6,4,7,3	0.000111111	0.959778	<1e-06	>111.123
0,1,2,0,3,3,4,2,5,6,4,3,7	0.000111111	0.959889	<1e-06	>111.123
0,1,2,0,3,3,4,2,5,6,2,7,7	0.000111111	0.96	<1e-06	>111.123
0,1,2,0,3,3,4,2,5,6,2,3,7	0.000111111	0.960111	1e-06	111.123
0,1,2,0,3,3,4,2,5,6,2,3,0	0.000111111	0.960222	<1e-06	>111.123
0,1,2,0,3,3,4,2,5,5,6,3,3	0.000111111	0.960333	<1e-06	>111.123
0,1,2,0,3,3,2,4,5,6,4,3,0	0.000111111	0.960444	<1e-06	>111.123
0,1,2,0,3,3,2,4,5,6,2,7,3	0.000111111	0.960556	<1e-06	>111.123
0,1,2,0,3,3,2,4,5,6,2,7,0	0.000111111	0.960667	1e-06	111.123
0,1,2,0,0,3,4,5,6,6,4,0,0	0.000111111	0.960778	<1e-06	>111.123
0,1,2,0,3,3,2,2,4,5,6,7,3	0.000111111	0.960889	<1e-06	>111.123
0,1,2,0,3,3,2,2,4,5,6,3,0	0.000111111	0.961	<1e-06	>111.123
0,1,2,0,3,3,2,2,4,5,6,0,0	0.000111111	0.961111	<1e-06	>111.123
0,1,2,0,3,3,2,2,4,5,2,6,3	0.000111111	0.961222	<1e-06	>111.123
0,1,2,0,3,3,2,2,4,5,2,0,3	0.000111111	0.961333	<1e-06	>111.123
0,1,2,0,3,3,2,2,4,5,0,3,0	0.000111111	0.961444	<1e-06	>111.123
0,1,2,0,3,3,2,2,4,1,2,3,3	0.000111111	0.961556	<1e-06	>111.123
0,1,2,0,3,3,2,2,1,4,0,3,3	0.000111111	0.961667	1e-06	111.123
0,1,2,0,0,3,4,2,5,6,2,0,0	0.000111111	0.961778	<1e-06	>111.123
0,1,2,0,0,3,4,4,1,5,4,6,3	0.000111111	0.961889	<1e-06	>111.123
0,1,2,0,0,3,4,4,1,5,4,0,0	0.000111111	0.962	<1e-06	>111.123
0,1,2,0,0,3,4,4,1,5,2,6,0	0.000111111	0.962111	<1e-06	>111.123
0,1,2,0,0,3,4,4,1,5,2,3,3	0.000111111	0.962222	<1e-06	>111.123
0,1,2,0,0,3,4,4,1,1,5,3,0	0.000111111	0.962333	<1e-06	>111.123
0,1,2,0,0,3,4,2,5,6,4,7,0	0.000111111	0.962444	<1e-06	>111.123
0,1,2,0,0,3,4,2,5,6,2,7,7	0.000111111	0.962556	<1e-06	>111.123
0,1,2,0,0,3,4,2,5,6,2,7,3	0.000111111	0.962667	<1e-06	>111.123
0,1,2,0,0,3,4,2,5,6,2,0,3	0.000111111	0.962778	<1e-06	>111.123
0,1,2,0,0,3,4,4,1,5,6,3,0	0.000111111	0.962889	<1e-06	>111.123
0,1,2,0,0,3,4,2,5,6,0,3,3	0.000111111	0.963	<1e-06	>111.123
0,1,2,0,0,3,4,2,5,6,0,3,0	0.000111111	0.963111	<1e-06	>111.123
0,1,2,0,0,3,4,2,5,5,6,7,7	0.000111111	0.963222	<1e-06	>111.123
0,1,2,0,0,3,4,2,5,5,6,7,0	0.000111111	0.963333	<1e-06	>111.123
0,1,2,0,0,3,4,2,5,5,4,3,3	0.000111111	0.963444	<1e-06	>111.123
0,1,2,0,0,3,4,2,5,5,4,3,0	0.000111111	0.963556	<1e-06	>111.123
0,1,2,0,0,3,4,2,5,5,4,0,0	0.000111111	0.963667	<1e-06	>111.123
0,1,2,0,0,3,4,2,5,5,2,6,6	0.000111111	0.963778	<1e-06	>111.123
0,1,2,0,0,3,4,4,5,6,7,8,0	0.000111111	0.963889	3e-06	37.041
0,1,2,0,0,3,4,5,6,6,2,3,3	0.000111111	0.964	<1e-06	>111.123
0,1,2,0,0,3,4,5,1,6,7,8,3	0.000111111	0.964111	<1e-06	>111.123
0,1,2,0,0,3,4,5,1,6,7,3,0	0.000111111	0.964222	<1e-06	>111.123
0,1,2,0,0,3,4,5,1,6,7,0,0	0.000111111	0.964333	<1e-06	>111.123
0,1,2,0,0,3,4,5,1,6,5,7,3	0.000111111	0.964444	<1e-06	>111.123
0,1,2,0,0,3,4,5,1,6,5,0,0	0.000111111	0.964556	<1e-06	>111.123
0,1,2,0,0,3,4,5,1,6,4,3,3	0.000111111	0.964667	<1e-06	>111.123
0,1,2,0,0,3,4,5,1,6,2,0,0	0.000111111	0.964778	<1e-06	>111.123
0,1,2,0,0,3,4,4,5,6,7,8,3	0.000111111	0.964889	1e-06	111.123
0,1,2,3,0,0,4,2,5,6,4,7,7	0.000111111	0.965	<1e-06	>111.123
0,1,2,0,0,3,4,4,5,6,7,3,8	0.000111111	0.965111	<1e-06	>111.123
0,1,2,0,0,3,4,4,5,6,4,0,0	0.000111111	0.965222	<1e-06	>111.123
0,1,2,0,0,3,4,4,5,6,2,7,3	0.000111111	0.965333	<1e-06	>111.123
0,1,2,0,0,3,4,4,5,6,0,7,8	0.000111111	0.965444	1e-06	111.123
0,1,2,0,0,3,4,4,5,5,6,3,7	0.000111111	0.965556	<1e-06	>111.123
0,1,2,0,0,3,4,4,5,5,4,3,3	0.000111111	0.965667	<1e-06	>111.123
0,1,2,0,0,3,4,4,5,5,2,3,0	0.000111111	0.965778	<1e-06	>111.123
0,1,2,0,0,3,4,4,1,5,6,3,3	0.000111111	0.965889	<1e-06	>111.123
0,1,2,3,3,0,4,2,5,6,4,7,8	0.000111111	0.966	<1e-06	>111.123
0,1,2,3,3,0,4,4,5,5,4,3,3	0.000111111	0.966111	<1e-06	>111.123
0,1,2,3,3,0,4,4,5,5,4,0,3	0.000111111	0.966222	<1e-06	>111.123
0,1,2,3,3,0,4,4,5,5,2,0,0	0.000111111	0.966333	<1e-06	>111.123
0,1,2,3,3,0,4,4,1,5,4,6,3	0.000111111	0.966444	<1e-06	>111.123
0,1,2,3,3,0,4,4,1,5,2,0,6	0.000111111	0.966556	<1e-06	>111.123
0,1,2,3,3,0,4,4,1,1,5,0,0	0.000111111	0.966667	<1e-06	>111.123
0,1,2,3,3,0,4,4,1,1,4,0,0	0.000111111	0.966778	<1e-06	>111.123
0,1,2,3,3,0,4,2,5,6,7,8,3	0.000111111	0.966889	1e-06	111.123
0,1,2,3,3,0,4,2,5,6,7,3,3	0.000111111	0.967	<1e-06	>111.123
0,1,2,3,3,0,4,4,5,6,4,7,0	0.000111111	0.967111	<1e-06	>111.123
0,1,2,3,3,0,4,2,5,6,2,7,3	0.000111111	0.967222	<1e-06	>111.123
0,1,2,3,3,0,4,2,5,5,6,0,3	0.000111111	0.967333	<1e-06	>111.123
0,1,2,3,3,0,4,2,5,1,2,0,0	0.000111111	0.967444	<1e-06	>111.123
0,1,2,3,3,0,4,2,4,5,6,0,3	0.000111111	0.967556	<1e-06	>111.123
0,1,2,3,3,0,4,2,1,5,6,3,3	0.000111111	0.967667	<1e-06	>111.123
0,1,2,3,3,0,4,2,1,5,6,0,7	0.000111111	0.967778	<1e-06	>111.123
0,1,2,3,3,0,4,2,1,5,4,6,3	0.000111111	0.967889	<1e-06	>111.123
0,1,2,3,3,0,4,2,1,5,4,6,0	0.000111111	0.968	<1e-06	>111.123
0,1,2,3,3,0,4,2,1,5,4,0,6	0.000111111	0.968111	<1e-06	>111.123
0,1,2,3,3,0,4,5,1,6,4,0,7	0.000111111	0.968222	<1e-06	>111.123
0,1,2,3,3,0,4,5,6,7,5,8,3	0.000111111	0.968333	<1e-06	>111.123
0,1,2,3,3,0,4,5,6,7,5,3,3	0.000111111	0.968444	<1e-06	>111.123
0,1,2,3,3,0,4,5,6,7,4,0,3	0.000111111	0.968556	1e-06	111.123
0,1,2,3,3,0,4,5,6,7,3,0,0	0.000111111	0.968667	<1e-06	>111.123
0,1,2,3,3,0,4,5,6,7,2,0,8	0.000111111	0.968778	<1e-06	>111.123
0,1,2,3,3,0,4,5,1,6,7,8,9	0.000111111	0.968889	4e-06	27.7808
0,1,2,3,3,0,4,5,1,6,7,8,0	0.000111111	0.969	<1e-06	>111.123
0,1,2,3,3,0,4,5,1,6,7,0,8	0.000111111	0.969111	<1e-06	>111.123
0,1,2,3,3,0,4,5,1,6,5,0,3	0.000111111	0.969222	<1e-06	>111.123
0,1,2,3,3,0,4,2,1,5,2,6,6	0.000111111	0.969333	<1e-06	>111.123
0,1,2,3,3,0,4,5,1,6,4,0,3	0.000111111	0.969444	<1e-06	>111.123
0,1,2,3,3,0,4,5,1,6,4,0,0	0.000111111	0.969556	<1e-06	>111.123
0,1,2,3,3,0,4,5,1,6,3,0,0	0.000111111	0.969667	<1e-06	>111.123
0,1,2,3,3,0,4,5,1,6,2,0,7	0.000111111	0.969778	<1e-06	>111.123
0,1,2,3,3,0,4,5,1,1,2,0,0	0.000111111	0.969889	<1e-06	>111.123
0,1,2,3,3,0,4,4,5,6,7,8,9	0.000111111	0.97	5e-06	22.2246
0,1,2,3,3,0,4,4,5,6,7,0,3	0.000111111	0.970111	<1e-06	>111.123
0,1,2,3,3,0,4,4,5,6,4,7,7	0.000111111	0.970222	<1e-06	>111.123
0,1,2,3,3,0,1,2,1,4,5,6,0	0.000111111	0.970333	<1e-06	>111.123
0,1,2,3,3,0,2,2,4,4,2,5,5	0.000111111	0.970444	<1e-06	>111.123
0,1,2,3,3,0,2,2,4,1,2,0,3	0.000111111	0.970556	<1e-06	>111.123
0,1,2,3,3,0,2,2,4,1,2,0,0	0.000111111	0.970667	<1e-06	>111.123
0,1,2,3,3,0,2,2,1,4,5,6,3	0.000111111	0.970778	<1e-06	>111.123
0,1,2,3,3,0,2,2,1,4,2,5,5	0.000111111	0.970889	<1e-06	>111.123
0,1,2,3,3,0,1,4,5,6,7,0,8	0.000111111	0.971	2e-06	55.5616
0,1,2,3,3,0,1,4,5,6,2,7,0	0.000111111	0.971111	<1e-06	>111.123
0,1,2,3,3,0,1,4,5,6,2,0,3	0.000111111	0.971222	<1e-06	>111.123
0,1,2,3,3,0,1,2,4,5,6,0,3	0.000111111	0.971333	<1e-06	>111.123
0,1,2,3,3,0,2,2,4,5,1,0,0	0.000111111	0.971444	<1e-06	>111.123
0,1,2,3,3,0,1,2,1,4,5,0,3	0.000111111	0.971556	<1e-06	>111.123
0,1,2,3,3,0,1,2,1,4,2,3,0	0.000111111	0.971667	<1e-06	>111.123
0,1,2,3,0,4,5,6,7,8,9,10,4	0.000111111	0.971778	6.7e-05	1.65845
0,1,0,2,2,3,0,0,4,5,0,3,2	0.000111111	0.971889	<1e-06	>111.123
0,1,2,3,0,4,5,6,7,8,9,0,10	0.000111111	0.972	0.00014	0.793628
0,1,2,3,0,4,5,6,7,8,5,4,9	0.000111111	0.972111	1e-06	111.123
