model	post_prob	cumulative_post_prob	prior_prob	bf
0,1,0,2,3,1,1,4,5,6,7,1,8,1,1,9,10,10,10,11,12,1	0.000111111	0.354889	<1e-06	>111.123
0,1,0,2,3,1,1,4,5,6,7,1,6,8,1,0,9,9,9,1,6,1	0.000111111	0.355	<1e-06	>111.123
0,1,0,2,3,1,1,4,5,6,4,7,6,1,1,2,8,2,8,1,9,1	0.000111111	0.355111	<1e-06	>111.123
0,1,0,2,3,1,1,4,5,6,4,1,7,1,1,2,2,8,8,1,9,1	0.000111111	0.355222	<1e-06	>111.123
0,1,0,2,3,1,1,4,5,1,6,7,8,1,1,9,9,9,9,1,10,1	0.000111111	0.355333	<1e-06	>111.123
0,1,0,2,3,1,1,4,5,1,2,1,6,1,1,7,7,7,7,1,8,1	0.000111111	0.355444	<1e-06	>111.123
0,1,0,2,3,1,1,4,5,1,1,1,6,1,1,7,7,7,7,1,8,1	0.000111111	0.355556	<1e-06	>111.123
0,1,0,2,3,1,1,4,4,5,6,7,8,9,1,2,2,2,2,1,8,1	0.000111111	0.355667	<1e-06	>111.123
0,1,0,2,3,1,1,4,4,5,6,1,7,1,1,8,8,8,8,1,7,9	0.000111111	0.355778	<1e-06	>111.123
0,1,0,2,3,1,1,4,4,5,6,1,5,1,1,2,7,7,7,1,8,1	0.000111111	0.355889	<1e-06	>111.123
0,1,0,2,3,1,1,4,4,5,4,6,7,8,6,2,9,10,2,1,11,12	0.000111111	0.356	<1e-06	>111.123
0,1,0,2,3,1,1,4,4,5,4,6,7,1,1,2,2,2,2,1,8,6	0.000111111	0.356111	<1e-06	>111.123
0,1,0,2,3,1,1,4,4,5,4,6,5,1,7,0,8,8,8,1,9,1	0.000111111	0.356222	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,1,0,1,5,1,1,2,2,6,2,1,5,1	0.000111111	0.356333	<1e-06	>111.123
0,1,0,2,3,1,1,4,4,5,4,1,6,1,7,8,8,8,8,1,9,1	0.000111111	0.356444	<1e-06	>111.123
0,1,0,2,3,1,1,4,4,5,4,1,6,1,1,2,7,7,7,5,3,8	0.000111111	0.356556	<1e-06	>111.123
0,1,0,2,3,1,1,4,4,5,4,1,5,1,6,0,7,7,7,1,5,1	0.000111111	0.356667	<1e-06	>111.123
0,1,0,2,3,1,1,4,4,5,4,1,5,1,1,6,6,6,6,1,5,1	0.000111111	0.356778	<1e-06	>111.123
0,1,0,2,3,1,1,4,4,5,1,1,6,1,1,7,8,7,7,1,9,1	0.000111111	0.356889	<1e-06	>111.123
0,1,0,2,3,1,1,4,4,1,5,1,6,1,7,8,8,8,8,9,10,1	0.000111111	0.357	<1e-06	>111.123
0,1,0,2,3,1,1,4,4,1,4,5,6,1,5,7,7,7,7,1,8,1	0.000111111	0.357111	<1e-06	>111.123
0,1,0,2,3,1,1,4,4,1,4,5,6,1,1,2,7,7,7,5,8,1	0.000111111	0.357222	<1e-06	>111.123
0,1,0,2,3,1,1,4,4,1,0,1,5,1,1,6,7,7,7,1,3,1	0.000111111	0.357333	<1e-06	>111.123
0,1,0,2,3,1,1,4,4,1,0,1,5,1,1,6,6,6,6,1,3,1	0.000111111	0.357444	<1e-06	>111.123
0,1,0,2,3,1,1,4,2,5,6,7,8,9,10,11,12,13,14,15,16,6	0.000111111	0.357556	<1e-06	>111.123
0,1,0,2,3,1,1,4,2,5,6,7,8,7,7,9,10,10,10,11,8,1	0.000111111	0.357667	<1e-06	>111.123
0,1,0,2,3,1,1,4,2,5,6,1,7,8,5,9,10,10,9,1,11,12	0.000111111	0.357778	<1e-06	>111.123
0,1,0,2,3,1,1,4,2,5,6,1,7,8,1,9,10,9,9,1,5,1	0.000111111	0.357889	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,4,0,4,5,4,4,6,6,6,6,7,8,4	0.000111111	0.358	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,0,4,5,6,4,2,2,2,2,7,8,1	0.000111111	0.358111	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,0,1,6,7,1,8,8,8,8,4,9,6	0.000111111	0.358222	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,0,1,6,4,7,8,9,9,9,7,10,1	0.000111111	0.358333	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,0,1,6,1,4,7,7,7,7,4,6,8	0.000111111	0.358444	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,0,1,6,1,1,7,7,7,7,1,8,4	0.000111111	0.358556	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,0,1,6,1,1,0,7,7,7,8,9,6	0.000111111	0.358667	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,0,1,5,1,1,2,2,2,2,1,5,4	0.000111111	0.358778	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,0,1,3,4,6,2,2,2,2,7,3,7	0.000111111	0.358889	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,4,5,4,6,1,7,2,2,2,2,1,8,1	0.000111111	0.359	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,4,5,4,6,1,1,2,2,2,2,4,7,4	0.000111111	0.359111	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,4,2,1,5,1,1,6,7,6,7,1,8,1	0.000111111	0.359222	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,4,1,4,5,1,1,6,6,7,7,8,9,10	0.000111111	0.359333	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,4,1,1,5,1,4,0,6,6,6,4,7,4	0.000111111	0.359444	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,4,1,1,5,1,1,6,7,8,8,4,5,1	0.000111111	0.359556	<1e-06	>111.123
0,1,0,2,3,1,1,4,2,5,6,1,7,1,8,9,10,10,10,1,11,1	0.000111111	0.359667	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,4,0,4,5,4,1,6,6,6,6,4,7,8	0.000111111	0.359778	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,4,0,4,5,1,1,6,6,6,6,1,3,1	0.000111111	0.359889	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,4,0,1,5,1,4,2,6,6,6,1,3,7	0.000111111	0.36	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,4,0,1,5,1,1,2,6,6,2,1,5,4	0.000111111	0.360111	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,4,0,1,3,1,1,2,5,2,2,4,3,1	0.000111111	0.360222	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,1,5,6,7,1,1,2,8,9,8,10,11,1	0.000111111	0.360333	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,1,5,4,6,7,1,8,8,8,8,9,10,4	0.000111111	0.360444	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,1,5,1,6,7,1,8,8,8,8,1,6,9	0.000111111	0.360556	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,1,5,1,6,4,4,0,7,7,7,1,6,1	0.000111111	0.360667	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,1,5,1,6,1,7,8,9,8,9,10,6,11	0.000111111	0.360778	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,1,5,1,6,1,1,7,7,7,7,4,8,1	0.000111111	0.360889	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,1,5,1,1,1,4,2,6,6,2,1,7,1	0.000111111	0.361	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,1,0,1,5,1,1,6,6,6,6,7,5,1	0.000111111	0.361111	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,1,0,1,5,1,1,6,6,6,6,1,7,1	0.000111111	0.361222	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,0,6,5,1,6,2,7,2,2,1,8,1	0.000111111	0.361333	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,4,1,6,6,1,2,2,2,2,7,3,1	0.000111111	0.361444	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,4,1,6,5,1,0,7,7,7,5,6,5	0.000111111	0.361556	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,4,1,6,1,1,7,8,8,8,5,9,5	0.000111111	0.361667	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,4,1,6,1,1,7,7,7,7,1,8,6	0.000111111	0.361778	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,4,1,6,1,1,2,7,7,7,8,9,1	0.000111111	0.361889	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,4,1,6,1,1,2,7,7,7,8,6,1	0.000111111	0.362	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,4,1,6,1,1,0,7,8,7,1,6,9	0.000111111	0.362111	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,4,1,6,1,1,0,7,7,7,1,8,1	0.000111111	0.362222	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,4,1,5,1,1,2,6,6,6,1,7,8	0.000111111	0.362333	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,4,1,5,1,1,2,6,6,6,1,3,1	0.000111111	0.362444	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,4,1,5,1,1,2,2,2,2,1,6,1	0.000111111	0.362556	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,4,1,3,1,1,6,6,6,6,1,3,1	0.000111111	0.362667	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,2,6,7,8,9,10,10,11,12,13,14,1	0.000111111	0.362778	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,2,1,6,1,1,0,7,7,7,5,8,1	0.000111111	0.362889	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,4,1,6,7,1,8,8,8,8,1,3,5	0.000111111	0.363	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,0,1,6,1,7,2,8,8,2,1,9,1	0.000111111	0.363111	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,0,1,6,1,1,2,7,7,7,1,8,1	0.000111111	0.363222	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,0,1,5,1,1,6,7,7,6,1,8,1	0.000111111	0.363333	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,0,1,3,1,1,6,6,6,6,1,7,1	0.000111111	0.363444	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,1,5,6,3,7,8,9,10,11,10,1,3,1	0.000111111	0.363556	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,1,5,5,6,1,5,7,7,7,7,8,6,1	0.000111111	0.363667	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,1,5,1,6,7,8,9,2,2,2,7,10,7	0.000111111	0.363778	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,1,5,1,6,1,1,7,8,8,8,1,6,9	0.000111111	0.363889	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,1,5,1,6,1,1,7,7,7,7,1,8,9	0.000111111	0.364	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,1,5,1,6,1,1,2,2,2,2,7,8,1	0.000111111	0.364111	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,1,5,1,3,1,1,2,6,6,6,1,7,1	0.000111111	0.364222	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,1,4,5,6,5,1,7,7,7,7,1,3,1	0.000111111	0.364333	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,1,4,5,6,1,5,7,7,7,7,1,3,1	0.000111111	0.364444	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,1,4,5,6,1,1,2,7,7,2,5,6,1	0.000111111	0.364556	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,6,1,7,1,8,9,10,10,9,1,11,1	0.000111111	0.364667	<1e-06	>111.123
0,1,0,2,3,1,1,4,2,5,4,1,5,1,1,6,7,7,7,1,8,1	0.000111111	0.364778	<1e-06	>111.123
0,1,0,2,3,1,1,4,2,5,2,6,5,1,1,7,7,7,7,1,8,9	0.000111111	0.364889	<1e-06	>111.123
0,1,0,2,3,1,1,4,2,5,1,1,6,1,1,7,7,7,7,1,8,1	0.000111111	0.365	<1e-06	>111.123
0,1,0,2,3,1,1,4,2,1,5,1,6,1,7,8,8,8,8,6,9,1	0.000111111	0.365111	<1e-06	>111.123
0,1,0,2,3,1,1,4,2,1,5,1,6,1,7,0,8,9,9,1,10,1	0.000111111	0.365222	<1e-06	>111.123
0,1,0,2,3,1,1,4,2,1,4,5,6,1,5,7,7,7,7,1,6,1	0.000111111	0.365333	<1e-06	>111.123
0,1,0,2,3,1,1,4,2,1,4,1,5,1,1,0,6,6,6,1,7,1	0.000111111	0.365444	<1e-06	>111.123
0,1,0,2,3,1,1,4,2,1,2,1,3,1,1,0,5,5,5,1,3,1	0.000111111	0.365556	<1e-06	>111.123
0,1,0,2,3,1,1,4,2,1,0,1,5,1,1,6,6,6,6,1,5,1	0.000111111	0.365667	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,6,7,8,7,4,9,9,9,9,7,8,1	0.000111111	0.365778	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,6,7,5,1,8,0,9,9,9,1,10,1	0.000111111	0.365889	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,6,5,7,5,1,2,2,2,2,1,8,1	0.000111111	0.366	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,6,1,7,8,9,10,11,11,12,13,14,15	0.000111111	0.366111	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,6,1,7,5,1,2,8,8,8,5,7,5	0.000111111	0.366222	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,0,4,6,4,1,2,7,7,7,4,8,4	0.000111111	0.366333	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,6,1,7,1,8,9,9,9,9,1,7,1	0.000111111	0.366444	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,6,1,7,1,1,8,9,9,9,1,10,1	0.000111111	0.366556	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,6,1,7,1,1,8,9,9,8,1,10,5	0.000111111	0.366667	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,6,1,7,1,1,8,8,8,8,1,9,1	0.000111111	0.366778	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,6,1,7,1,1,8,8,8,8,1,5,1	0.000111111	0.366889	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,6,1,7,1,1,2,8,8,8,5,5,1	0.000111111	0.367	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,6,1,5,7,7,2,2,2,2,7,8,1	0.000111111	0.367111	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,6,1,5,1,1,2,7,7,8,1,5,1	0.000111111	0.367222	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,6,1,5,1,1,0,7,7,7,1,5,8	0.000111111	0.367333	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,4,6,7,6,6,8,2,8,2,6,9,5	0.000111111	0.367444	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,4,6,7,1,8,9,9,9,9,10,7,1	0.000111111	0.367556	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,4,6,7,1,6,8,8,8,8,1,7,1	0.000111111	0.367667	<1e-06	>111.123
0,1,0,2,3,1,1,4,0,5,4,6,5,6,6,0,7,7,7,1,8,1	0.000111111	0.367778	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,1,6,1,7,8,9,10,10,10,11,1,12,1	0.000111111	0.367889	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,6,5,4,7,4,4,8,8,8,8,4,3,4	0.000111111	0.368	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,6,5,4,7,1,8,2,9,10,9,8,11,8	0.000111111	0.368111	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,6,5,1,7,8,9,2,2,2,2,4,7,6	0.000111111	0.368222	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,6,5,1,7,1,1,2,8,8,9,6,10,11	0.000111111	0.368333	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,6,5,1,6,4,1,7,7,7,7,8,3,1	0.000111111	0.368444	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,6,1,1,7,1,1,8,8,8,8,1,9,1	0.000111111	0.368556	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,6,0,7,8,7,9,2,10,10,10,11,12,4	0.000111111	0.368667	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,6,0,1,7,8,1,2,9,9,9,1,3,6	0.000111111	0.368778	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,6,0,1,7,1,1,8,9,9,9,4,10,6	0.000111111	0.368889	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,6,0,1,6,1,1,2,7,7,8,4,9,6	0.000111111	0.369	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,4,6,4,7,1,1,0,8,8,8,4,9,4	0.000111111	0.369111	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,4,5,4,6,1,7,2,2,2,2,1,8,4	0.000111111	0.369222	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,4,2,1,6,4,1,7,8,8,8,9,10,4	0.000111111	0.369333	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,3,6,7,8,7,9,10,10,10,10,7,8,4	0.000111111	0.369444	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,6,7,4,8,1,9,10,10,10,10,1,11,4	0.000111111	0.369556	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,1,5,1,6,1,1,0,7,8,8,1,6,1	0.000111111	0.369667	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,1,0,1,6,1,1,7,7,7,7,1,8,9	0.000111111	0.369778	<1e-06	>111.123
0,1,0,2,3,1,4,2,5,6,5,7,8,7,1,0,9,9,9,7,3,8	0.000111111	0.369889	<1e-06	>111.123
0,1,0,2,3,1,4,2,5,1,0,4,6,4,7,2,8,8,8,4,9,4	0.000111111	0.37	<1e-06	>111.123
0,1,0,2,3,1,4,2,2,5,6,1,7,1,1,8,8,8,8,9,10,5	0.000111111	0.370111	<1e-06	>111.123
0,1,0,2,3,1,4,2,2,5,2,6,5,6,7,8,9,9,9,10,11,10	0.000111111	0.370222	<1e-06	>111.123
0,1,0,2,3,1,4,2,2,5,2,5,6,1,7,8,9,9,9,5,10,5	0.000111111	0.370333	<1e-06	>111.123
0,1,0,2,3,1,4,2,2,5,2,1,6,1,7,8,8,8,8,9,10,4	0.000111111	0.370444	<1e-06	>111.123
0,1,0,2,3,1,4,2,2,5,2,1,6,1,4,2,7,7,7,1,6,5	0.000111111	0.370556	<1e-06	>111.123
0,1,0,2,3,1,4,2,2,5,2,1,6,1,1,7,7,7,7,1,8,5	0.000111111	0.370667	<1e-06	>111.123
0,1,0,2,3,1,4,2,2,5,1,4,6,1,1,7,7,7,7,1,6,5	0.000111111	0.370778	<1e-06	>111.123
0,1,0,2,3,1,4,2,2,5,0,1,6,1,1,7,7,7,7,6,8,1	0.000111111	0.370889	<1e-06	>111.123
0,1,0,2,3,1,4,2,2,4,2,4,5,4,4,0,6,6,6,1,7,5	0.000111111	0.371	<1e-06	>111.123
0,1,0,2,3,1,4,2,2,1,2,5,6,1,7,0,8,8,8,1,6,1	0.000111111	0.371111	<1e-06	>111.123
0,1,0,2,3,1,4,5,5,6,0,1,6,4,4,2,2,7,2,1,3,6	0.000111111	0.371222	<1e-06	>111.123
0,1,0,2,3,2,1,4,0,5,2,6,7,1,8,9,9,9,9,1,3,1	0.000111111	0.371333	<1e-06	>111.123
0,1,0,2,3,2,1,2,4,5,4,6,7,8,1,9,10,10,10,1,7,1	0.000111111	0.371444	<1e-06	>111.123
0,1,0,2,3,1,4,5,6,7,8,9,7,9,10,11,11,11,11,12,13,14	0.000111111	0.371556	<1e-06	>111.123
0,1,0,2,3,1,4,5,6,7,8,1,9,1,1,10,11,11,11,1,12,13	0.000111111	0.371667	<1e-06	>111.123
0,1,0,2,3,1,4,5,6,7,2,1,8,9,1,10,10,10,10,1,11,12	0.000111111	0.371778	<1e-06	>111.123
0,1,0,2,3,1,4,5,6,7,0,1,8,1,1,9,9,9,9,1,10,11	0.000111111	0.371889	<1e-06	>111.123
0,1,0,2,3,1,4,5,6,4,7,1,8,1,1,9,9,9,9,4,10,1	0.000111111	0.372	<1e-06	>111.123
0,1,0,2,3,1,4,5,6,4,7,1,4,8,9,10,11,12,12,4,13,1	0.000111111	0.372111	<1e-06	>111.123
0,1,0,2,3,1,4,5,6,4,1,4,7,1,8,9,10,10,10,8,11,4	0.000111111	0.372222	<1e-06	>111.123
0,1,0,2,3,1,4,5,6,1,5,1,7,1,1,2,2,2,2,1,8,4	0.000111111	0.372333	<1e-06	>111.123
0,1,0,2,3,1,4,5,5,6,7,1,8,1,4,2,9,2,2,4,10,1	0.000111111	0.372444	<1e-06	>111.123
0,1,0,2,3,1,4,5,5,6,7,1,6,1,1,8,8,8,8,9,3,4	0.000111111	0.372556	<1e-06	>111.123
0,1,0,2,3,1,4,5,5,6,5,7,8,7,1,2,9,9,9,1,10,4	0.000111111	0.372667	<1e-06	>111.123
0,1,0,2,3,1,4,5,5,6,1,1,6,4,1,2,2,2,2,1,7,4	0.000111111	0.372778	<1e-06	>111.123
0,1,0,2,3,1,4,2,2,1,2,4,5,4,4,6,6,6,6,4,7,4	0.000111111	0.372889	<1e-06	>111.123
0,1,0,2,3,1,4,5,5,1,6,1,3,1,1,7,7,7,7,1,3,1	0.000111111	0.373	<1e-06	>111.123
0,1,0,2,3,1,4,5,5,1,5,1,6,4,7,8,8,8,8,1,9,1	0.000111111	0.373111	<1e-06	>111.123
0,1,0,2,3,1,4,5,2,6,5,7,6,1,7,8,8,8,8,1,9,1	0.000111111	0.373222	<1e-06	>111.123
0,1,0,2,3,1,4,5,2,6,5,4,7,8,1,9,9,9,9,8,10,11	0.000111111	0.373333	<1e-06	>111.123
0,1,0,2,3,1,4,5,2,6,2,1,7,1,4,8,8,8,8,1,3,7	0.000111111	0.373444	<1e-06	>111.123
0,1,0,2,3,1,4,5,2,6,1,7,8,1,1,9,9,9,9,4,6,1	0.000111111	0.373556	<1e-06	>111.123
0,1,0,2,3,1,4,5,2,1,5,1,6,1,7,8,8,8,8,1,9,7	0.000111111	0.373667	<1e-06	>111.123
0,1,0,2,3,1,4,5,2,1,5,1,6,1,1,2,7,7,7,1,8,1	0.000111111	0.373778	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,6,7,8,9,1,1,2,10,11,11,12,13,1	0.000111111	0.373889	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,6,7,6,8,4,4,9,10,10,9,6,8,11	0.000111111	0.374	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,6,7,6,8,1,1,9,10,10,10,4,11,6	0.000111111	0.374111	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,6,7,6,8,1,1,9,9,10,9,1,11,4	0.000111111	0.374222	<1e-06	>111.123
0,1,0,2,3,1,4,5,0,6,7,4,8,4,1,9,9,9,9,1,10,1	0.000111111	0.374333	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,6,1,7,8,1,9,9,9,9,4,10,4	0.000111111	0.374444	<1e-06	>111.123
0,1,0,2,3,1,4,0,5,6,0,1,7,1,4,8,9,10,10,4,11,4	0.000111111	0.374556	<1e-06	>111.123
0,1,0,2,3,1,4,0,5,4,0,4,6,4,4,7,7,7,7,4,3,4	0.000111111	0.374667	<1e-06	>111.123
0,1,0,2,3,1,4,0,5,1,6,1,7,4,4,8,8,9,9,10,11,1	0.000111111	0.374778	<1e-06	>111.123
0,1,0,2,3,1,4,0,2,5,6,7,3,8,6,9,9,9,9,7,10,1	0.000111111	0.374889	<1e-06	>111.123
0,1,0,2,3,1,4,0,2,5,6,1,7,8,1,9,9,9,9,5,10,11	0.000111111	0.375	<1e-06	>111.123
0,1,0,2,3,1,4,0,2,5,2,6,7,6,1,8,9,9,9,10,3,11	0.000111111	0.375111	<1e-06	>111.123
0,1,0,2,3,1,4,0,2,5,2,1,6,1,1,7,7,7,7,8,3,1	0.000111111	0.375222	<1e-06	>111.123
0,1,0,2,3,1,4,0,2,5,2,1,6,1,1,7,7,7,7,5,8,5	0.000111111	0.375333	<1e-06	>111.123
0,1,0,2,3,1,4,0,2,5,0,6,5,7,1,8,8,9,10,7,11,7	0.000111111	0.375444	<1e-06	>111.123
0,1,0,2,3,1,4,0,2,5,0,4,5,1,4,6,6,6,6,1,5,1	0.000111111	0.375556	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,6,7,8,9,9,10,10,10,10,1,11,4	0.000111111	0.375667	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,6,7,8,9,7,2,2,2,2,7,8,1	0.000111111	0.375778	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,6,7,5,8,7,9,10,10,9,8,11,8	0.000111111	0.375889	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,6,7,5,7,1,8,8,8,8,9,10,9	0.000111111	0.376	<1e-06	>111.123
0,1,0,2,3,1,4,0,5,6,0,1,7,8,9,10,11,12,11,8,7,8	0.000111111	0.376111	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,6,1,7,4,6,8,8,8,8,9,10,1	0.000111111	0.376222	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,6,1,7,1,5,8,9,9,8,4,7,4	0.000111111	0.376333	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,6,1,7,1,1,8,8,8,8,1,9,5	0.000111111	0.376444	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,6,1,5,1,7,8,9,9,9,1,10,4	0.000111111	0.376556	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,6,1,5,1,1,7,7,7,7,1,8,1	0.000111111	0.376667	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,6,1,5,1,1,2,2,2,2,1,5,7	0.000111111	0.376778	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,4,4,5,4,4,2,6,7,6,8,9,4	0.000111111	0.376889	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,2,4,5,1,1,6,6,6,6,4,3,4	0.000111111	0.377	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,1,1,6,1,1,2,2,2,2,4,3,1	0.000111111	0.377111	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,1,1,5,1,1,6,7,7,7,1,8,1	0.000111111	0.377222	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,0,6,7,6,8,9,9,10,11,12,7,12	0.000111111	0.377333	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,0,6,7,6,8,2,9,10,2,11,12,1	0.000111111	0.377444	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,0,6,7,6,6,2,8,8,8,1,9,6	0.000111111	0.377556	<1e-06	>111.123
0,1,0,2,3,1,4,0,0,5,0,5,6,4,1,2,7,7,2,5,6,5	0.000111111	0.377667	<1e-06	>111.123
0,1,0,2,3,1,4,2,0,5,0,1,5,4,6,7,7,7,7,4,8,6	0.000111111	0.377778	<1e-06	>111.123
0,1,0,2,3,1,4,2,2,1,2,4,5,1,6,7,7,7,7,1,3,1	0.000111111	0.377889	<1e-06	>111.123
0,1,0,2,3,1,4,2,2,1,2,1,5,1,1,6,6,6,6,7,3,1	0.000111111	0.378	<1e-06	>111.123
0,1,0,2,3,1,4,2,0,5,6,4,5,4,1,7,7,7,7,8,9,1	0.000111111	0.378111	<1e-06	>111.123
0,1,0,2,3,1,4,2,0,5,6,1,7,1,1,8,8,8,8,1,9,10	0.000111111	0.378222	<1e-06	>111.123
0,1,0,2,3,1,4,2,0,5,6,1,7,1,1,0,8,8,8,1,7,1	0.000111111	0.378333	<1e-06	>111.123
