parameter	burnin	psrf	ess_concat	ess_0	ess_1	ess_2	ess_3	ess_4	ess_5	ess_6	ess_7	ess_8	ess_9
pop_size_comparison11pop1	500	1.0014539353642866	5010.0	480.78842400407444	433.6296595511003	496.75953565691674	501.0	418.48391007774075	501.0	501.0	401.2042415875944	501.0	501.0
pop_size_root_comparison11pop2	500	0.9999398506327754	5010.0	438.3565261594597	344.3605349318766	501.0	501.0	501.0	501.0	501.0	257.9164624594085	501.0	501.0
ln_likelihood_comparison17pop1	500	1.0004009824925166	5001.698106721226	429.3236272436319	501.0	349.3094304570662	287.5545070263581	501.0	470.30423841101504	501.0	439.8582730104881	501.0	389.1098422717215
root_height_comparison17pop1	500	1.0002844100658608	3466.8845376618165	501.0	244.8760371267652	379.3000904682671	331.28444850877355	425.4746767108418	501.0	413.77523286252233	443.76580202823664	501.0	263.43678369557705
pop_size_comparison17pop1	500	1.0004181849099532	3369.157356312806	398.88966930446	359.5261029663795	486.90184770463253	211.47538732354562	260.3805239823097	385.7130929503578	410.4487017785544	231.82933006793002	479.0305116008699	294.82396044285883
pop_size_comparison17pop2	500	1.0005696331641913	3071.741493873512	418.44436454488596	315.10917272565825	267.53069570160636	182.3249974975222	250.50806253727816	269.95366491007564	282.4211388791459	254.12970112541964	330.6316083257521	319.01923767162714
pop_size_root_comparison17pop1	500	1.0011387148221884	4791.583447601729	501.0	501.0	296.90379790895173	274.30322316750755	501.0	501.0	501.0	501.0	501.0	501.0
ln_likelihood_comparison19pop2	500	0.9996564708151912	5010.0	501.0	501.0	501.0	436.7001227172287	466.49003862634174	397.34231872795675	501.0	501.0	501.0	501.0
root_height_comparison19pop2	500	0.9997482749531882	4476.004184661823	422.31428502552734	418.5892576012429	486.1525069873249	368.9153467466356	501.0	501.0	501.0	475.10507405035173	376.36416395756635	391.99939623897137
pop_size_comparison19pop2	500	0.9991503405571869	3541.551578145749	319.1623487602005	501.0	501.0	260.0101645383651	501.0	327.0416901395309	270.4521835013826	501.0	292.9471405469281	360.62091543130293
pop_size_comparison19pop1	500	0.9992778540443482	4185.498245972208	268.3584734706882	501.0	406.41277280452795	468.4308848536159	440.69500887518865	351.7838742266264	447.6056923168302	501.0	312.4391351801273	457.28316002432143
pop_size_root_comparison19pop2	500	0.9992470897496315	5010.0	324.03080689472745	501.0	501.0	501.0	501.0	501.0	353.42433117176944	501.0	501.0	501.0
ln_likelihood_comparison21pop2	500	1.0000838541374097	4881.067559194325	374.30432357165944	454.6392064914074	501.0	501.0	486.1371634954042	501.0	501.0	501.0	312.8283151642584	402.9937569801687
root_height_comparison21pop2	500	1.0002566204645087	5010.0	467.3908021342616	501.0	431.21550426659024	501.0	501.0	501.0	375.15039399591797	501.0	501.0	501.0
pop_size_comparison21pop2	500	0.9996349442914706	5010.0	406.83086534875315	436.118490557102	368.67540083218637	501.0	357.9612138210804	474.03207811100856	454.5368763026733	501.0	382.09283281713596	501.0
pop_size_comparison21pop1	500	1.0000058377989895	5010.0	433.49129798825356	501.0	344.80756779002377	501.0	501.0	501.0	501.0	447.077807537683	501.0	501.0
pop_size_root_comparison21pop2	500	0.9993811323859597	5010.0	430.21925386967206	366.46237205638914	416.0347047149462	501.0	288.9322227571793	386.63508442428304	501.0	400.84983237612454	431.40608939434577	501.0
ln_likelihood	600	1.0001298080175174	4010.0	372.8817296150636	401.0	401.0	401.0	263.8956513747605	401.0	401.0	401.0	401.0	401.0
concentration	600	1.0004821968390718	2465.177771499765	307.46464537364284	238.0998517751493	220.6157240120351	235.5020348511071	401.0	287.67004210249104	328.2132817755152	342.932149677175	269.5942039607052	401.0
ln_likelihood_comparison2pop1	600	1.0009507861351377	3469.044308636379	401.0	365.1320211156065	401.0	316.29029463309615	401.0	401.0	232.1101317983235	401.0	401.0	401.0
root_height_comparison2pop1	600	1.0000106458906357	4010.0	401.0	318.063875679278	302.3774226608081	401.0	282.60960618534756	272.4519939636619	286.534542889871	401.0	249.33175112050554	309.7570164607615
pop_size_comparison2pop1	600	1.0002431913326522	3645.605501949603	305.1571951572192	257.96929614960635	401.0	401.0	334.72543339567585	305.61032165532174	401.0	268.38096570039556	401.0	401.0
pop_size_comparison2pop2	600	1.0007586514936664	2522.5828853308567	226.12116903899832	252.09188844907248	401.0	327.17356718125814	241.90489111408579	342.94937804853294	287.14408790024135	379.16115440996026	308.88599847896137	313.3383734613894
pop_size_root_comparison2pop1	600	1.0011250903667699	3688.3455440974612	320.1857467466281	401.0	401.0	390.97653692200555	229.96827746501762	401.0	401.0	279.98760319059693	401.0	401.0
ln_likelihood_comparison4pop2	600	0.999156773004739	3873.7651779114317	401.0	401.0	156.49716612905905	401.0	401.0	401.0	401.0	401.0	298.65427029285416	401.0
root_height_comparison4pop2	600	1.0006609738739818	2420.1098424092443	325.5331342798668	401.0	366.23653038674365	239.41498058421456	240.1388801620784	359.7824688278177	401.0	401.0	401.0	358.5195489813302
pop_size_comparison4pop2	600	0.9999872064655205	4010.0	401.0	347.1428227761609	162.4129448549421	401.0	266.05656262245384	401.0	368.87004430573376	401.0	401.0	314.506466955456
pop_size_comparison4pop1	600	1.0007403990333184	3184.558271580246	310.3953035133645	257.2646271798832	401.0	294.1025207886394	331.1777020030001	401.0	401.0	389.43982621577436	401.0	401.0
pop_size_root_comparison4pop2	600	0.9995279461975425	4010.0	401.0	226.9240612713677	233.80479854658157	401.0	280.0862826318264	396.86927866881393	401.0	401.0	401.0	292.62793623999727
ln_likelihood_comparison7pop2	600	0.9995835870958818	4010.0	267.3975866827701	401.0	401.0	401.0	401.0	401.0	271.9769424063114	401.0	401.0	342.76366790768844
root_height_comparison7pop2	600	1.0000175522672186	4010.0	401.0	401.0	401.0	401.0	258.67434292136966	401.0	401.0	372.8558168703776	401.0	401.0
pop_size_comparison7pop2	600	0.9996792956482691	4010.0	401.0	401.0	401.0	401.0	401.0	380.00501003758933	401.0	263.0435642112872	349.5604699313263	357.5937566448093
pop_size_comparison7pop1	600	1.0000674510740903	3683.6220268607963	401.0	283.49386306697426	401.0	368.37750989313554	401.0	401.0	341.9867637875244	388.59108743186664	401.0	401.0
pop_size_root_comparison7pop2	600	0.9996236894916657	4010.0	346.1214408476598	394.5128754244204	401.0	381.8021943148338	401.0	401.0	252.08678741406194	401.0	401.0	379.27482884709093
ln_likelihood_comparison8pop1	600	0.9998139818964056	3435.1199747882924	357.43960902699547	258.80957573339816	401.0	285.2574656629651	254.90647326629613	301.3564383035356	401.0	303.6017975073648	401.0	401.0
root_height_comparison8pop1	600	0.999023902155684	4010.0	385.03845777658097	401.0	265.81599541205884	311.8347090578367	401.0	337.8178174584255	234.0328571601129	237.16038409230157	392.95129899011164	377.4820058736166
pop_size_comparison8pop1	600	1.0005125432049395	3633.280925373349	401.0	401.0	401.0	323.61334000192466	401.0	220.53858661356023	401.0	250.3855210638041	342.36951880639805	251.18391341984164
pop_size_comparison8pop2	600	0.9998395898647997	3099.0610897212705	401.0	401.0	401.0	401.0	278.6883536722328	366.4233501126349	211.87525633513647	304.06203429431656	386.5016248679467	287.17385971921715
pop_size_root_comparison8pop1	600	1.0004455437831	3812.949937168133	401.0	401.0	313.13030452062407	401.0	401.0	380.345707901973	401.0	254.82945083474246	368.3034349302489	401.0
ln_likelihood_comparison9pop2	600	0.9999627702416827	3611.2240189094264	359.4330235032317	273.88233738395166	360.90616189496296	401.0	401.0	368.72672964738314	401.0	401.0	310.07688423064735	355.2382377164092
root_height_comparison9pop2	600	1.0014406660398607	2935.9040692977333	231.79219729675356	308.56346706833364	401.0	401.0	388.0526041209195	401.0	329.4178936091024	296.7944434927357	230.10053600826166	356.4608120807035
pop_size_comparison9pop2	600	1.0005776290562827	3523.6514037590186	261.5920654033824	279.37137207416333	401.0	401.0	343.3790315737166	295.496466367553	298.37936310874755	271.70652874935803	354.07095264591254	257.0026360301953
pop_size_comparison9pop1	600	1.0010130272192495	3177.778929441313	333.29271777449526	300.311960616045	328.97721435635634	331.1847923159819	401.0	354.4354241506284	401.0	401.0	362.8634053184853	331.7095605513842
pop_size_root_comparison9pop2	600	0.9997860913290576	3274.5837578171754	296.18664654788324	401.0	401.0	337.3649915635659	401.0	401.0	401.0	401.0	284.21455901899867	387.9460390118025
ln_likelihood_comparison11pop2	600	0.9998809364964167	3041.5817211206113	307.4704117789554	401.0	391.61206248873793	401.0	401.0	261.8515114802771	346.91271428552017	229.11872206850612	401.0	378.81623069817414
root_height_comparison11pop2	600	0.9999249761959249	3450.1340548912913	254.46913240722893	385.9240943548866	365.89606446129494	248.40823936300518	401.0	257.3935403121052	252.93622022490786	401.0	333.3877042578736	401.0
pop_size_comparison11pop2	600	0.9995991059158467	4010.0	323.8495561312536	358.51482333456477	401.0	401.0	401.0	401.0	401.0	401.0	334.0539326077172	401.0
pop_size_comparison11pop1	600	1.0012956506444108	3624.9163919951475	401.0	372.5158042409483	401.0	401.0	401.0	401.0	401.0	322.37694515910863	392.958131206942	331.294440998985
pop_size_root_comparison11pop2	600	1.0003293900502628	3559.171809881577	401.0	401.0	401.0	401.0	401.0	401.0	401.0	304.80938590547765	401.0	391.1043884563189
ln_likelihood_comparison17pop1	600	1.0003842645591767	4010.0	401.0	401.0	297.3952755378014	263.58732653511794	401.0	306.6832281980083	401.0	401.0	401.0	277.65792923366223
root_height_comparison17pop1	600	1.0007148504115344	3432.23995209166	277.3796944995037	169.34387563689256	262.6478028763799	269.72323078031025	298.2048105730201	379.144363871622	401.0	401.0	348.57782306505345	258.93571685860917
pop_size_comparison17pop1	600	1.0003641671311905	3246.44355823546	347.17024962364195	244.73335398375005	401.0	203.1022752811409	237.98758293476033	334.00978231422175	341.9388113323881	272.3173509968521	258.3712586567497	380.01733633398203
pop_size_comparison17pop2	600	0.9995559917901743	2531.1735611999165	345.65552611016454	296.2342743935999	242.95495304561865	201.80280513678974	211.79526276971745	320.75387114892237	244.33003465685613	242.28538221142844	296.8400033219206	279.38403411635363
pop_size_root_comparison17pop1	600	1.0014313765148877	3967.1367650188663	401.0	401.0	318.1588722927983	250.4719651589702	401.0	401.0	401.0	401.0	321.13073329706185	401.0
ln_likelihood_comparison19pop2	600	0.9994906210560256	4010.0	401.0	312.822364315499	401.0	401.0	254.42211105806112	401.0	401.0	401.0	401.0	401.0
root_height_comparison19pop2	600	1.0001038861651999	4010.0	334.46724156378707	302.6449439136807	401.0	258.09496592746274	401.0	314.5818982624683	401.0	401.0	343.9510671078994	374.0340666400744
pop_size_comparison19pop2	600	0.9991460279531075	3313.5265269207885	350.46229304575974	289.94744370939907	401.0	297.52431020833575	247.19397998595753	276.6354112877928	260.24023204770054	401.0	201.84737275207522	172.2596069709588
pop_size_comparison19pop1	600	0.9994807294884032	3509.1527946367974	256.19087213572436	401.0	378.1900728307753	322.8646664666007	213.8729612409621	401.0	263.51213732372065	400.4144309443777	227.5534170397219	285.73227235406387
pop_size_root_comparison19pop2	600	0.9992743215098704	4010.0	326.73916842565393	401.0	394.7714970403599	401.0	247.04407558061226	401.0	401.0	401.0	401.0	401.0
ln_likelihood_comparison21pop2	600	0.9999073953790731	4010.0	351.8556234773542	223.86175975758434	401.0	401.0	401.0	401.0	401.0	397.69593131900535	284.9681835418342	334.76492734057797
root_height_comparison21pop2	600	0.9999489865076587	3873.928365996585	303.1446951417725	368.3868774122421	209.85761941649972	401.0	401.0	310.26750049603254	306.4989272407878	401.0	365.53571371598537	401.0
pop_size_comparison21pop2	600	0.9993124386329313	3933.788824897347	401.0	401.0	401.0	401.0	331.5796203206553	401.0	401.0	219.67280338563972	283.2631411050608	401.0
