Options:
Model:                           Continuous: Regression
Tree File Name:                  25species_TinNeCau_1000tree_NSF_forBayestrait.tre
Data File Name:                  Eco_T_in_NeCau.txt
Log File Name:                   Eco_T_in_NeCau.txt.log.txt
Summary:                         False
Seed                             2074896058
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa                            Not in use
Delta                            Not in use
Lambda                           Estimate
OU                               Not in use
Restrictions:
    Alpha                        None
    Beta-2                       None
Prior Information:
    Prior Categories:            100
    Alpha                        uniform -100.00 100.00 
    Beta-2                       uniform -100.00 100.00 
Tree Information
     Trees:                      1000
     Taxa:                       25
     Sites:                      1
Iteration	Lh	Harmonic Mean	Tree No	Alpha	Beta 2	Var	R^2	SSE	SST	s.e. Alpha	s.e. Beta-2	Lambda	
11000	-60.763426	-60.763426	549	2.369439164806	-0.241692594333	0.152005984835	0.135824055629	3.355027535461	3.882343123893	1.682028	0.424273	0.368598215411	
12000	-60.333112	-60.571239	524	5.378814189036	-1.032784870717	0.173104514066	0.123157657661	4.180200318117	4.767334007808	1.803158	0.415483	0.859206397396	
13000	-61.652123	-61.071466	564	8.300587105925	-1.116825533318	0.275931149096	0.115695343032	6.308413309715	7.133755612400	2.173862	0.416389	0.929559624564	
14000	-60.347874	-60.933641	287	3.110329332879	-0.504637846865	0.129289092636	0.145546706105	2.771573573526	3.243680600599	1.590900	0.437348	0.019591212995	
15000	-60.641337	-60.881620	813	6.746417161407	-0.864764461059	0.176963455341	0.138536402838	4.192965618971	4.867258039439	1.810190	0.416871	0.692460719445	
16000	-63.076096	-61.727152	238	7.502658171446	-1.831615948661	0.197943921285	0.141217145064	3.674227822393	4.278413106732	1.847392	0.464723	0.323494468788	
17000	-60.605973	-61.625893	695	3.716917543355	-0.597856751743	0.208029074779	0.121436540932	5.038424948344	5.734844644788	1.860868	0.418698	0.883596644010	
18000	-60.784444	-61.552123	751	8.199305866559	-1.529162870832	0.145681285024	0.138175408221	3.177460703879	3.686899554954	1.675640	0.433431	0.245061476596	
19000	-60.034604	-61.461378	398	3.652175984948	-0.498302669838	0.161404464324	0.131476287432	3.904872933135	4.495988856295	1.731656	0.405066	0.567472039335	
20000	-59.458882	-61.370906	137	3.931526930638	-0.544042553883	0.136663772383	0.140294800292	3.321827180222	3.863914259619	1.581762	0.410990	0.232976620939	
21000	-60.519856	-61.317406	868	6.063419748524	-0.723834715492	0.170405598968	0.143588884213	3.689707546028	4.308336823298	1.617476	0.434367	0.106042880811	
22000	-60.765987	-61.281445	92	3.010539212698	-0.409491732787	0.212691500473	0.112578824410	5.061236735434	5.703308501815	1.855830	0.404497	0.846533680279	
23000	-60.630892	-61.243963	290	7.625115157630	-1.184143106520	0.157428235035	0.138314912884	3.501303452030	4.063321397088	1.672141	0.430199	0.238583325936	
24000	-59.191438	-61.179685	394	6.089134069585	-0.979618972484	0.105685434494	0.142111047024	2.605157300783	3.036706897490	1.562257	0.409169	0.201225098519	
25000	-60.847382	-61.160656	505	7.267139632068	-1.000725125606	0.173594889950	0.137429346740	3.808766034255	4.415598907594	1.688188	0.433645	0.269611411954	
26000	-61.143232	-61.159576	135	7.548280569112	-0.749738205265	0.247300326721	0.119342718602	5.632713309898	6.396033313841	2.067845	0.411257	0.965212820542	
