number	PRI.div.model	density	PRI.Psi	density	PRI.E.t	density	PRI.omega	density	PRI.cv	density
625	611.883	8.00004e-06	6.62162	0.577632	0.00368919	1.21584e-11	0.00570303	1.57715e-05	1.27032	0.0178775
626	612.862	8.22325e-06	6.63063	0.572479	0.00369492	1.07165e-11	0.00571217	1.48865e-05	1.27235	0.0177249
627	613.841	8.45092e-06	6.63964	0.567203	0.00370066	9.44937e-12	0.00572131	1.40903e-05	1.27439	0.0175688
628	614.82	8.68301e-06	6.64865	0.561814	0.00370639	8.33556e-12	0.00573045	1.33749e-05	1.27643	0.017409
629	615.799	8.91949e-06	6.65766	0.556323	0.00371213	7.3563e-12	0.00573959	1.27331e-05	1.27846	0.0172453
630	616.778	9.16029e-06	6.66667	0.55074	0.00371787	6.49513e-12	0.00574873	1.21584e-05	1.2805	0.0170776
631	617.757	9.40535e-06	6.67568	0.545078	0.0037236	5.73757e-12	0.00575787	1.16451e-05	1.28253	0.0169056
632	618.736	9.65462e-06	6.68468	0.539346	0.00372934	5.07095e-12	0.00576701	1.11882e-05	1.28457	0.0167294
633	619.715	9.90803e-06	6.69369	0.533555	0.00373507	4.48414e-12	0.00577615	1.07831e-05	1.2866	0.0165488
634	620.694	1.01655e-05	6.7027	0.527716	0.00374081	3.96738e-12	0.00578529	1.04258e-05	1.28864	0.0163638
635	621.673	1.04269e-05	6.71171	0.52184	0.00374654	3.51212e-12	0.00579443	1.01127e-05	1.29068	0.0161743
636	622.652	1.06922e-05	6.72072	0.515938	0.00375228	3.11086e-12	0.00580357	9.84056e-06	1.29271	0.0159803
637	623.631	1.09614e-05	6.72973	0.510019	0.00375801	2.75703e-12	0.00581271	9.60659e-06	1.29475	0.015782
638	624.61	1.12342e-05	6.73874	0.504093	0.00376375	2.44487e-12	0.00582184	9.40828e-06	1.29678	0.0155792
639	625.589	1.15105e-05	6.74775	0.498172	0.00376948	2.16932e-12	0.00583098	9.24337e-06	1.29882	0.0153722
640	626.568	1.17904e-05	6.75676	0.492264	0.00377522	1.92596e-12	0.00584012	9.10986e-06	1.30086	0.015161
641	627.547	1.20735e-05	6.76577	0.486379	0.00378095	1.7109e-12	0.00584926	9.00597e-06	1.30289	0.0149456
642	628.526	1.23599e-05	6.77477	0.480526	0.00378669	1.52074e-12	0.0058584	8.93012e-06	1.30493	0.0147263
643	629.504	1.26494e-05	6.78378	0.474714	0.00379242	1.3525e-12	0.00586754	8.88086e-06	1.30696	0.0145032
644	630.483	1.29419e-05	6.79279	0.468953	0.00379816	1.20355e-12	0.00587668	8.85693e-06	1.309	0.0142764
645	631.462	1.32371e-05	6.8018	0.463249	0.00380389	1.07159e-12	0.00588582	8.85717e-06	1.31103	0.0140462
646	632.441	1.35351e-05	6.81081	0.457611	0.00380963	9.54628e-13	0.00589496	8.88052e-06	1.31307	0.0138126
647	633.42	1.38355e-05	6.81982	0.452047	0.00381536	8.50876e-13	0.0059041	8.92603e-06	1.31511	0.013576
648	634.399	1.41384e-05	6.82883	0.446564	0.0038211	7.58786e-13	0.00591324	8.99283e-06	1.31714	0.0133365
649	635.378	1.44434e-05	6.83784	0.441169	0.00382683	6.76993e-13	0.00592238	9.0801e-06	1.31918	0.0130944
650	636.357	1.47505e-05	6.84685	0.435867	0.00383257	6.04299e-13	0.00593152	9.18709e-06	1.32121	0.0128498
651	637.336	1.50595e-05	6.85586	0.430666	0.0038383	5.3965e-13	0.00594066	9.31308e-06	1.32325	0.0126031
652	638.315	1.53702e-05	6.86486	0.42557	0.00384404	4.82119e-13	0.0059498	9.45739e-06	1.32528	0.0123544
653	639.294	1.56826e-05	6.87387	0.420584	0.00384977	4.3089e-13	0.00595894	9.61938e-06	1.32732	0.0121041
654	640.273	1.59963e-05	6.88288	0.415714	0.00385551	3.85245e-13	0.00596808	9.7984e-06	1.32936	0.0118524
655	641.252	1.63113e-05	6.89189	0.410963	0.00386124	3.44551e-13	0.00597722	9.99385e-06	1.33139	0.0115995
656	642.231	1.66273e-05	6.9009	0.406335	0.00386698	3.08251e-13	0.00598636	1.02051e-05	1.33343	0.0113457
657	643.21	1.69443e-05	6.90991	0.401833	0.00387271	2.75851e-13	0.00599549	1.04316e-05	1.33546	0.0110913
658	644.189	1.7262e-05	6.91892	0.39746	0.00387845	2.46919e-13	0.00600463	1.06726e-05	1.3375	0.0108365
659	645.168	1.75804e-05	6.92793	0.39322	0.00388418	2.21068e-13	0.00601377	1.09276e-05	1.33953	0.0105816
660	646.147	1.78992e-05	6.93694	0.389112	0.00388992	1.97962e-13	0.00602291	1.1196e-05	1.34157	0.0103269
661	647.126	1.82183e-05	6.94595	0.385139	0.00389565	1.77298e-13	0.00603205	1.1477e-05	1.34361	0.0100725
662	648.105	1.85375e-05	6.95495	0.381302	0.00390139	1.5881e-13	0.00604119	1.17701e-05	1.34564	0.00981885
663	649.084	1.88568e-05	6.96396	0.377601	0.00390712	1.42265e-13	0.00605033	1.20746e-05	1.34768	0.00956607
664	650.063	1.9176e-05	6.97297	0.374037	0.00391286	1.27451e-13	0.00605947	1.23897e-05	1.34971	0.00931445
665	651.042	1.94949e-05	6.98198	0.370609	0.0039186	1.14184e-13	0.00606861	1.27149e-05	1.35175	0.00906421
666	652.021	1.98134e-05	6.99099	0.367315	0.00392433	1.02299e-13	0.00607775	1.30493e-05	1.35379	0.00881559
667	653	2.01315e-05	7	0.364156	0.00393007	9.1649e-14	0.00608689	1.33922e-05	1.35582	0.00856881
668	653.979	2.04491e-05	7.00901	0.36113	0.0039358	8.21041e-14	0.00609603	1.37428e-05	1.35786	0.0083241
669	654.958	2.07659e-05	7.01802	0.358234	0.00394154	7.35477e-14	0.00610517	1.41003e-05	1.35989	0.00808167
670	655.937	2.10821e-05	7.02703	0.355466	0.00394727	6.58765e-14	0.00611431	1.4464e-05	1.36193	0.00784171
671	656.916	2.13974e-05	7.03604	0.352823	0.00395301	5.89981e-14	0.00612345	1.4833e-05	1.36396	0.00760442
672	657.895	2.17119e-05	7.04505	0.350303	0.00395874	5.283e-14	0.00613259	1.52065e-05	1.366	0.00736999
673	658.874	2.20255e-05	7.05405	0.347902	0.00396448	4.72985e-14	0.00614173	1.55835e-05	1.36804	0.00713859
674	659.853	2.23382e-05	7.06306	0.345616	0.00397021	4.2338e-14	0.00615087	1.59633e-05	1.37007	0.00691038
675	660.832	2.265e-05	7.07207	0.343442	0.00397595	3.78895e-14	0.00616001	1.63448e-05	1.37211	0.00668552
676	661.811	2.2961e-05	7.08108	0.341375	0.00398168	3.39004e-14	0.00616914	1.67273e-05	1.37414	0.00646416
677	662.79	2.3271e-05	7.09009	0.33941	0.00398742	3.03235e-14	0.00617828	1.71098e-05	1.37618	0.00624644
678	663.769	2.35802e-05	7.0991	0.337543	0.00399315	2.71165e-14	0.00618742	1.74913e-05	1.37821	0.00603247
679	664.748	2.38887e-05	7.10811	0.335769	0.00399889	2.42416e-14	0.00619656	1.78709e-05	1.38025	0.00582238
680	665.727	2.41966e-05	7.11712	0.334083	0.00400462	2.16647e-14	0.0062057	1.82477e-05	1.38229	0.00561627
681	666.706	2.45039e-05	7.12613	0.332479	0.00401036	1.93554e-14	0.00621484	1.86208e-05	1.38432	0.00541424
682	667.685	2.48108e-05	7.13514	0.330952	0.00401609	1.72863e-14	0.00622398	1.89891e-05	1.38636	0.00521637
683	668.664	2.51174e-05	7.14414	0.329497	0.00402183	1.54329e-14	0.00623312	1.93518e-05	1.38839	0.00502274
684	669.643	2.5424e-05	7.15315	0.328107	0.00402756	1.37731e-14	0.00624226	1.9708e-05	1.39043	0.00483342
685	670.622	2.57307e-05	7.16216	0.326776	0.0040333	1.2287e-14	0.0062514	2.00566e-05	1.39246	0.00464846
686	671.601	2.60378e-05	7.17117	0.3255	0.00403903	1.0957e-14	0.00626054	2.03969e-05	1.3945	0.00446791
687	672.58	2.63455e-05	7.18018	0.324271	0.00404477	9.76686e-15	0.00626968	2.07278e-05	1.39654	0.00429181
688	673.559	2.66541e-05	7.18919	0.323085	0.0040505	8.70235e-15	0.00627882	2.10486e-05	1.39857	0.00412019
689	674.538	2.6964e-05	7.1982	0.321934	0.00405624	7.75052e-15	0.00628796	2.13584e-05	1.40061	0.00395307
690	675.517	2.72754e-05	7.20721	0.320814	0.00406197	6.89974e-15	0.0062971	2.16562e-05	1.40264	0.00379046
691	676.495	2.75887e-05	7.21622	0.319718	0.00406771	6.13958e-15	0.00630624	2.19415e-05	1.40468	0.00363236
692	677.474	2.79044e-05	7.22523	0.31864	0.00407344	5.46065e-15	0.00631538	2.22132e-05	1.40672	0.00347877
693	678.453	2.82229e-05	7.23423	0.317574	0.00407918	4.85452e-15	0.00632452	2.24708e-05	1.40875	0.00332969
694	679.432	2.85445e-05	7.24324	0.316515	0.00408491	4.31361e-15	0.00633366	2.27134e-05	1.41079	0.00318508
695	680.411	2.88699e-05	7.25225	0.315457	0.00409065	3.83111e-15	0.00634279	2.29404e-05	1.41282	0.00304492
696	681.39	2.91996e-05	7.26126	0.314395	0.00409639	3.4009e-15	0.00635193	2.31512e-05	1.41486	0.00290919
697	682.369	2.9534e-05	7.27027	0.313324	0.00410212	3.0175e-15	0.00636107	2.33452e-05	1.41689	0.00277784
698	683.348	2.98738e-05	7.27928	0.312237	0.00410786	2.67597e-15	0.00637021	2.35217e-05	1.41893	0.00265083
699	684.327	3.02197e-05	7.28829	0.31113	0.00411359	2.37188e-15	0.00637935	2.36804e-05	1.42097	0.00252811
700	685.306	3.05722e-05	7.2973	0.309999	0.00411933	2.10126e-15	0.00638849	2.38207e-05	1.423	0.00240963
701	686.285	3.0932e-05	7.30631	0.308838	0.00412506	1.86054e-15	0.00639763	2.39422e-05	1.42504	0.00229532
702	687.264	3.13e-05	7.31532	0.307644	0.0041308	1.64653e-15	0.00640677	2.40446e-05	1.42707	0.00218511
703	688.243	3.16768e-05	7.32432	0.306411	0.00413653	1.45637e-15	0.00641591	2.41275e-05	1.42911	0.00207895
704	689.222	3.20632e-05	7.33333	0.305136	0.00414227	1.28747e-15	0.00642505	2.41907e-05	1.43114	0.00197676
705	690.201	3.24601e-05	7.34234	0.303815	0.004148	1.13755e-15	0.00643419	2.42339e-05	1.43318	0.00187847
706	691.18	3.28683e-05	7.35135	0.302445	0.00415374	1.00454e-15	0.00644333	2.42571e-05	1.43522	0.00178398
707	692.159	3.32887e-05	7.36036	0.301023	0.00415947	8.86595e-16	0.00645247	2.42601e-05	1.43725	0.00169324
708	693.138	3.37223e-05	7.36937	0.299544	0.00416521	7.82068e-16	0.00646161	2.42428e-05	1.43929	0.00160614
709	694.117	3.41701e-05	7.37838	0.298008	0.00417094	6.89481e-16	0.00647075	2.42054e-05	1.44132	0.0015226
710	695.096	3.4633e-05	7.38739	0.29641	0.00417668	6.07517e-16	0.00647989	2.41477e-05	1.44336	0.00144255
711	696.075	3.51122e-05	7.3964	0.29475	0.00418241	5.34996e-16	0.00648903	2.407e-05	1.44539	0.00136588
712	697.054	3.56086e-05	7.40541	0.293025	0.00418815	4.70868e-16	0.00649817	2.39725e-05	1.44743	0.0012925
713	698.033	3.61235e-05	7.41441	0.291233	0.00419388	4.14191e-16	0.00650731	2.38553e-05	1.44947	0.00122234
714	699.012	3.66579e-05	7.42342	0.289373	0.00419962	3.6413e-16	0.00651644	2.37186e-05	1.4515	0.00115528
715	699.991	3.72132e-05	7.43243	0.287444	0.00420535	3.19937e-16	0.00652558	2.3563e-05	1.45354	0.00109125
716	700.97	3.77904e-05	7.44144	0.285446	0.00421109	2.80947e-16	0.00653472	2.33886e-05	1.45557	0.00103015
717	701.949	3.83911e-05	7.45045	0.283377	0.00421682	2.46567e-16	0.00654386	2.31959e-05	1.45761	0.000971884
718	702.928	3.90164e-05	7.45946	0.281237	0.00422256	2.16269e-16	0.006553	2.29855e-05	1.45965	0.000916362
719	703.907	3.96677e-05	7.46847	0.279027	0.00422829	1.89585e-16	0.00656214	2.27577e-05	1.46168	0.000863492
720	704.886	4.03465e-05	7.47748	0.276746	0.00423403	1.66097e-16	0.00657128	2.25131e-05	1.46372	0.000813183
721	705.865	4.10541e-05	7.48649	0.274396	0.00423976	1.45434e-16	0.00658042	2.22524e-05	1.46575	0.000765344
722	706.844	4.17922e-05	7.4955	0.271976	0.0042455	1.27268e-16	0.00658956	2.1976e-05	1.46779	0.000719886
723	707.823	4.25623e-05	7.5045	0.269489	0.00425123	1.11306e-16	0.0065987	2.16848e-05	1.46982	0.000676721
724	708.802	4.33659e-05	7.51351	0.266935	0.00425697	9.7289e-17	0.00660784	2.13793e-05	1.47186	0.000635761
725	709.781	4.42048e-05	7.52252	0.264315	0.0042627	8.49874e-17	0.00661698	2.10603e-05	1.4739	0.000596921
726	710.76	4.50806e-05	7.53153	0.261631	0.00426844	7.41976e-17	0.00662612	2.07284e-05	1.47593	0.000560116
727	711.739	4.5995e-05	7.54054	0.258886	0.00427417	6.47396e-17	0.00663526	2.03845e-05	1.47797	0.000525265
728	712.718	4.695e-05	7.54955	0.256081	0.00427991	5.6454e-17	0.0066444	2.00294e-05	1.48	0.000492286
729	713.697	4.79473e-05	7.55856	0.253219	0.00428564	4.91997e-17	0.00665354	1.96637e-05	1.48204	0.0004611
730	714.676	4.89889e-05	7.56757	0.250302	0.00429138	4.28523e-17	0.00666268	1.92884e-05	1.48407	0.000431629
731	715.655	5.00767e-05	7.57658	0.247332	0.00429711	3.73017e-17	0.00667182	1.89041e-05	1.48611	0.000403799
732	716.634	5.12129e-05	7.58559	0.244313	0.00430285	3.24508e-17	0.00668096	1.85119e-05	1.48815	0.000377537
733	717.613	5.23996e-05	7.59459	0.241247	0.00430859	2.8214e-17	0.00669009	1.81124e-05	1.49018	0.00035277
734	718.592	5.36389e-05	7.6036	0.238138	0.00431432	2.45158e-17	0.00669923	1.77064e-05	1.49222	0.000329429
735	719.571	5.49332e-05	7.61261	0.234988	0.00432006	2.12897e-17	0.00670837	1.72949e-05	1.49425	0.000307448
736	720.549	5.62847e-05	7.62162	0.231801	0.00432579	1.84772e-17	0.00671751	1.68787e-05	1.49629	0.000286761
737	721.529	5.7696e-05	7.63063	0.22858	0.00433153	1.60266e-17	0.00672665	1.64585e-05	1.49832	0.000267305
738	722.508	5.91694e-05	7.63964	0.225329	0.00433726	1.38928e-17	0.00673579	1.60351e-05	1.50036	0.000249019
739	723.486	6.07077e-05	7.64865	0.222051	0.004343	1.20359e-17	0.00674493	1.56093e-05	1.5024	0.000231845
740	724.465	6.23136e-05	7.65766	0.21875	0.00434873	1.04209e-17	0.00675407	1.5182e-05	1.50443	0.000215725
741	725.444	6.39898e-05	7.66667	0.215429	0.00435447	9.01727e-18	0.00676321	1.47538e-05	1.50647	0.000200606
742	726.423	6.57393e-05	7.67568	0.212093	0.0043602	7.79803e-18	0.00677235	1.43256e-05	1.5085	0.000186433
743	727.402	6.75651e-05	7.68468	0.208744	0.00436594	6.73961e-18	0.00678149	1.38979e-05	1.51054	0.000173159
744	728.381	6.94703e-05	7.69369	0.205386	0.00437167	5.82136e-18	0.00679063	1.34716e-05	1.51258	0.000160732
745	729.36	7.14582e-05	7.7027	0.202023	0.00437741	5.0252e-18	0.00679977	1.30473e-05	1.51461	0.000149108
746	730.339	7.35322e-05	7.71171	0.198659	0.00438314	4.33534e-18	0.00680891	1.26256e-05	1.51665	0.000138241
747	731.318	7.56959e-05	7.72072	0.195297	0.00438888	3.73793e-18	0.00681805	1.22072e-05	1.51868	0.000128089
748	732.297	7.79528e-05	7.72973	0.191941	0.00439461	3.22092e-18	0.00682719	1.17926e-05	1.52072	0.000118612
749	733.276	8.0307e-05	7.73874	0.188594	0.00440035	2.77375e-18	0.00683633	1.13824e-05	1.52275	0.000109769
750	734.255	8.27622e-05	7.74775	0.18526	0.00440608	2.38722e-18	0.00684547	1.09772e-05	1.52479	0.000101525
751	735.234	8.53228e-05	7.75676	0.181943	0.00441182	2.05333e-18	0.00685461	1.05774e-05	1.52683	9.38438e-05
752	736.213	8.7993e-05	7.76577	0.178645	0.00441755	1.76507e-18	0.00686374	1.01835e-05	1.52886	8.66915e-05
753	737.192	9.07774e-05	7.77477	0.17537	0.00442329	1.51637e-18	0.00687288	9.79592e-06	1.5309	8.00363e-05
754	738.171	9.36806e-05	7.78378	0.17212	0.00442902	1.30193e-18	0.00688202	9.41512e-06	1.53293	7.38476e-05
755	739.15	9.67077e-05	7.79279	0.1689	0.00443476	1.11714e-18	0.00689116	9.04144e-06	1.53497	6.80966e-05
756	740.129	9.98637e-05	7.8018	0.165712	0.00444049	9.58005e-19	0.0069003	8.67521e-06	1.537	6.27557e-05
757	741.108	0.000103154	7.81081	0.162559	0.00444623	8.21043e-19	0.00690944	8.31676e-06	1.53904	5.77991e-05
758	742.087	0.000106584	7.81982	0.159443	0.00445196	7.03237e-19	0.00691858	7.96634e-06	1.54108	5.3202e-05
759	743.066	0.00011016	7.82883	0.156367	0.0044577	6.01972e-19	0.00692772	7.62421e-06	1.54311	4.89412e-05
760	744.045	0.000113887	7.83784	0.153333	0.00446343	5.14979e-19	0.00693686	7.29057e-06	1.54515	4.49946e-05
761	745.024	0.000117773	7.84685	0.150345	0.00446917	4.40292e-19	0.006946	6.96561e-06	1.54718	4.13415e-05
762	746.003	0.000121823	7.85586	0.147403	0.0044749	3.7621e-19	0.00695514	6.64949e-06	1.54922	3.79622e-05
763	746.982	0.000126045	7.86486	0.144511	0.00448064	3.21261e-19	0.00696428	6.34232e-06	1.55125	3.48382e-05
764	747.961	0.000130446	7.87387	0.141669	0.00448637	2.74172e-19	0.00697342	6.04421e-06	1.55329	3.19522e-05
765	748.94	0.000135033	7.88288	0.13888	0.00449211	2.33844e-19	0.00698256	5.75521e-06	1.55533	2.92877e-05
766	749.919	0.000139814	7.89189	0.136145	0.00449785	1.99328e-19	0.0069917	5.47538e-06	1.55736	2.68293e-05
767	750.898	0.000144797	7.9009	0.133465	0.00450358	1.69804e-19	0.00700084	5.20474e-06	1.5594	2.45626e-05
768	751.877	0.000149991	7.90991	0.130842	0.00450932	1.44566e-19	0.00700998	4.94326e-06	1.56143	2.24739e-05
769	752.856	0.000155405	7.91892	0.128278	0.00451505	1.23003e-19	0.00701912	4.69093e-06	1.56347	2.05504e-05
770	753.835	0.000161047	7.92793	0.125772	0.00452079	1.04595e-19	0.00702826	4.4477e-06	1.56551	1.87805e-05
771	754.814	0.000166927	7.93694	0.123326	0.00452652	8.88874e-20	0.0070374	4.21351e-06	1.56754	1.71527e-05
772	755.793	0.000173055	7.94595	0.12094	0.00453226	7.54933e-20	0.00704653	3.98826e-06	1.56958	1.56566e-05
773	756.772	0.000179442	7.95496	0.118615	0.00453799	6.40789e-20	0.00705567	3.77184e-06	1.57161	1.42825e-05
774	757.751	0.000186097	7.96396	0.116352	0.00454373	5.43575e-20	0.00706481	3.56414e-06	1.57365	1.30212e-05
775	758.73	0.000193033	7.97297	0.11415	0.00454946	4.6083e-20	0.00707395	3.36501e-06	1.57568	1.18642e-05
776	759.709	0.000200261	7.98198	0.11201	0.0045552	3.90446e-20	0.00708309	3.17431e-06	1.57772	1.08035e-05
777	760.688	0.000207792	7.99099	0.109931	0.00456093	3.30611e-20	0.00709223	2.99188e-06	1.57976	9.83185e-06
778	761.667	0.000215639	8	0.107914	0.00456667	2.79777e-20	0.00710137	2.81753e-06	1.58179	8.94222e-06
779	762.646	0.000223814	8.00901	0.105957	0.0045724	2.36616e-20	0.00711051	2.6511e-06	1.58383	8.12825e-06
780	763.625	0.000232332	8.01802	0.104061	0.00457814	1.99993e-20	0.00711965	2.49237e-06	1.58586	7.38397e-06
781	764.604	0.000241205	8.02703	0.102226	0.00458387	1.68936e-20	0.00712879	2.34116e-06	1.5879	6.70385e-06
782	765.583	0.000250447	8.03604	0.100449	0.00458961	1.42616e-20	0.00713793	2.19725e-06	1.58993	6.08275e-06
783	766.562	0.000260074	8.04504	0.0987315	0.00459534	1.20323e-20	0.00714707	2.06044e-06	1.59197	5.51592e-06
784	767.541	0.0002701	8.05405	0.0970715	0.00460108	1.01454e-20	0.00715621	1.93051e-06	1.59401	4.99893e-06
785	768.52	0.00028054	8.06306	0.0954683	0.00460681	8.54925e-21	0.00716535	1.80723e-06	1.59604	4.52771e-06
786	769.499	0.00029141	8.07207	0.0939208	0.00461255	7.19986e-21	0.00717449	1.69039e-06	1.59808	4.09848e-06
787	770.477	0.000302728	8.08108	0.0924278	0.00461828	6.05978e-21	0.00718363	1.57976e-06	1.60011	3.70774e-06
788	771.456	0.000314508	8.09009	0.0909881	0.00462402	5.09715e-21	0.00719277	1.47512e-06	1.60215	3.35226e-06
789	772.435	0.00032677	8.0991	0.0896004	0.00462975	4.28486e-21	0.00720191	1.37624e-06	1.60418	3.02907e-06
790	773.414	0.000339529	8.10811	0.0882633	0.00463549	3.59983e-21	0.00721104	1.28289e-06	1.60622	2.73542e-06
791	774.393	0.000352805	8.11712	0.0869753	0.00464122	3.0225e-21	0.00722018	1.19486e-06	1.60826	2.46877e-06
792	775.372	0.000366615	8.12613	0.0857351	0.00464696	2.53623e-21	0.00722932	1.11193e-06	1.61029	2.22681e-06
793	776.351	0.000380979	8.13514	0.0845411	0.00465269	2.1269e-21	0.00723846	1.03388e-06	1.61233	2.00737e-06
794	777.33	0.000395916	8.14414	0.0833916	0.00465843	1.78256e-21	0.0072476	9.60483e-07	1.61436	1.80849e-06
795	778.309	0.000411445	8.15315	0.0822851	0.00466416	1.49307e-21	0.00725674	8.91542e-07	1.6164	1.62835e-06
796	779.288	0.000427586	8.16216	0.0812199	0.0046699	1.24984e-21	0.00726588	8.26847e-07	1.61843	1.4653e-06
797	780.267	0.00044436	8.17117	0.0801943	0.00467563	1.0456e-21	0.00727502	7.66195e-07	1.62047	1.31779e-06
798	781.246	0.000461787	8.18018	0.0792067	0.00468137	8.74212e-22	0.00728416	7.09389e-07	1.62251	1.18444e-06
799	782.225	0.000479887	8.18919	0.0782554	0.00468711	7.30476e-22	0.0072933	6.56237e-07	1.62454	1.06396e-06
800	783.204	0.000498684	8.1982	0.0773387	0.00469284	6.10006e-22	0.00730244	6.06552e-07	1.62658	9.55178e-07
801	784.183	0.000518196	8.20721	0.0764549	0.00469858	5.09097e-22	0.00731158	5.60153e-07	1.62861	8.57014e-07
802	785.162	0.000538447	8.21622	0.0756022	0.00470431	4.24627e-22	0.00732072	5.16864e-07	1.63065	7.68489e-07
803	786.141	0.000559458	8.22523	0.074779	0.00471005	3.53959e-22	0.00732986	4.76515e-07	1.63269	6.88707e-07
804	787.12	0.00058125	8.23423	0.0739837	0.00471578	2.94876e-22	0.007339	4.38942e-07	1.63472	6.16848e-07
805	788.099	0.000603847	8.24324	0.0732145	0.00472152	2.45509e-22	0.00734814	4.03989e-07	1.63676	5.52165e-07
806	789.078	0.000627269	8.25225	0.0724699	0.00472725	2.04285e-22	0.00735728	3.71504e-07	1.63879	4.93978e-07
807	790.057	0.00065154	8.26126	0.0717483	0.00473299	1.69882e-22	0.00736642	3.4134e-07	1.64083	4.41667e-07
808	791.036	0.000676681	8.27027	0.0710482	0.00473872	1.41189e-22	0.00737556	3.1336e-07	1.64286	3.94667e-07
809	792.015	0.000702714	8.27928	0.0703679	0.00474446	1.17273e-22	0.0073847	2.87428e-07	1.6449	3.52465e-07
810	792.994	0.000729661	8.28829	0.069706	0.00475019	9.73517e-23	0.00739383	2.63419e-07	1.64694	3.14595e-07
811	793.973	0.000757545	8.2973	0.0690612	0.00475593	8.07671e-23	0.00740297	2.4121e-07	1.64897	2.80632e-07
812	794.952	0.000786386	8.30631	0.068432	0.00476166	6.69692e-23	0.00741211	2.20686e-07	1.65101	2.50192e-07
813	795.931	0.000816206	8.31532	0.067817	0.0047674	5.54968e-23	0.00742125	2.01737e-07	1.65304	2.22926e-07
814	796.91	0.000847027	8.32432	0.0672151	0.00477313	4.59637e-23	0.00743039	1.84258e-07	1.65508	1.98519e-07
815	797.889	0.000878868	8.33333	0.0666249	0.00477887	3.80469e-23	0.00743953	1.68151e-07	1.65711	1.76683e-07
816	798.868	0.00091175	8.34234	0.0660454	0.0047846	3.14766e-23	0.00744867	1.53321e-07	1.65915	1.5716e-07
817	799.847	0.000945694	8.35135	0.0654754	0.00479034	2.60269e-23	0.00745781	1.39681e-07	1.66119	1.39715e-07
818	800.826	0.000980717	8.36036	0.0649139	0.00479607	2.15096e-23	0.00746695	1.27146e-07	1.66322	1.24136e-07
819	801.805	0.00101684	8.36937	0.0643599	0.00480181	1.77674e-23	0.00747609	1.15637e-07	1.66526	1.10233e-07
820	802.784	0.00105408	8.37838	0.0638125	0.00480754	1.46692e-23	0.00748523	1.05081e-07	1.66729	9.78314e-08
821	803.763	0.00109245	8.38739	0.0632708	0.00481328	1.21058e-23	0.00749437	9.54077e-08	1.66933	8.67771e-08
822	804.742	0.00113198	8.3964	0.0627341	0.00481901	9.98614e-24	0.00750351	8.65511e-08	1.67136	7.6929e-08
823	805.721	0.00117267	8.40541	0.0622016	0.00482475	8.23448e-24	0.00751265	7.845e-08	1.6734	6.81609e-08
824	806.7	0.00121454	8.41441	0.0616727	0.00483048	6.78782e-24	0.00752179	7.10468e-08	1.67544	6.03588e-08
825	807.679	0.00125761	8.42342	0.0611467	0.00483622	5.59378e-24	0.00753093	6.42875e-08	1.67747	5.34206e-08
826	808.658	0.00130188	8.43243	0.0606232	0.00484195	4.60886e-24	0.00754007	5.81219e-08	1.67951	4.72542e-08
827	809.637	0.00134738	8.44144	0.0601017	0.00484769	3.79693e-24	0.00754921	5.2503e-08	1.68154	4.17769e-08
828	810.616	0.0013941	8.45045	0.0595818	0.00485342	3.12801e-24	0.00755834	4.73871e-08	1.68358	3.69146e-08
829	811.595	0.00144206	8.45946	0.0590631	0.00485916	2.57725e-24	0.00756748	4.27333e-08	1.68562	3.26007e-08
830	812.574	0.00149127	8.46847	0.0585454	0.00486489	2.12406e-24	0.00757662	3.85038e-08	1.68765	2.87757e-08
831	813.553	0.00154173	8.47748	0.0580284	0.00487063	1.75137e-24	0.00758576	3.46635e-08	1.68969	2.5386e-08
832	814.531	0.00159345	8.48649	0.057512	0.00487636	1.44508e-24	0.0075949	3.11797e-08	1.69172	2.23839e-08
833	815.51	0.00164643	8.49549	0.056996	0.0048821	1.1935e-24	0.00760404	2.80222e-08	1.69376	1.97266e-08
834	816.489	0.00170068	8.5045	0.0564804	0.00488784	9.86993e-25	0.00761318	2.5163e-08	1.69579	1.73758e-08
835	817.468	0.00175619	8.51351	0.0559652	0.00489357	8.17578e-25	0.00762232	2.25764e-08	1.69783	1.52974e-08
836	818.447	0.00181296	8.52252	0.0554504	0.00489931	6.78676e-25	0.00763146	2.02385e-08	1.69987	1.34608e-08
837	819.426	0.00187099	8.53153	0.054936	0.00490504	5.64856e-25	0.0076406	1.81273e-08	1.7019	1.18388e-08
838	820.405	0.00193028	8.54054	0.0544223	0.00491078	4.71642e-25	0.00764974	1.62225e-08	1.70394	1.04071e-08
839	821.384	0.00199082	8.54955	0.0539093	0.00491651	3.95345e-25	0.00765888	1.45056e-08	1.70597	9.14413e-09
840	822.363	0.00205259	8.55856	0.0533973	0.00492225	3.32926e-25	0.00766802	1.29593e-08	1.70801	8.03059e-09
841	823.342	0.0021156	8.56757	0.0528865	0.00492798	2.81886e-25	0.00767716	1.15681e-08	1.71004	7.04933e-09
842	824.321	0.00217982	8.57658	0.0523771	0.00493372	2.40167e-25	0.0076863	1.03174e-08	1.71208	6.18512e-09
843	825.3	0.00224525	8.58559	0.0518695	0.00493945	2.0608e-25	0.00769544	9.19413e-09	1.71412	5.4244e-09
844	826.279	0.00231186	8.59459	0.0513639	0.00494519	1.78235e-25	0.00770458	8.18619e-09	1.71615	4.75514e-09
