divergence_model	estimated_prob	glm_adjusted_prob	div_model_with_conditional_age_estimates
0,1,1,0,2,2,0,0,1,3,3	0.001	1.01497361917e-09	0:0.00676419947[&age_median=0.00676419947,age_mean=0.00676419947,age_n=1,age_range={0.00676419947,0.00676419947},age_hpdi_95={0.00676419947,0.00676419947},age_qi_95={0.00676419947,0.00676419947}],1:0.0038760131[&age_median=0.0038760131,age_mean=0.0038760131,age_n=1,age_range={0.0038760131,0.0038760131},age_hpdi_95={0.0038760131,0.0038760131},age_qi_95={0.0038760131,0.0038760131}],2:0.00040693744[&age_median=0.00040693744,age_mean=0.00040693744,age_n=1,age_range={0.00040693744,0.00040693744},age_hpdi_95={0.00040693744,0.00040693744},age_qi_95={0.00040693744,0.00040693744}],3:0.00146440632[&age_median=0.00146440632,age_mean=0.00146440632,age_n=1,age_range={0.00146440632,0.00146440632},age_hpdi_95={0.00146440632,0.00146440632},age_qi_95={0.00146440632,0.00146440632}]
0,1,0,0,1,1,1,1,0,1,1	0.001	1.05241553213e-09	0:0.00157482889[&age_median=0.00157482889,age_mean=0.00157482889,age_n=1,age_range={0.00157482889,0.00157482889},age_hpdi_95={0.00157482889,0.00157482889},age_qi_95={0.00157482889,0.00157482889}],1:0.00290755273[&age_median=0.00290755273,age_mean=0.00290755273,age_n=1,age_range={0.00290755273,0.00290755273},age_hpdi_95={0.00290755273,0.00290755273},age_qi_95={0.00290755273,0.00290755273}]
0,1,0,0,2,1,3,3,0,3,2	0.001	1.090872819e-09	0:0.00254209532[&age_median=0.00254209532,age_mean=0.00254209532,age_n=1,age_range={0.00254209532,0.00254209532},age_hpdi_95={0.00254209532,0.00254209532},age_qi_95={0.00254209532,0.00254209532}],1:8.56533e-05[&age_median=8.56533e-05,age_mean=8.56533e-05,age_n=1,age_range={8.56533e-05,8.56533e-05},age_hpdi_95={8.56533e-05,8.56533e-05},age_qi_95={8.56533e-05,8.56533e-05}],2:0.00010372911[&age_median=0.00010372911,age_mean=0.00010372911,age_n=1,age_range={0.00010372911,0.00010372911},age_hpdi_95={0.00010372911,0.00010372911},age_qi_95={0.00010372911,0.00010372911}],3:1.529801e-05[&age_median=1.529801e-05,age_mean=1.529801e-05,age_n=1,age_range={1.529801e-05,1.529801e-05},age_hpdi_95={1.529801e-05,1.529801e-05},age_qi_95={1.529801e-05,1.529801e-05}]
0,1,0,2,3,3,0,4,3,4,2	0.001	1.13034547979e-09	0:0.00729964397[&age_median=0.00729964397,age_mean=0.00729964397,age_n=1,age_range={0.00729964397,0.00729964397},age_hpdi_95={0.00729964397,0.00729964397},age_qi_95={0.00729964397,0.00729964397}],1:0.0002850266[&age_median=0.0002850266,age_mean=0.0002850266,age_n=1,age_range={0.0002850266,0.0002850266},age_hpdi_95={0.0002850266,0.0002850266},age_qi_95={0.0002850266,0.0002850266}],2:0.00023067258[&age_median=0.00023067258,age_mean=0.00023067258,age_n=1,age_range={0.00023067258,0.00023067258},age_hpdi_95={0.00023067258,0.00023067258},age_qi_95={0.00023067258,0.00023067258}],3:0.00067296602[&age_median=0.00067296602,age_mean=0.00067296602,age_n=1,age_range={0.00067296602,0.00067296602},age_hpdi_95={0.00067296602,0.00067296602},age_qi_95={0.00067296602,0.00067296602}],4:0.00158899194[&age_median=0.00158899194,age_mean=0.00158899194,age_n=1,age_range={0.00158899194,0.00158899194},age_hpdi_95={0.00158899194,0.00158899194},age_qi_95={0.00158899194,0.00158899194}]
0,1,1,1,1,1,1,0,1,0,0	0.001	1.17083351448e-09	0:0.00073361677[&age_median=0.00073361677,age_mean=0.00073361677,age_n=1,age_range={0.00073361677,0.00073361677},age_hpdi_95={0.00073361677,0.00073361677},age_qi_95={0.00073361677,0.00073361677}],1:0.00033282814[&age_median=0.00033282814,age_mean=0.00033282814,age_n=1,age_range={0.00033282814,0.00033282814},age_hpdi_95={0.00033282814,0.00033282814},age_qi_95={0.00033282814,0.00033282814}]
0,1,1,1,1,1,1,0,1,0,1	0.001	1.2123466863e-09	0:0.00157801391[&age_median=0.00157801391,age_mean=0.00157801391,age_n=1,age_range={0.00157801391,0.00157801391},age_hpdi_95={0.00157801391,0.00157801391},age_qi_95={0.00157801391,0.00157801391}],1:0.00179695697[&age_median=0.00179695697,age_mean=0.00179695697,age_n=1,age_range={0.00179695697,0.00179695697},age_hpdi_95={0.00179695697,0.00179695697},age_qi_95={0.00179695697,0.00179695697}]
0,1,0,2,0,2,1,2,2,2,1	0.001	1.25488499523e-09	0:0.00051805396[&age_median=0.00051805396,age_mean=0.00051805396,age_n=1,age_range={0.00051805396,0.00051805396},age_hpdi_95={0.00051805396,0.00051805396},age_qi_95={0.00051805396,0.00051805396}],1:0.00067155503[&age_median=0.00067155503,age_mean=0.00067155503,age_n=1,age_range={0.00067155503,0.00067155503},age_hpdi_95={0.00067155503,0.00067155503},age_qi_95={0.00067155503,0.00067155503}],2:9.802117e-05[&age_median=9.802117e-05,age_mean=9.802117e-05,age_n=1,age_range={9.802117e-05,9.802117e-05},age_hpdi_95={9.802117e-05,9.802117e-05},age_qi_95={9.802117e-05,9.802117e-05}]
0,1,0,0,0,2,1,1,2,1,0	0.001	1.29843867808e-09	0:0.00131227914[&age_median=0.00131227914,age_mean=0.00131227914,age_n=1,age_range={0.00131227914,0.00131227914},age_hpdi_95={0.00131227914,0.00131227914},age_qi_95={0.00131227914,0.00131227914}],1:0.00031028078[&age_median=0.00031028078,age_mean=0.00031028078,age_n=1,age_range={0.00031028078,0.00031028078},age_hpdi_95={0.00031028078,0.00031028078},age_qi_95={0.00031028078,0.00031028078}],2:0.00270228348[&age_median=0.00270228348,age_mean=0.00270228348,age_n=1,age_range={0.00270228348,0.00270228348},age_hpdi_95={0.00270228348,0.00270228348},age_qi_95={0.00270228348,0.00270228348}]
0,1,2,3,4,5,6,3,7,6,0	0.001	1.34300773484e-09	0:0.00072147985[&age_median=0.00072147985,age_mean=0.00072147985,age_n=1,age_range={0.00072147985,0.00072147985},age_hpdi_95={0.00072147985,0.00072147985},age_qi_95={0.00072147985,0.00072147985}],1:0.00049750161[&age_median=0.00049750161,age_mean=0.00049750161,age_n=1,age_range={0.00049750161,0.00049750161},age_hpdi_95={0.00049750161,0.00049750161},age_qi_95={0.00049750161,0.00049750161}],2:0.00026294263[&age_median=0.00026294263,age_mean=0.00026294263,age_n=1,age_range={0.00026294263,0.00026294263},age_hpdi_95={0.00026294263,0.00026294263},age_qi_95={0.00026294263,0.00026294263}],3:0.00093680391[&age_median=0.00093680391,age_mean=0.00093680391,age_n=1,age_range={0.00093680391,0.00093680391},age_hpdi_95={0.00093680391,0.00093680391},age_qi_95={0.00093680391,0.00093680391}],4:0.0009091624[&age_median=0.0009091624,age_mean=0.0009091624,age_n=1,age_range={0.0009091624,0.0009091624},age_hpdi_95={0.0009091624,0.0009091624},age_qi_95={0.0009091624,0.0009091624}],5:0.00197994916[&age_median=0.00197994916,age_mean=0.00197994916,age_n=1,age_range={0.00197994916,0.00197994916},age_hpdi_95={0.00197994916,0.00197994916},age_qi_95={0.00197994916,0.00197994916}],6:0.00041703055[&age_median=0.00041703055,age_mean=0.00041703055,age_n=1,age_range={0.00041703055,0.00041703055},age_hpdi_95={0.00041703055,0.00041703055},age_qi_95={0.00041703055,0.00041703055}],7:0.0053719593[&age_median=0.0053719593,age_mean=0.0053719593,age_n=1,age_range={0.0053719593,0.0053719593},age_hpdi_95={0.0053719593,0.0053719593},age_qi_95={0.0053719593,0.0053719593}]
0,1,1,2,1,2,2,1,0,1,2	0.001	1.38859216551e-09	0:0.00141061287[&age_median=0.00141061287,age_mean=0.00141061287,age_n=1,age_range={0.00141061287,0.00141061287},age_hpdi_95={0.00141061287,0.00141061287},age_qi_95={0.00141061287,0.00141061287}],1:0.00114660785[&age_median=0.00114660785,age_mean=0.00114660785,age_n=1,age_range={0.00114660785,0.00114660785},age_hpdi_95={0.00114660785,0.00114660785},age_qi_95={0.00114660785,0.00114660785}],2:0.0002861763[&age_median=0.0002861763,age_mean=0.0002861763,age_n=1,age_range={0.0002861763,0.0002861763},age_hpdi_95={0.0002861763,0.0002861763},age_qi_95={0.0002861763,0.0002861763}]
0,0,1,1,1,1,2,3,0,2,3	0.001	1.43518220688e-09	0:0.00291991089[&age_median=0.00291991089,age_mean=0.00291991089,age_n=1,age_range={0.00291991089,0.00291991089},age_hpdi_95={0.00291991089,0.00291991089},age_qi_95={0.00291991089,0.00291991089}],1:0.0024890081[&age_median=0.0024890081,age_mean=0.0024890081,age_n=1,age_range={0.0024890081,0.0024890081},age_hpdi_95={0.0024890081,0.0024890081},age_qi_95={0.0024890081,0.0024890081}],2:0.00193516907[&age_median=0.00193516907,age_mean=0.00193516907,age_n=1,age_range={0.00193516907,0.00193516907},age_hpdi_95={0.00193516907,0.00193516907},age_qi_95={0.00193516907,0.00193516907}],3:0.00199243418[&age_median=0.00199243418,age_mean=0.00199243418,age_n=1,age_range={0.00199243418,0.00199243418},age_hpdi_95={0.00199243418,0.00199243418},age_qi_95={0.00199243418,0.00199243418}]
0,0,1,2,3,4,0,4,4,4,4	0.001	1.48275833252e-09	0:0.00169601148[&age_median=0.00169601148,age_mean=0.00169601148,age_n=1,age_range={0.00169601148,0.00169601148},age_hpdi_95={0.00169601148,0.00169601148},age_qi_95={0.00169601148,0.00169601148}],1:0.00494006248[&age_median=0.00494006248,age_mean=0.00494006248,age_n=1,age_range={0.00494006248,0.00494006248},age_hpdi_95={0.00494006248,0.00494006248},age_qi_95={0.00494006248,0.00494006248}],2:0.00081000098[&age_median=0.00081000098,age_mean=0.00081000098,age_n=1,age_range={0.00081000098,0.00081000098},age_hpdi_95={0.00081000098,0.00081000098},age_qi_95={0.00081000098,0.00081000098}],3:0.0003863385[&age_median=0.0003863385,age_mean=0.0003863385,age_n=1,age_range={0.0003863385,0.0003863385},age_hpdi_95={0.0003863385,0.0003863385},age_qi_95={0.0003863385,0.0003863385}],4:0.00038820145[&age_median=0.00038820145,age_mean=0.00038820145,age_n=1,age_range={0.00038820145,0.00038820145},age_hpdi_95={0.00038820145,0.00038820145},age_qi_95={0.00038820145,0.00038820145}]
0,1,2,2,3,4,5,6,7,4,7	0.001	1.53134006887e-09	0:0.00072550387[&age_median=0.00072550387,age_mean=0.00072550387,age_n=1,age_range={0.00072550387,0.00072550387},age_hpdi_95={0.00072550387,0.00072550387},age_qi_95={0.00072550387,0.00072550387}],1:0.00192261197[&age_median=0.00192261197,age_mean=0.00192261197,age_n=1,age_range={0.00192261197,0.00192261197},age_hpdi_95={0.00192261197,0.00192261197},age_qi_95={0.00192261197,0.00192261197}],2:0.00070263035[&age_median=0.00070263035,age_mean=0.00070263035,age_n=1,age_range={0.00070263035,0.00070263035},age_hpdi_95={0.00070263035,0.00070263035},age_qi_95={0.00070263035,0.00070263035}],3:0.00146976597[&age_median=0.00146976597,age_mean=0.00146976597,age_n=1,age_range={0.00146976597,0.00146976597},age_hpdi_95={0.00146976597,0.00146976597},age_qi_95={0.00146976597,0.00146976597}],4:0.00059138378[&age_median=0.00059138378,age_mean=0.00059138378,age_n=1,age_range={0.00059138378,0.00059138378},age_hpdi_95={0.00059138378,0.00059138378},age_qi_95={0.00059138378,0.00059138378}],5:0.00092425777[&age_median=0.00092425777,age_mean=0.00092425777,age_n=1,age_range={0.00092425777,0.00092425777},age_hpdi_95={0.00092425777,0.00092425777},age_qi_95={0.00092425777,0.00092425777}],6:0.00099771303[&age_median=0.00099771303,age_mean=0.00099771303,age_n=1,age_range={0.00099771303,0.00099771303},age_hpdi_95={0.00099771303,0.00099771303},age_qi_95={0.00099771303,0.00099771303}],7:0.00012646318[&age_median=0.00012646318,age_mean=0.00012646318,age_n=1,age_range={0.00012646318,0.00012646318},age_hpdi_95={0.00012646318,0.00012646318},age_qi_95={0.00012646318,0.00012646318}]
0,1,1,0,0,1,1,1,0,0,1	0.001	1.58088836308e-09	0:0.00145602282[&age_median=0.00145602282,age_mean=0.00145602282,age_n=1,age_range={0.00145602282,0.00145602282},age_hpdi_95={0.00145602282,0.00145602282},age_qi_95={0.00145602282,0.00145602282}],1:0.00295571015[&age_median=0.00295571015,age_mean=0.00295571015,age_n=1,age_range={0.00295571015,0.00295571015},age_hpdi_95={0.00295571015,0.00295571015},age_qi_95={0.00295571015,0.00295571015}]
0,1,1,0,1,0,2,0,0,2,2	0.001	1.63140321514e-09	0:0.00462260016[&age_median=0.00462260016,age_mean=0.00462260016,age_n=1,age_range={0.00462260016,0.00462260016},age_hpdi_95={0.00462260016,0.00462260016},age_qi_95={0.00462260016,0.00462260016}],1:0.00386956961[&age_median=0.00386956961,age_mean=0.00386956961,age_n=1,age_range={0.00386956961,0.00386956961},age_hpdi_95={0.00386956961,0.00386956961},age_qi_95={0.00386956961,0.00386956961}],2:0.00039819698[&age_median=0.00039819698,age_mean=0.00039819698,age_n=1,age_range={0.00039819698,0.00039819698},age_hpdi_95={0.00039819698,0.00039819698},age_qi_95={0.00039819698,0.00039819698}]
0,1,1,1,2,1,2,1,1,3,2	0.001	3.41815863863e-09	0:0.00366971343[&age_median=0.00366971343,age_mean=0.00366971343,age_n=1,age_range={0.00366971343,0.00366971343},age_hpdi_95={0.00366971343,0.00366971343},age_qi_95={0.00366971343,0.00366971343}],1:0.00380778233[&age_median=0.00380778233,age_mean=0.00380778233,age_n=1,age_range={0.00380778233,0.00380778233},age_hpdi_95={0.00380778233,0.00380778233},age_qi_95={0.00380778233,0.00380778233}],2:0.00087562005[&age_median=0.00087562005,age_mean=0.00087562005,age_n=1,age_range={0.00087562005,0.00087562005},age_hpdi_95={0.00087562005,0.00087562005},age_qi_95={0.00087562005,0.00087562005}],3:0.0092918153[&age_median=0.0092918153,age_mean=0.0092918153,age_n=1,age_range={0.0092918153,0.0092918153},age_hpdi_95={0.0092918153,0.0092918153},age_qi_95={0.0092918153,0.0092918153}]
0,1,2,3,1,4,3,5,6,6,1	0.001	1.78862019673e-09	0:0.00229163726[&age_median=0.00229163726,age_mean=0.00229163726,age_n=1,age_range={0.00229163726,0.00229163726},age_hpdi_95={0.00229163726,0.00229163726},age_qi_95={0.00229163726,0.00229163726}],1:0.00104002294[&age_median=0.00104002294,age_mean=0.00104002294,age_n=1,age_range={0.00104002294,0.00104002294},age_hpdi_95={0.00104002294,0.00104002294},age_qi_95={0.00104002294,0.00104002294}],2:0.00147999725[&age_median=0.00147999725,age_mean=0.00147999725,age_n=1,age_range={0.00147999725,0.00147999725},age_hpdi_95={0.00147999725,0.00147999725},age_qi_95={0.00147999725,0.00147999725}],3:0.00296160077[&age_median=0.00296160077,age_mean=0.00296160077,age_n=1,age_range={0.00296160077,0.00296160077},age_hpdi_95={0.00296160077,0.00296160077},age_qi_95={0.00296160077,0.00296160077}],4:0.00160103993[&age_median=0.00160103993,age_mean=0.00160103993,age_n=1,age_range={0.00160103993,0.00160103993},age_hpdi_95={0.00160103993,0.00160103993},age_qi_95={0.00160103993,0.00160103993}],5:0.00059876278[&age_median=0.00059876278,age_mean=0.00059876278,age_n=1,age_range={0.00059876278,0.00059876278},age_hpdi_95={0.00059876278,0.00059876278},age_qi_95={0.00059876278,0.00059876278}],6:0.00412669773[&age_median=0.00412669773,age_mean=0.00412669773,age_n=1,age_range={0.00412669773,0.00412669773},age_hpdi_95={0.00412669773,0.00412669773},age_qi_95={0.00412669773,0.00412669773}]
0,1,2,1,3,0,3,4,1,0,2	0.001	1.84285483207e-09	0:0.00085221161[&age_median=0.00085221161,age_mean=0.00085221161,age_n=1,age_range={0.00085221161,0.00085221161},age_hpdi_95={0.00085221161,0.00085221161},age_qi_95={0.00085221161,0.00085221161}],1:3.253577e-05[&age_median=3.253577e-05,age_mean=3.253577e-05,age_n=1,age_range={3.253577e-05,3.253577e-05},age_hpdi_95={3.253577e-05,3.253577e-05},age_qi_95={3.253577e-05,3.253577e-05}],2:0.00068297647[&age_median=0.00068297647,age_mean=0.00068297647,age_n=1,age_range={0.00068297647,0.00068297647},age_hpdi_95={0.00068297647,0.00068297647},age_qi_95={0.00068297647,0.00068297647}],3:0.00075891972[&age_median=0.00075891972,age_mean=0.00075891972,age_n=1,age_range={0.00075891972,0.00075891972},age_hpdi_95={0.00075891972,0.00075891972},age_qi_95={0.00075891972,0.00075891972}],4:0.00345560514[&age_median=0.00345560514,age_mean=0.00345560514,age_n=1,age_range={0.00345560514,0.00345560514},age_hpdi_95={0.00345560514,0.00345560514},age_qi_95={0.00345560514,0.00345560514}]
0,0,1,0,1,0,0,0,1,0,0	0.001	1.89797791957e-09	0:8.170593e-05[&age_median=8.170593e-05,age_mean=8.170593e-05,age_n=1,age_range={8.170593e-05,8.170593e-05},age_hpdi_95={8.170593e-05,8.170593e-05},age_qi_95={8.170593e-05,8.170593e-05}],1:0.00073202079[&age_median=0.00073202079,age_mean=0.00073202079,age_n=1,age_range={0.00073202079,0.00073202079},age_hpdi_95={0.00073202079,0.00073202079},age_qi_95={0.00073202079,0.00073202079}]
0,1,2,3,4,5,0,4,4,6,5	0.001	1.95396016961e-09	0:0.00067302163[&age_median=0.00067302163,age_mean=0.00067302163,age_n=1,age_range={0.00067302163,0.00067302163},age_hpdi_95={0.00067302163,0.00067302163},age_qi_95={0.00067302163,0.00067302163}],1:0.00088417178[&age_median=0.00088417178,age_mean=0.00088417178,age_n=1,age_range={0.00088417178,0.00088417178},age_hpdi_95={0.00088417178,0.00088417178},age_qi_95={0.00088417178,0.00088417178}],2:0.00145251743[&age_median=0.00145251743,age_mean=0.00145251743,age_n=1,age_range={0.00145251743,0.00145251743},age_hpdi_95={0.00145251743,0.00145251743},age_qi_95={0.00145251743,0.00145251743}],3:0.00028006543[&age_median=0.00028006543,age_mean=0.00028006543,age_n=1,age_range={0.00028006543,0.00028006543},age_hpdi_95={0.00028006543,0.00028006543},age_qi_95={0.00028006543,0.00028006543}],4:0.00025060731[&age_median=0.00025060731,age_mean=0.00025060731,age_n=1,age_range={0.00025060731,0.00025060731},age_hpdi_95={0.00025060731,0.00025060731},age_qi_95={0.00025060731,0.00025060731}],5:0.00104091608[&age_median=0.00104091608,age_mean=0.00104091608,age_n=1,age_range={0.00104091608,0.00104091608},age_hpdi_95={0.00104091608,0.00104091608},age_qi_95={0.00104091608,0.00104091608}],6:5.653795e-05[&age_median=5.653795e-05,age_mean=5.653795e-05,age_n=1,age_range={5.653795e-05,5.653795e-05},age_hpdi_95={5.653795e-05,5.653795e-05},age_qi_95={5.653795e-05,5.653795e-05}]
0,1,1,0,2,1,2,0,0,2,2	0.001	2.01078205578e-09	0:0.01072300041[&age_median=0.01072300041,age_mean=0.01072300041,age_n=1,age_range={0.01072300041,0.01072300041},age_hpdi_95={0.01072300041,0.01072300041},age_qi_95={0.01072300041,0.01072300041}],1:0.00186430351[&age_median=0.00186430351,age_mean=0.00186430351,age_n=1,age_range={0.00186430351,0.00186430351},age_hpdi_95={0.00186430351,0.00186430351},age_qi_95={0.00186430351,0.00186430351}],2:0.00153002419[&age_median=0.00153002419,age_mean=0.00153002419,age_n=1,age_range={0.00153002419,0.00153002419},age_hpdi_95={0.00153002419,0.00153002419},age_qi_95={0.00153002419,0.00153002419}]
0,1,2,1,3,2,4,0,5,4,6	0.001	2.06843381485e-09	0:0.00241487656[&age_median=0.00241487656,age_mean=0.00241487656,age_n=1,age_range={0.00241487656,0.00241487656},age_hpdi_95={0.00241487656,0.00241487656},age_qi_95={0.00241487656,0.00241487656}],1:0.00216788002[&age_median=0.00216788002,age_mean=0.00216788002,age_n=1,age_range={0.00216788002,0.00216788002},age_hpdi_95={0.00216788002,0.00216788002},age_qi_95={0.00216788002,0.00216788002}],2:0.00153649054[&age_median=0.00153649054,age_mean=0.00153649054,age_n=1,age_range={0.00153649054,0.00153649054},age_hpdi_95={0.00153649054,0.00153649054},age_qi_95={0.00153649054,0.00153649054}],3:0.0011364369[&age_median=0.0011364369,age_mean=0.0011364369,age_n=1,age_range={0.0011364369,0.0011364369},age_hpdi_95={0.0011364369,0.0011364369},age_qi_95={0.0011364369,0.0011364369}],4:0.00629204179[&age_median=0.00629204179,age_mean=0.00629204179,age_n=1,age_range={0.00629204179,0.00629204179},age_hpdi_95={0.00629204179,0.00629204179},age_qi_95={0.00629204179,0.00629204179}],5:0.00081412181[&age_median=0.00081412181,age_mean=0.00081412181,age_n=1,age_range={0.00081412181,0.00081412181},age_hpdi_95={0.00081412181,0.00081412181},age_qi_95={0.00081412181,0.00081412181}],6:0.00400423463[&age_median=0.00400423463,age_mean=0.00400423463,age_n=1,age_range={0.00400423463,0.00400423463},age_hpdi_95={0.00400423463,0.00400423463},age_qi_95={0.00400423463,0.00400423463}]
0,1,2,3,1,3,4,3,3,0,2	0.001	2.12687639398e-09	0:0.00071002896[&age_median=0.00071002896,age_mean=0.00071002896,age_n=1,age_range={0.00071002896,0.00071002896},age_hpdi_95={0.00071002896,0.00071002896},age_qi_95={0.00071002896,0.00071002896}],1:0.00050958913[&age_median=0.00050958913,age_mean=0.00050958913,age_n=1,age_range={0.00050958913,0.00050958913},age_hpdi_95={0.00050958913,0.00050958913},age_qi_95={0.00050958913,0.00050958913}],2:0.00119288979[&age_median=0.00119288979,age_mean=0.00119288979,age_n=1,age_range={0.00119288979,0.00119288979},age_hpdi_95={0.00119288979,0.00119288979},age_qi_95={0.00119288979,0.00119288979}],3:0.00121522908[&age_median=0.00121522908,age_mean=0.00121522908,age_n=1,age_range={0.00121522908,0.00121522908},age_hpdi_95={0.00121522908,0.00121522908},age_qi_95={0.00121522908,0.00121522908}],4:0.00056601517[&age_median=0.00056601517,age_mean=0.00056601517,age_n=1,age_range={0.00056601517,0.00056601517},age_hpdi_95={0.00056601517,0.00056601517},age_qi_95={0.00056601517,0.00056601517}]
0,1,1,2,3,4,3,5,4,3,1	0.001	2.18608050355e-09	0:0.00085126948[&age_median=0.00085126948,age_mean=0.00085126948,age_n=1,age_range={0.00085126948,0.00085126948},age_hpdi_95={0.00085126948,0.00085126948},age_qi_95={0.00085126948,0.00085126948}],1:0.0006510181[&age_median=0.0006510181,age_mean=0.0006510181,age_n=1,age_range={0.0006510181,0.0006510181},age_hpdi_95={0.0006510181,0.0006510181},age_qi_95={0.0006510181,0.0006510181}],2:0.00243941876[&age_median=0.00243941876,age_mean=0.00243941876,age_n=1,age_range={0.00243941876,0.00243941876},age_hpdi_95={0.00243941876,0.00243941876},age_qi_95={0.00243941876,0.00243941876}],3:0.00041936012[&age_median=0.00041936012,age_mean=0.00041936012,age_n=1,age_range={0.00041936012,0.00041936012},age_hpdi_95={0.00041936012,0.00041936012},age_qi_95={0.00041936012,0.00041936012}],4:0.00071307284[&age_median=0.00071307284,age_mean=0.00071307284,age_n=1,age_range={0.00071307284,0.00071307284},age_hpdi_95={0.00071307284,0.00071307284},age_qi_95={0.00071307284,0.00071307284}],5:0.00051993742[&age_median=0.00051993742,age_mean=0.00051993742,age_n=1,age_range={0.00051993742,0.00051993742},age_hpdi_95={0.00051993742,0.00051993742},age_qi_95={0.00051993742,0.00051993742}]
0,1,2,3,0,4,5,1,4,0,5	0.001	2.24603638034e-09	0:0.00104804422[&age_median=0.00104804422,age_mean=0.00104804422,age_n=1,age_range={0.00104804422,0.00104804422},age_hpdi_95={0.00104804422,0.00104804422},age_qi_95={0.00104804422,0.00104804422}],1:0.00036258126[&age_median=0.00036258126,age_mean=0.00036258126,age_n=1,age_range={0.00036258126,0.00036258126},age_hpdi_95={0.00036258126,0.00036258126},age_qi_95={0.00036258126,0.00036258126}],2:0.00010355957[&age_median=0.00010355957,age_mean=0.00010355957,age_n=1,age_range={0.00010355957,0.00010355957},age_hpdi_95={0.00010355957,0.00010355957},age_qi_95={0.00010355957,0.00010355957}],3:0.00350528298[&age_median=0.00350528298,age_mean=0.00350528298,age_n=1,age_range={0.00350528298,0.00350528298},age_hpdi_95={0.00350528298,0.00350528298},age_qi_95={0.00350528298,0.00350528298}],4:0.00056273467[&age_median=0.00056273467,age_mean=0.00056273467,age_n=1,age_range={0.00056273467,0.00056273467},age_hpdi_95={0.00056273467,0.00056273467},age_qi_95={0.00056273467,0.00056273467}],5:0.00261902558[&age_median=0.00261902558,age_mean=0.00261902558,age_n=1,age_range={0.00261902558,0.00261902558},age_hpdi_95={0.00261902558,0.00261902558},age_qi_95={0.00261902558,0.00261902558}]
0,1,2,2,3,1,4,3,2,0,1	0.001	2.30671473473e-09	0:0.00128754519[&age_median=0.00128754519,age_mean=0.00128754519,age_n=1,age_range={0.00128754519,0.00128754519},age_hpdi_95={0.00128754519,0.00128754519},age_qi_95={0.00128754519,0.00128754519}],1:0.00220314937[&age_median=0.00220314937,age_mean=0.00220314937,age_n=1,age_range={0.00220314937,0.00220314937},age_hpdi_95={0.00220314937,0.00220314937},age_qi_95={0.00220314937,0.00220314937}],2:0.00117727867[&age_median=0.00117727867,age_mean=0.00117727867,age_n=1,age_range={0.00117727867,0.00117727867},age_hpdi_95={0.00117727867,0.00117727867},age_qi_95={0.00117727867,0.00117727867}],3:0.00284444897[&age_median=0.00284444897,age_mean=0.00284444897,age_n=1,age_range={0.00284444897,0.00284444897},age_hpdi_95={0.00284444897,0.00284444897},age_qi_95={0.00284444897,0.00284444897}],4:0.0031200593[&age_median=0.0031200593,age_mean=0.0031200593,age_n=1,age_range={0.0031200593,0.0031200593},age_hpdi_95={0.0031200593,0.0031200593},age_qi_95={0.0031200593,0.0031200593}]
0,1,1,2,1,0,0,2,1,2,1	0.001	2.36807651385e-09	0:0.00150542334[&age_median=0.00150542334,age_mean=0.00150542334,age_n=1,age_range={0.00150542334,0.00150542334},age_hpdi_95={0.00150542334,0.00150542334},age_qi_95={0.00150542334,0.00150542334}],1:0.00182802803[&age_median=0.00182802803,age_mean=0.00182802803,age_n=1,age_range={0.00182802803,0.00182802803},age_hpdi_95={0.00182802803,0.00182802803},age_qi_95={0.00182802803,0.00182802803}],2:0.00192282741[&age_median=0.00192282741,age_mean=0.00192282741,age_n=1,age_range={0.00192282741,0.00192282741},age_hpdi_95={0.00192282741,0.00192282741},age_qi_95={0.00192282741,0.00192282741}]
0,0,1,2,3,2,0,4,4,1,1	0.001	2.43011195452e-09	0:8.216648e-05[&age_median=8.216648e-05,age_mean=8.216648e-05,age_n=1,age_range={8.216648e-05,8.216648e-05},age_hpdi_95={8.216648e-05,8.216648e-05},age_qi_95={8.216648e-05,8.216648e-05}],1:0.00079290731[&age_median=0.00079290731,age_mean=0.00079290731,age_n=1,age_range={0.00079290731,0.00079290731},age_hpdi_95={0.00079290731,0.00079290731},age_qi_95={0.00079290731,0.00079290731}],2:0.00086121818[&age_median=0.00086121818,age_mean=0.00086121818,age_n=1,age_range={0.00086121818,0.00086121818},age_hpdi_95={0.00086121818,0.00086121818},age_qi_95={0.00086121818,0.00086121818}],3:0.00100154715[&age_median=0.00100154715,age_mean=0.00100154715,age_n=1,age_range={0.00100154715,0.00100154715},age_hpdi_95={0.00100154715,0.00100154715},age_qi_95={0.00100154715,0.00100154715}],4:0.00357330885[&age_median=0.00357330885,age_mean=0.00357330885,age_n=1,age_range={0.00357330885,0.00357330885},age_hpdi_95={0.00357330885,0.00357330885},age_qi_95={0.00357330885,0.00357330885}]
