divergence_model	estimated_prob	glm_adjusted_prob	div_model_with_conditional_age_estimates
0,0,1,1,2,3,0,2,4,3,4	0.001	2.07583432854e-06	0:2.001223e-05[&age_median=2.001223e-05,age_mean=2.001223e-05,age_n=1,age_range={2.001223e-05,2.001223e-05},age_hpdi_95={2.001223e-05,2.001223e-05},age_qi_95={2.001223e-05,2.001223e-05}],1:0.00055663615[&age_median=0.00055663615,age_mean=0.00055663615,age_n=1,age_range={0.00055663615,0.00055663615},age_hpdi_95={0.00055663615,0.00055663615},age_qi_95={0.00055663615,0.00055663615}],2:0.00231175637[&age_median=0.00231175637,age_mean=0.00231175637,age_n=1,age_range={0.00231175637,0.00231175637},age_hpdi_95={0.00231175637,0.00231175637},age_qi_95={0.00231175637,0.00231175637}],3:5.77069e-06[&age_median=5.77069e-06,age_mean=5.77069e-06,age_n=1,age_range={5.77069e-06,5.77069e-06},age_hpdi_95={5.77069e-06,5.77069e-06},age_qi_95={5.77069e-06,5.77069e-06}],4:0.0027167562[&age_median=0.0027167562,age_mean=0.0027167562,age_n=1,age_range={0.0027167562,0.0027167562},age_hpdi_95={0.0027167562,0.0027167562},age_qi_95={0.0027167562,0.0027167562}]
0,1,2,3,4,3,5,1,5,5,6	0.001	2.12170189232e-06	0:0.00164582189[&age_median=0.00164582189,age_mean=0.00164582189,age_n=1,age_range={0.00164582189,0.00164582189},age_hpdi_95={0.00164582189,0.00164582189},age_qi_95={0.00164582189,0.00164582189}],1:0.00018451707[&age_median=0.00018451707,age_mean=0.00018451707,age_n=1,age_range={0.00018451707,0.00018451707},age_hpdi_95={0.00018451707,0.00018451707},age_qi_95={0.00018451707,0.00018451707}],2:0.00056305195[&age_median=0.00056305195,age_mean=0.00056305195,age_n=1,age_range={0.00056305195,0.00056305195},age_hpdi_95={0.00056305195,0.00056305195},age_qi_95={0.00056305195,0.00056305195}],3:0.00116609406[&age_median=0.00116609406,age_mean=0.00116609406,age_n=1,age_range={0.00116609406,0.00116609406},age_hpdi_95={0.00116609406,0.00116609406},age_qi_95={0.00116609406,0.00116609406}],4:0.00057429771[&age_median=0.00057429771,age_mean=0.00057429771,age_n=1,age_range={0.00057429771,0.00057429771},age_hpdi_95={0.00057429771,0.00057429771},age_qi_95={0.00057429771,0.00057429771}],5:0.00276442753[&age_median=0.00276442753,age_mean=0.00276442753,age_n=1,age_range={0.00276442753,0.00276442753},age_hpdi_95={0.00276442753,0.00276442753},age_qi_95={0.00276442753,0.00276442753}],6:0.00084681191[&age_median=0.00084681191,age_mean=0.00084681191,age_n=1,age_range={0.00084681191,0.00084681191},age_hpdi_95={0.00084681191,0.00084681191},age_qi_95={0.00084681191,0.00084681191}]
0,0,0,1,1,0,2,2,2,2,1	0.001	2.16962949356e-06	0:0.00149323274[&age_median=0.00149323274,age_mean=0.00149323274,age_n=1,age_range={0.00149323274,0.00149323274},age_hpdi_95={0.00149323274,0.00149323274},age_qi_95={0.00149323274,0.00149323274}],1:0.0007694911[&age_median=0.0007694911,age_mean=0.0007694911,age_n=1,age_range={0.0007694911,0.0007694911},age_hpdi_95={0.0007694911,0.0007694911},age_qi_95={0.0007694911,0.0007694911}],2:0.00153288864[&age_median=0.00153288864,age_mean=0.00153288864,age_n=1,age_range={0.00153288864,0.00153288864},age_hpdi_95={0.00153288864,0.00153288864},age_qi_95={0.00153288864,0.00153288864}]
0,1,2,3,2,3,1,2,2,0,1	0.001	2.21966594829e-06	0:0.00233617479[&age_median=0.00233617479,age_mean=0.00233617479,age_n=1,age_range={0.00233617479,0.00233617479},age_hpdi_95={0.00233617479,0.00233617479},age_qi_95={0.00233617479,0.00233617479}],1:0.00465914216[&age_median=0.00465914216,age_mean=0.00465914216,age_n=1,age_range={0.00465914216,0.00465914216},age_hpdi_95={0.00465914216,0.00465914216},age_qi_95={0.00465914216,0.00465914216}],2:0.00036663327[&age_median=0.00036663327,age_mean=0.00036663327,age_n=1,age_range={0.00036663327,0.00036663327},age_hpdi_95={0.00036663327,0.00036663327},age_qi_95={0.00036663327,0.00036663327}],3:0.00022166563[&age_median=0.00022166563,age_mean=0.00022166563,age_n=1,age_range={0.00022166563,0.00022166563},age_hpdi_95={0.00022166563,0.00022166563},age_qi_95={0.00022166563,0.00022166563}]
0,0,1,0,2,2,2,1,0,0,2	0.001	2.27188936223e-06	0:0.00132116256[&age_median=0.00132116256,age_mean=0.00132116256,age_n=1,age_range={0.00132116256,0.00132116256},age_hpdi_95={0.00132116256,0.00132116256},age_qi_95={0.00132116256,0.00132116256}],1:0.0034883867[&age_median=0.0034883867,age_mean=0.0034883867,age_n=1,age_range={0.0034883867,0.0034883867},age_hpdi_95={0.0034883867,0.0034883867},age_qi_95={0.0034883867,0.0034883867}],2:0.00165398468[&age_median=0.00165398468,age_mean=0.00165398468,age_n=1,age_range={0.00165398468,0.00165398468},age_hpdi_95={0.00165398468,0.00165398468},age_qi_95={0.00165398468,0.00165398468}]
0,1,2,3,3,2,0,1,4,0,4	0.001	2.32637784104e-06	0:0.00040863424[&age_median=0.00040863424,age_mean=0.00040863424,age_n=1,age_range={0.00040863424,0.00040863424},age_hpdi_95={0.00040863424,0.00040863424},age_qi_95={0.00040863424,0.00040863424}],1:0.00217225207[&age_median=0.00217225207,age_mean=0.00217225207,age_n=1,age_range={0.00217225207,0.00217225207},age_hpdi_95={0.00217225207,0.00217225207},age_qi_95={0.00217225207,0.00217225207}],2:0.00047597103[&age_median=0.00047597103,age_mean=0.00047597103,age_n=1,age_range={0.00047597103,0.00047597103},age_hpdi_95={0.00047597103,0.00047597103},age_qi_95={0.00047597103,0.00047597103}],3:0.00062314066[&age_median=0.00062314066,age_mean=0.00062314066,age_n=1,age_range={0.00062314066,0.00062314066},age_hpdi_95={0.00062314066,0.00062314066},age_qi_95={0.00062314066,0.00062314066}],4:0.00328397283[&age_median=0.00328397283,age_mean=0.00328397283,age_n=1,age_range={0.00328397283,0.00328397283},age_hpdi_95={0.00328397283,0.00328397283},age_qi_95={0.00328397283,0.00328397283}]
0,1,2,2,3,3,4,5,1,6,2	0.001	2.38320949041e-06	0:0.00339102508[&age_median=0.00339102508,age_mean=0.00339102508,age_n=1,age_range={0.00339102508,0.00339102508},age_hpdi_95={0.00339102508,0.00339102508},age_qi_95={0.00339102508,0.00339102508}],1:0.00093618735[&age_median=0.00093618735,age_mean=0.00093618735,age_n=1,age_range={0.00093618735,0.00093618735},age_hpdi_95={0.00093618735,0.00093618735},age_qi_95={0.00093618735,0.00093618735}],2:0.00121126169[&age_median=0.00121126169,age_mean=0.00121126169,age_n=1,age_range={0.00121126169,0.00121126169},age_hpdi_95={0.00121126169,0.00121126169},age_qi_95={0.00121126169,0.00121126169}],3:3.748427e-05[&age_median=3.748427e-05,age_mean=3.748427e-05,age_n=1,age_range={3.748427e-05,3.748427e-05},age_hpdi_95={3.748427e-05,3.748427e-05},age_qi_95={3.748427e-05,3.748427e-05}],4:0.00028664384[&age_median=0.00028664384,age_mean=0.00028664384,age_n=1,age_range={0.00028664384,0.00028664384},age_hpdi_95={0.00028664384,0.00028664384},age_qi_95={0.00028664384,0.00028664384}],5:0.00075969155[&age_median=0.00075969155,age_mean=0.00075969155,age_n=1,age_range={0.00075969155,0.00075969155},age_hpdi_95={0.00075969155,0.00075969155},age_qi_95={0.00075969155,0.00075969155}],6:0.00035931321[&age_median=0.00035931321,age_mean=0.00035931321,age_n=1,age_range={0.00035931321,0.00035931321},age_hpdi_95={0.00035931321,0.00035931321},age_qi_95={0.00035931321,0.00035931321}]
0,1,2,0,0,3,0,4,1,3,2	0.001	2.44244288961e-06	0:0.00399054858[&age_median=0.00399054858,age_mean=0.00399054858,age_n=1,age_range={0.00399054858,0.00399054858},age_hpdi_95={0.00399054858,0.00399054858},age_qi_95={0.00399054858,0.00399054858}],1:0.00016350735[&age_median=0.00016350735,age_mean=0.00016350735,age_n=1,age_range={0.00016350735,0.00016350735},age_hpdi_95={0.00016350735,0.00016350735},age_qi_95={0.00016350735,0.00016350735}],2:0.00310193274[&age_median=0.00310193274,age_mean=0.00310193274,age_n=1,age_range={0.00310193274,0.00310193274},age_hpdi_95={0.00310193274,0.00310193274},age_qi_95={0.00310193274,0.00310193274}],3:0.00056729453[&age_median=0.00056729453,age_mean=0.00056729453,age_n=1,age_range={0.00056729453,0.00056729453},age_hpdi_95={0.00056729453,0.00056729453},age_qi_95={0.00056729453,0.00056729453}],4:0.00187889474[&age_median=0.00187889474,age_mean=0.00187889474,age_n=1,age_range={0.00187889474,0.00187889474},age_hpdi_95={0.00187889474,0.00187889474},age_qi_95={0.00187889474,0.00187889474}]
0,1,2,3,4,2,5,1,4,6,7	0.001	2.50417567075e-06	0:0.00344892549[&age_median=0.00344892549,age_mean=0.00344892549,age_n=1,age_range={0.00344892549,0.00344892549},age_hpdi_95={0.00344892549,0.00344892549},age_qi_95={0.00344892549,0.00344892549}],1:0.00362680982[&age_median=0.00362680982,age_mean=0.00362680982,age_n=1,age_range={0.00362680982,0.00362680982},age_hpdi_95={0.00362680982,0.00362680982},age_qi_95={0.00362680982,0.00362680982}],2:0.00183195747[&age_median=0.00183195747,age_mean=0.00183195747,age_n=1,age_range={0.00183195747,0.00183195747},age_hpdi_95={0.00183195747,0.00183195747},age_qi_95={0.00183195747,0.00183195747}],3:0.00108093064[&age_median=0.00108093064,age_mean=0.00108093064,age_n=1,age_range={0.00108093064,0.00108093064},age_hpdi_95={0.00108093064,0.00108093064},age_qi_95={0.00108093064,0.00108093064}],4:0.00108433366[&age_median=0.00108433366,age_mean=0.00108433366,age_n=1,age_range={0.00108433366,0.00108433366},age_hpdi_95={0.00108433366,0.00108433366},age_qi_95={0.00108433366,0.00108433366}],5:0.00069313148[&age_median=0.00069313148,age_mean=0.00069313148,age_n=1,age_range={0.00069313148,0.00069313148},age_hpdi_95={0.00069313148,0.00069313148},age_qi_95={0.00069313148,0.00069313148}],6:0.00183796702[&age_median=0.00183796702,age_mean=0.00183796702,age_n=1,age_range={0.00183796702,0.00183796702},age_hpdi_95={0.00183796702,0.00183796702},age_qi_95={0.00183796702,0.00183796702}],7:0.00508292221[&age_median=0.00508292221,age_mean=0.00508292221,age_n=1,age_range={0.00508292221,0.00508292221},age_hpdi_95={0.00508292221,0.00508292221},age_qi_95={0.00508292221,0.00508292221}]
0,0,1,1,2,3,3,4,1,5,2	0.001	2.56845664987e-06	0:0.00142372416[&age_median=0.00142372416,age_mean=0.00142372416,age_n=1,age_range={0.00142372416,0.00142372416},age_hpdi_95={0.00142372416,0.00142372416},age_qi_95={0.00142372416,0.00142372416}],1:0.00342142593[&age_median=0.00342142593,age_mean=0.00342142593,age_n=1,age_range={0.00342142593,0.00342142593},age_hpdi_95={0.00342142593,0.00342142593},age_qi_95={0.00342142593,0.00342142593}],2:0.00369525533[&age_median=0.00369525533,age_mean=0.00369525533,age_n=1,age_range={0.00369525533,0.00369525533},age_hpdi_95={0.00369525533,0.00369525533},age_qi_95={0.00369525533,0.00369525533}],3:0.0037590514[&age_median=0.0037590514,age_mean=0.0037590514,age_n=1,age_range={0.0037590514,0.0037590514},age_hpdi_95={0.0037590514,0.0037590514},age_qi_95={0.0037590514,0.0037590514}],4:0.00206849625[&age_median=0.00206849625,age_mean=0.00206849625,age_n=1,age_range={0.00206849625,0.00206849625},age_hpdi_95={0.00206849625,0.00206849625},age_qi_95={0.00206849625,0.00206849625}],5:0.00163646227[&age_median=0.00163646227,age_mean=0.00163646227,age_n=1,age_range={0.00163646227,0.00163646227},age_hpdi_95={0.00163646227,0.00163646227},age_qi_95={0.00163646227,0.00163646227}]
0,1,0,1,0,2,2,3,2,3,3	0.001	2.63538345909e-06	0:0.0003392742[&age_median=0.0003392742,age_mean=0.0003392742,age_n=1,age_range={0.0003392742,0.0003392742},age_hpdi_95={0.0003392742,0.0003392742},age_qi_95={0.0003392742,0.0003392742}],1:0.00117451903[&age_median=0.00117451903,age_mean=0.00117451903,age_n=1,age_range={0.00117451903,0.00117451903},age_hpdi_95={0.00117451903,0.00117451903},age_qi_95={0.00117451903,0.00117451903}],2:0.00093310021[&age_median=0.00093310021,age_mean=0.00093310021,age_n=1,age_range={0.00093310021,0.00093310021},age_hpdi_95={0.00093310021,0.00093310021},age_qi_95={0.00093310021,0.00093310021}],3:0.00023420163[&age_median=0.00023420163,age_mean=0.00023420163,age_n=1,age_range={0.00023420163,0.00023420163},age_hpdi_95={0.00023420163,0.00023420163},age_qi_95={0.00023420163,0.00023420163}]
0,1,2,2,1,1,2,1,1,3,1	0.001	2.70502444087e-06	0:0.00025909943[&age_median=0.00025909943,age_mean=0.00025909943,age_n=1,age_range={0.00025909943,0.00025909943},age_hpdi_95={0.00025909943,0.00025909943},age_qi_95={0.00025909943,0.00025909943}],1:0.00063475597[&age_median=0.00063475597,age_mean=0.00063475597,age_n=1,age_range={0.00063475597,0.00063475597},age_hpdi_95={0.00063475597,0.00063475597},age_qi_95={0.00063475597,0.00063475597}],2:0.00147357101[&age_median=0.00147357101,age_mean=0.00147357101,age_n=1,age_range={0.00147357101,0.00147357101},age_hpdi_95={0.00147357101,0.00147357101},age_qi_95={0.00147357101,0.00147357101}],3:0.00177443789[&age_median=0.00177443789,age_mean=0.00177443789,age_n=1,age_range={0.00177443789,0.00177443789},age_hpdi_95={0.00177443789,0.00177443789},age_qi_95={0.00177443789,0.00177443789}]
0,1,1,2,2,2,2,0,3,0,3	0.001	2.77745770091e-06	0:0.0003563753[&age_median=0.0003563753,age_mean=0.0003563753,age_n=1,age_range={0.0003563753,0.0003563753},age_hpdi_95={0.0003563753,0.0003563753},age_qi_95={0.0003563753,0.0003563753}],1:0.00129564456[&age_median=0.00129564456,age_mean=0.00129564456,age_n=1,age_range={0.00129564456,0.00129564456},age_hpdi_95={0.00129564456,0.00129564456},age_qi_95={0.00129564456,0.00129564456}],2:0.0005821302[&age_median=0.0005821302,age_mean=0.0005821302,age_n=1,age_range={0.0005821302,0.0005821302},age_hpdi_95={0.0005821302,0.0005821302},age_qi_95={0.0005821302,0.0005821302}],3:0.00152539911[&age_median=0.00152539911,age_mean=0.00152539911,age_n=1,age_range={0.00152539911,0.00152539911},age_hpdi_95={0.00152539911,0.00152539911},age_qi_95={0.00152539911,0.00152539911}]
0,1,2,1,1,3,3,4,4,5,2	0.001	2.85275158168e-06	0:0.0013987534[&age_median=0.0013987534,age_mean=0.0013987534,age_n=1,age_range={0.0013987534,0.0013987534},age_hpdi_95={0.0013987534,0.0013987534},age_qi_95={0.0013987534,0.0013987534}],1:0.0005497326[&age_median=0.0005497326,age_mean=0.0005497326,age_n=1,age_range={0.0005497326,0.0005497326},age_hpdi_95={0.0005497326,0.0005497326},age_qi_95={0.0005497326,0.0005497326}],2:0.00145995416[&age_median=0.00145995416,age_mean=0.00145995416,age_n=1,age_range={0.00145995416,0.00145995416},age_hpdi_95={0.00145995416,0.00145995416},age_qi_95={0.00145995416,0.00145995416}],3:0.00603624653[&age_median=0.00603624653,age_mean=0.00603624653,age_n=1,age_range={0.00603624653,0.00603624653},age_hpdi_95={0.00603624653,0.00603624653},age_qi_95={0.00603624653,0.00603624653}],4:0.00011904357[&age_median=0.00011904357,age_mean=0.00011904357,age_n=1,age_range={0.00011904357,0.00011904357},age_hpdi_95={0.00011904357,0.00011904357},age_qi_95={0.00011904357,0.00011904357}],5:0.00195366154[&age_median=0.00195366154,age_mean=0.00195366154,age_n=1,age_range={0.00195366154,0.00195366154},age_hpdi_95={0.00195366154,0.00195366154},age_qi_95={0.00195366154,0.00195366154}]
0,1,2,0,0,0,3,1,4,3,0	0.001	2.93099395208e-06	0:0.00034840001[&age_median=0.00034840001,age_mean=0.00034840001,age_n=1,age_range={0.00034840001,0.00034840001},age_hpdi_95={0.00034840001,0.00034840001},age_qi_95={0.00034840001,0.00034840001}],1:0.00194355479[&age_median=0.00194355479,age_mean=0.00194355479,age_n=1,age_range={0.00194355479,0.00194355479},age_hpdi_95={0.00194355479,0.00194355479},age_qi_95={0.00194355479,0.00194355479}],2:0.00201958855[&age_median=0.00201958855,age_mean=0.00201958855,age_n=1,age_range={0.00201958855,0.00201958855},age_hpdi_95={0.00201958855,0.00201958855},age_qi_95={0.00201958855,0.00201958855}],3:0.00092079759[&age_median=0.00092079759,age_mean=0.00092079759,age_n=1,age_range={0.00092079759,0.00092079759},age_hpdi_95={0.00092079759,0.00092079759},age_qi_95={0.00092079759,0.00092079759}],4:0.00242929642[&age_median=0.00242929642,age_mean=0.00242929642,age_n=1,age_range={0.00242929642,0.00242929642},age_hpdi_95={0.00242929642,0.00242929642},age_qi_95={0.00242929642,0.00242929642}]
0,1,0,2,3,1,4,3,3,2,5	0.001	3.01225315458e-06	0:0.00254333635[&age_median=0.00254333635,age_mean=0.00254333635,age_n=1,age_range={0.00254333635,0.00254333635},age_hpdi_95={0.00254333635,0.00254333635},age_qi_95={0.00254333635,0.00254333635}],1:0.00128860325[&age_median=0.00128860325,age_mean=0.00128860325,age_n=1,age_range={0.00128860325,0.00128860325},age_hpdi_95={0.00128860325,0.00128860325},age_qi_95={0.00128860325,0.00128860325}],2:0.00086854503[&age_median=0.00086854503,age_mean=0.00086854503,age_n=1,age_range={0.00086854503,0.00086854503},age_hpdi_95={0.00086854503,0.00086854503},age_qi_95={0.00086854503,0.00086854503}],3:0.00110191361[&age_median=0.00110191361,age_mean=0.00110191361,age_n=1,age_range={0.00110191361,0.00110191361},age_hpdi_95={0.00110191361,0.00110191361},age_qi_95={0.00110191361,0.00110191361}],4:0.00016331089[&age_median=0.00016331089,age_mean=0.00016331089,age_n=1,age_range={0.00016331089,0.00016331089},age_hpdi_95={0.00016331089,0.00016331089},age_qi_95={0.00016331089,0.00016331089}],5:0.00184382162[&age_median=0.00184382162,age_mean=0.00184382162,age_n=1,age_range={0.00184382162,0.00184382162},age_hpdi_95={0.00184382162,0.00184382162},age_qi_95={0.00184382162,0.00184382162}]
0,1,2,2,2,2,3,0,4,0,0	0.001	3.09660729486e-06	0:0.00044256447[&age_median=0.00044256447,age_mean=0.00044256447,age_n=1,age_range={0.00044256447,0.00044256447},age_hpdi_95={0.00044256447,0.00044256447},age_qi_95={0.00044256447,0.00044256447}],1:0.0024239919[&age_median=0.0024239919,age_mean=0.0024239919,age_n=1,age_range={0.0024239919,0.0024239919},age_hpdi_95={0.0024239919,0.0024239919},age_qi_95={0.0024239919,0.0024239919}],2:0.00031120377[&age_median=0.00031120377,age_mean=0.00031120377,age_n=1,age_range={0.00031120377,0.00031120377},age_hpdi_95={0.00031120377,0.00031120377},age_qi_95={0.00031120377,0.00031120377}],3:0.00188086861[&age_median=0.00188086861,age_mean=0.00188086861,age_n=1,age_range={0.00188086861,0.00188086861},age_hpdi_95={0.00188086861,0.00188086861},age_qi_95={0.00188086861,0.00188086861}],4:3.2862e-07[&age_median=3.2862e-07,age_mean=3.2862e-07,age_n=1,age_range={3.2862e-07,3.2862e-07},age_hpdi_95={3.2862e-07,3.2862e-07},age_qi_95={3.2862e-07,3.2862e-07}]
0,1,1,0,2,0,0,0,3,2,3	0.001	3.18413447861e-06	0:0.00367568838[&age_median=0.00367568838,age_mean=0.00367568838,age_n=1,age_range={0.00367568838,0.00367568838},age_hpdi_95={0.00367568838,0.00367568838},age_qi_95={0.00367568838,0.00367568838}],1:0.00065725704[&age_median=0.00065725704,age_mean=0.00065725704,age_n=1,age_range={0.00065725704,0.00065725704},age_hpdi_95={0.00065725704,0.00065725704},age_qi_95={0.00065725704,0.00065725704}],2:9.963314e-05[&age_median=9.963314e-05,age_mean=9.963314e-05,age_n=1,age_range={9.963314e-05,9.963314e-05},age_hpdi_95={9.963314e-05,9.963314e-05},age_qi_95={9.963314e-05,9.963314e-05}],3:0.00155020142[&age_median=0.00155020142,age_mean=0.00155020142,age_n=1,age_range={0.00155020142,0.00155020142},age_hpdi_95={0.00155020142,0.00155020142},age_qi_95={0.00155020142,0.00155020142}]
0,0,1,1,2,0,0,3,3,2,4	0.001	6.64389415796e-06	0:0.00024727281[&age_median=0.00024727281,age_mean=0.00024727281,age_n=1,age_range={0.00024727281,0.00024727281},age_hpdi_95={0.00024727281,0.00024727281},age_qi_95={0.00024727281,0.00024727281}],1:0.00146053374[&age_median=0.00146053374,age_mean=0.00146053374,age_n=1,age_range={0.00146053374,0.00146053374},age_hpdi_95={0.00146053374,0.00146053374},age_qi_95={0.00146053374,0.00146053374}],2:0.00358849139[&age_median=0.00358849139,age_mean=0.00358849139,age_n=1,age_range={0.00358849139,0.00358849139},age_hpdi_95={0.00358849139,0.00358849139},age_qi_95={0.00358849139,0.00358849139}],3:0.00087954151[&age_median=0.00087954151,age_mean=0.00087954151,age_n=1,age_range={0.00087954151,0.00087954151},age_hpdi_95={0.00087954151,0.00087954151},age_qi_95={0.00087954151,0.00087954151}],4:0.00186994507[&age_median=0.00186994507,age_mean=0.00186994507,age_n=1,age_range={0.00186994507,0.00186994507},age_hpdi_95={0.00186994507,0.00186994507},age_qi_95={0.00186994507,0.00186994507}]
0,1,2,3,3,4,2,5,1,5,3	0.001	3.46646700508e-06	0:0.00135566437[&age_median=0.00135566437,age_mean=0.00135566437,age_n=1,age_range={0.00135566437,0.00135566437},age_hpdi_95={0.00135566437,0.00135566437},age_qi_95={0.00135566437,0.00135566437}],1:0.00039189769[&age_median=0.00039189769,age_mean=0.00039189769,age_n=1,age_range={0.00039189769,0.00039189769},age_hpdi_95={0.00039189769,0.00039189769},age_qi_95={0.00039189769,0.00039189769}],2:0.00057102254[&age_median=0.00057102254,age_mean=0.00057102254,age_n=1,age_range={0.00057102254,0.00057102254},age_hpdi_95={0.00057102254,0.00057102254},age_qi_95={0.00057102254,0.00057102254}],3:0.00326492766[&age_median=0.00326492766,age_mean=0.00326492766,age_n=1,age_range={0.00326492766,0.00326492766},age_hpdi_95={0.00326492766,0.00326492766},age_qi_95={0.00326492766,0.00326492766}],4:0.00114264069[&age_median=0.00114264069,age_mean=0.00114264069,age_n=1,age_range={0.00114264069,0.00114264069},age_hpdi_95={0.00114264069,0.00114264069},age_qi_95={0.00114264069,0.00114264069}],5:0.00026315757[&age_median=0.00026315757,age_mean=0.00026315757,age_n=1,age_range={0.00026315757,0.00026315757},age_hpdi_95={0.00026315757,0.00026315757},age_qi_95={0.00026315757,0.00026315757}]
0,1,0,2,3,4,0,5,6,2,3	0.001	3.56740884031e-06	0:0.00339671076[&age_median=0.00339671076,age_mean=0.00339671076,age_n=1,age_range={0.00339671076,0.00339671076},age_hpdi_95={0.00339671076,0.00339671076},age_qi_95={0.00339671076,0.00339671076}],1:0.00460407682[&age_median=0.00460407682,age_mean=0.00460407682,age_n=1,age_range={0.00460407682,0.00460407682},age_hpdi_95={0.00460407682,0.00460407682},age_qi_95={0.00460407682,0.00460407682}],2:0.00087792285[&age_median=0.00087792285,age_mean=0.00087792285,age_n=1,age_range={0.00087792285,0.00087792285},age_hpdi_95={0.00087792285,0.00087792285},age_qi_95={0.00087792285,0.00087792285}],3:0.0008602304[&age_median=0.0008602304,age_mean=0.0008602304,age_n=1,age_range={0.0008602304,0.0008602304},age_hpdi_95={0.0008602304,0.0008602304},age_qi_95={0.0008602304,0.0008602304}],4:0.00503106625[&age_median=0.00503106625,age_mean=0.00503106625,age_n=1,age_range={0.00503106625,0.00503106625},age_hpdi_95={0.00503106625,0.00503106625},age_qi_95={0.00503106625,0.00503106625}],5:0.00065956045[&age_median=0.00065956045,age_mean=0.00065956045,age_n=1,age_range={0.00065956045,0.00065956045},age_hpdi_95={0.00065956045,0.00065956045},age_qi_95={0.00065956045,0.00065956045}],6:0.00075027324[&age_median=0.00075027324,age_mean=0.00075027324,age_n=1,age_range={0.00075027324,0.00075027324},age_hpdi_95={0.00075027324,0.00075027324},age_qi_95={0.00075027324,0.00075027324}]
0,1,0,2,3,0,1,1,1,3,2	0.001	3.67188495781e-06	0:0.00018836064[&age_median=0.00018836064,age_mean=0.00018836064,age_n=1,age_range={0.00018836064,0.00018836064},age_hpdi_95={0.00018836064,0.00018836064},age_qi_95={0.00018836064,0.00018836064}],1:0.00101342906[&age_median=0.00101342906,age_mean=0.00101342906,age_n=1,age_range={0.00101342906,0.00101342906},age_hpdi_95={0.00101342906,0.00101342906},age_qi_95={0.00101342906,0.00101342906}],2:0.00043099854[&age_median=0.00043099854,age_mean=0.00043099854,age_n=1,age_range={0.00043099854,0.00043099854},age_hpdi_95={0.00043099854,0.00043099854},age_qi_95={0.00043099854,0.00043099854}],3:0.00043273594[&age_median=0.00043273594,age_mean=0.00043273594,age_n=1,age_range={0.00043273594,0.00043273594},age_hpdi_95={0.00043273594,0.00043273594},age_qi_95={0.00043273594,0.00043273594}]
0,1,1,2,2,2,3,1,1,0,3	0.001	3.77996370005e-06	0:0.00059457058[&age_median=0.00059457058,age_mean=0.00059457058,age_n=1,age_range={0.00059457058,0.00059457058},age_hpdi_95={0.00059457058,0.00059457058},age_qi_95={0.00059457058,0.00059457058}],1:0.00074703733[&age_median=0.00074703733,age_mean=0.00074703733,age_n=1,age_range={0.00074703733,0.00074703733},age_hpdi_95={0.00074703733,0.00074703733},age_qi_95={0.00074703733,0.00074703733}],2:0.00079414262[&age_median=0.00079414262,age_mean=0.00079414262,age_n=1,age_range={0.00079414262,0.00079414262},age_hpdi_95={0.00079414262,0.00079414262},age_qi_95={0.00079414262,0.00079414262}],3:0.00312868183[&age_median=0.00312868183,age_mean=0.00312868183,age_n=1,age_range={0.00312868183,0.00312868183},age_hpdi_95={0.00312868183,0.00312868183},age_qi_95={0.00312868183,0.00312868183}]
0,1,2,1,3,4,5,6,7,8,4	0.001	3.8917134095e-06	0:0.00259026643[&age_median=0.00259026643,age_mean=0.00259026643,age_n=1,age_range={0.00259026643,0.00259026643},age_hpdi_95={0.00259026643,0.00259026643},age_qi_95={0.00259026643,0.00259026643}],1:0.000581244[&age_median=0.000581244,age_mean=0.000581244,age_n=1,age_range={0.000581244,0.000581244},age_hpdi_95={0.000581244,0.000581244},age_qi_95={0.000581244,0.000581244}],2:6.174765e-05[&age_median=6.174765e-05,age_mean=6.174765e-05,age_n=1,age_range={6.174765e-05,6.174765e-05},age_hpdi_95={6.174765e-05,6.174765e-05},age_qi_95={6.174765e-05,6.174765e-05}],3:0.00097096976[&age_median=0.00097096976,age_mean=0.00097096976,age_n=1,age_range={0.00097096976,0.00097096976},age_hpdi_95={0.00097096976,0.00097096976},age_qi_95={0.00097096976,0.00097096976}],4:0.00703014494[&age_median=0.00703014494,age_mean=0.00703014494,age_n=1,age_range={0.00703014494,0.00703014494},age_hpdi_95={0.00703014494,0.00703014494},age_qi_95={0.00703014494,0.00703014494}],5:0.00096791968[&age_median=0.00096791968,age_mean=0.00096791968,age_n=1,age_range={0.00096791968,0.00096791968},age_hpdi_95={0.00096791968,0.00096791968},age_qi_95={0.00096791968,0.00096791968}],6:0.00066000429[&age_median=0.00066000429,age_mean=0.00066000429,age_n=1,age_range={0.00066000429,0.00066000429},age_hpdi_95={0.00066000429,0.00066000429},age_qi_95={0.00066000429,0.00066000429}],7:0.00012056233[&age_median=0.00012056233,age_mean=0.00012056233,age_n=1,age_range={0.00012056233,0.00012056233},age_hpdi_95={0.00012056233,0.00012056233},age_qi_95={0.00012056233,0.00012056233}],8:0.00074503191[&age_median=0.00074503191,age_mean=0.00074503191,age_n=1,age_range={0.00074503191,0.00074503191},age_hpdi_95={0.00074503191,0.00074503191},age_qi_95={0.00074503191,0.00074503191}]
